TCGA-KL-8323-01	TCGA-KL-8324-01	TCGA-KL-8325-01	TCGA-KL-8326-01	TCGA-KL-8327-01	TCGA-KL-8328-01	TCGA-KL-8329-01	TCGA-KL-8330-01	TCGA-KL-8331-01	TCGA-KL-8332-01	TCGA-KL-8333-01	TCGA-KL-8334-01	TCGA-KL-8335-01	TCGA-KL-8336-01	TCGA-KL-8337-01	TCGA-KL-8338-01	TCGA-KL-8339-01	TCGA-KL-8340-01	TCGA-KL-8341-01	TCGA-KL-8342-01	TCGA-KL-8343-01	TCGA-KL-8344-01	TCGA-KL-8345-01	TCGA-KL-8346-01	TCGA-KM-8438-01	TCGA-KM-8439-01	TCGA-KM-8440-01	TCGA-KM-8441-01	TCGA-KM-8442-01	TCGA-KM-8443-01	TCGA-KM-8476-01	TCGA-KM-8477-01	TCGA-KM-8639-01	TCGA-KN-8418-01	TCGA-KN-8419-01	TCGA-KN-8421-01	TCGA-KN-8422-01	TCGA-KN-8423-01	TCGA-KN-8424-01	TCGA-KN-8425-01	TCGA-KN-8426-01	TCGA-KN-8427-01	TCGA-KN-8428-01	TCGA-KN-8429-01	TCGA-KN-8431-01	TCGA-KN-8432-01	TCGA-KN-8433-01	TCGA-KN-8434-01	TCGA-KN-8435-01	TCGA-KN-8436-01	TCGA-KN-8437-01	TCGA-KO-8403-01	TCGA-KO-8404-01	TCGA-KO-8405-01	TCGA-KO-8406-01	TCGA-KO-8407-01	TCGA-KO-8408-01	TCGA-KO-8409-01	TCGA-KO-8410-01	TCGA-KO-8411-01	TCGA-KO-8413-01	TCGA-KO-8414-01	TCGA-KO-8415-01	TCGA-KO-8416-01	TCGA-KO-8417-01
ZNF337	544.898	698.802	401.817	262.707	1472.6	498.967	384.719	463.515	703.929	385.28	227.385	330.897	183.116	177.569	496.397	395.404	454.698	400.16	168.003	295.572	226.956	302.056	368.287	786.229	431.635	299.827	301.087	213.298	479.245	483.116	598.519	186.179	293.041	365.613	154.009	444.027	290.809	430.588	291.469	429.663	225.947	777.976	535.97	531.619	285.9	511.393	497.856	350.693	439.771	548.062	264.216	466.217	891.546	478.224	474.339	416.843	630.946	806.011	448.79	337.819	440.794	611.677	320.849	469.72	384.88
FBXL4	345.832	164.004	531.75	221.975	85.8491	165.383	228.42	252.858	177.629	261.098	388.995	289.346	252.032	406.456	282.666	168.703	354.526	203.717	383.182	186.349	850.228	423.198	288.372	187.88	156.703	419.535	222.011	559.196	269.386	204.149	189.652	368.013	785.742	231.918	536.279	83.9895	83.5969	384.416	328.813	311.77	404.471	477.647	401.813	349.353	176.364	397.631	198.033	296.43	462.526	359.69	613.058	226.448	96.4912	160.826	307.608	210.319	190.171	152.355	260.776	246.415	308.104	180.268	171.951	230.435	342.068
HBP1	1881.91	1397.86	1996.74	2575.44	1762.92	1745.01	1826.72	2520.39	1891.33	1126.4	2444.89	2330.32	1945.63	1882.7	2294.08	1616.88	2573.72	2010.54	2696.01	2378.76	1459.47	2300.93	2158.74	1865.22	1610.13	1006.03	2239.85	1091.77	2590.75	1984.94	1760.96	2841.48	1288.47	2076.99	3231.28	2224.12	1291.66	2085.8	2204.04	1729.72	2282.59	1569.39	1547.51	2131.42	1638.35	2578.45	1190.64	1612.79	2142.81	2646.75	1031.79	2119.25	684.413	1787.37	2194.57	1859.69	1577.52	1201.82	1476.89	2560.99	1510.78	1911.84	1501.14	2026.72	2205.39
AKAP8L	695.652	1438.91	763.41	779.137	2606.6	1706.84	671.356	1098.66	1403.81	883.635	587.292	1147.14	1148.59	869.067	958.789	1053.57	952.945	795.968000000001	785.144	773.237	783.585	778.352	901.55	1189.19	884.909	1292.25	709.751	574.97	785.907	1092.95	1299.88	596.108	632.096	1002.38	649.302	810.649	641.211	1101.2	728.18	809.067	1244.31	1367.52	1332.93	1188.91	756.364	799.21	1057.7	754.327	865.371000000001	1786.93	658.419	869.716	1287.83	739.318	919.528	1120.68	1379.27	1725.07	764.292	796.604	674.172	1040.6	900.054	1220.57	853.754
TAF5L	362.984	365.601	397.227	338.648	252.83	324.422	353.555	418.164	333.517	445.495	445.179	283.859	268.887	411.804	353.618	298.402	360.632	393.574	392.712	415.806	241.67	300.603	378.295	383.499	327.959	396.373	375.214	450.286	452.461	383.402	323.932	334.271	510.409	305.263	323.721	172.103	370.99	440.896	374.407	452.31	330.488	737.016	441.39	388.909	369.091	557.812	378.361	409.375	461.832	218.118	451.203	326.85	574.013	450.312	396.228	340.184	323.718	316.482	418.034	340.755	460.595	451.482	339.602	322.504	362.96
R3HCC1L	1197.45	620.771	453.64	578.915	841.509	576.348	848.464999999999	765.109	671.135	977.147	529.786	886.328	674.225	548.563	357.032	827.538	622.126	892.156	1281.85	485.855	393.546	581.108	510.077	722.715	780.117	237.299	852.309	182.894	854.686	632.365	634.02	767.968	219.713	800.34	608.372	286.839	458.653	397.427	862.967	755.362	434.553	691.323	260.121	876.155	1539.09	319.797	441.967	1010.39	856.003	392.017	222.68	632.403	220.395	570.811	673.808	647.136	371.795	424.515	292.155	648.679	440.085	502.639	601.827	722.346	830.736000000001
PRPF19	1711.21	2461.47	1636.64	2304.29	2208.49	1531.04	2322.27	1955.24	1853.01	2068.82	1377.84	2400.37	2000.6	2163.31	2283.72	2729.79	2336.21	1976.27	1922.35	2233.95	1616.63	1949.18	1158.91	2360.76	2274.37	2207.36	2032.31	1469.16	1943.02	1177.59	2459.94	1110.79	1709.15	2262.14	1262.33	2465.32	1595.12	1939.23	2041.43	1877.59	2006.5	1839.58	2977.95	1683.55	1535.45	1842.64	1809.84	1937.6	1924.01	1377.45	1636.77	2104.97	3103.62	1775.32	1791.08	2341.5	2470.09	2129.5	1911.63	2188.3	2005.13	2413.32	2644.81	2176.51	2612.25
PCLO	818.508	625.47	765.413	71.6846	466.038	490.711	353.886	793.532	276.084	99.2908	210.196	721.719	373.232	166.173	376.003	320.019	354.167	326.368	1210.37	277.952	487.548	213.035	453.876	396.397	141.663	178.302	282.456	430.382	705.327	297.925	422.218	125.07	198.202	231.239	436.279	994.751	140.985	992.386	543.14	566.696	287.805	17.4228	485.801	820.333	319.091	678.511	220.984	444.849	355.309	1001.78	324.055	441.161	222.04	205.473	444.2	395.278	296.474	397.507	46.1677	554.34	405.752	181.08	117.679	242.01	563.385
DEXI	1490.63	2199.25	1398.64	2015.08	3407.55	2128.23	1526.77	1543.61	2295.23	1296.03	802.776	1515.13	2191.63	764.779	2712.84	2464.29	741.02	1688.96	904.275	1837	1099.96	612.403	1892.25	3595.09	2459.21	1920.68	1718.68	981.692	1354.01	2026.14	3885.79	1401.87	958.439	1379.29	1646.05	2191.23	2259.38	1018.7	1672.68	1623.37	2498.78	479.291	959.215	1080.59	2107.27	1108.29	3846.56	2317.62	1474.32	1760.55	878.007	1620.34	1470.94	1741.72	1677.93	2476.17	1390.49	3168.98	903.877	1295.47	1757.66	1997.97	3937.67	2009.73	1703.61
KLF15	247.706	30.0752	116.164	1663.08	492.453	447.213	169.163	206.142	520.171	133.438	718.169	461.271	400.923	189.094	805.884	705.357	645.474	1060.17	154.17	310.283	574.184	757.967	633.721	314.71	291.088	2033.87	235.697	856.258	401.888	957.261	1310.26	346.418	406.238	633.616	388.837	1031.87	326.254	134.841	286.546	77.0706	1950.81	12.1631	133.837	240.296	109.091	323.181	619.016	623.441	760.583	663.27	1116.15	545.04	360.746	34.0855	394.031	610.844	750	117.036	343.012	1176.23	135.994	466.91	203.654	905.432	606.941
ZCCHC4	249.302	199.248	215.304	178.47	329.245	207.975	169.825	210.715	230.139	122.406	208.543	235.94	163.339	203.992	214.371	184.68	360.632	203.717	336.09	190.84	205.542	228.539	175.194	174.122	212.009	166.503	223.532	214.44	157.114	189.212	226.337	243.392	114.312	234.295	268.372	160.48	277.451	229.171	151.76	172.624	302.033	273.834	192.447	321.627	170	313.593	120.656	186.747	261.624	419.885	214.433	251.222	418.86	176.668	223.382	230.87	159.722	257.618	250.316	257.736	230.521	298.417	170.339	228.857	254.249
SETD2	2367.37	1287.59	2880.06	1612.66	1293.4	1854.1	2199.78	2813.79	2343.23	1757.81	1491.2	1846.91	2114.98	2209.15	2197.97	1854.79	2380.39	1822.53	3659.15	1876.52	2263.07	2398.22	2379.46	2634.62	1208.5	1593.36	2212.13	1849.59	2713.42	2707.05	1409.93	1834.66	1380.96	2368.08	1608.37	839.145	1591.05	2029.42	2243.45	1544.55	1147.15	1535.18	3341.09	2875.42	1816.36	1751.27	851.148	2149.22	2812.63	4263.51	1956.36	2061.94	1546.6	1216.99	2657.51	1917.8	1701.92	1043.63	1350.77	2155.47	1349.68	1101.5	903.277999999999	1866.11	2447.24
SCAPER	794.575	493.421	1176.33	440.984	301.887	508.382	765.704	821.954	433.202	510.113	965.38	941.198	905.788999999999	867.157	800.952	656.015	729.526000000001	575.449	590.61	483.61	772.711	844.961	818.605	401.556	583.632	471.539	956.092	680.875	888.402	821.162	433.985	896.187	429.899	1106.28	856.744	415.073	414.37	512.161	759.797	786.399	612.195	267.916	1146.22	1150.83	663.636	802.595	462.295	651.983	1177.31	1051.57	698.625	591.112	60.307	428.228	884.738999999999	551.377	353.098	239.612	479.712	957.736	664.363	400.325	358.947	932.264	1161.47
HP1BP3	3702.83	2545.11	3526.64	2649.86	2321.7	2498.41	3466.69	3363.93	2961.45	2708.69	3432.54	3240.97	3029.2	3184.03	2315.97	2789	4155.89	3199.83	3323.06	2838.35	2711.68	3083.55	3657.36	2903.76	2162.3	2939.8	3727.43	3121.58	3147.34	4039	2167.85	5963.33	3719.14	3318.85	3725.58	1879.64	3657.48	2693.28	3333.39	2983.43	1921.14	2841.56	7560.73	3489.83	3018.18	3931.75	1629.51	2837.9	3689.45	3991.51	2980.41	3069.43	3436.4	3013.44	3932.99	2955.84	2712.61	2221.61	2805.77	3620	2547.32	2261.47	2191.83	3218.73	3844.9
COPS4	1016.35	639.568	964.026	607.094	371.698	664.25	963.668	754.329	743.336	805.884	991.820000000001	961.317	857.229	1139.91	725.827	929.511	982.04	799.328	1119.83	705.433	992.634	1035.31	1034.88	633.72	631.662	691.795	913.895	939.63	885.367	850.207	445.06	963.671	1010.06	1011.54	1114.42	897.637999999999	941.708	961.337	980.448	970.881	588.618	738.989	769.184	871.719	640	896.221	689.18	716.814	1046.84	1335.09	946.048	835.38	344.298	713.394	886.57	656.318	685.363	367.036	1021.82	1258.87	786.088	482.745	636.217	801.789	857.295
GPN3	814.12	224.624	580.485	243.233	291.509	628.002	640.569	506.044	601.807	312.057	539.701	993.873000000001	677.837	625.346	541.05	707.237	1069.68	642.655	776.174	494.387	725.71	856.159	825.969	301.382	458.464	353.982	668.694	426.627	487.862	710.373	647.171	390.507	308.52	859.083	440.465	749.156	210.574	458.638	695.898	332.694	362.195	476.332	352.266	686.137	440.909	627.75	234.754	518.651	824.774	728.668	387.285	555.906	309.211	299.088	622.54	557.936	377.671	303.324	456.628	872.076	240.776	457.166	313.272	611.864	665.722
SCAND1	737.136	2779.61	353.832	1586.95	4236.79	2519.26	1291.07	1126.76	1485.85	1449.44	484.839	1416	495.234	683.793	1703.97	1657.42	927.442	1231.96	1071.62	1365.07	675.903	751.651	841.861	2405.47	1975.03	1302.74	878.16	752.605	1204.99	1683.4	2916.08	842.65	1161.87	1182.34	573.488	1390.33	1236.33	950.395	1029.04	1373.67	934.959	865.879	922.659	998.891	1520.91	1002.26	2719.34	1630.16	945.524	1323.94	681.787	1776.38	3289.47	1948.15	1279.87	2181.9	1407.05	4860.8	753.111	1924.15	2130.87	1693.06	2830.74	2033.93	795.68
RSRC1	428.401	67.1992	501.707	130.515	74.5283	317.173	344.616	347.272	264.188	233.78	322.565	403.109	254.44	491.262	284.943	220.395	473.06	268.403	319.271	229.906	403.017	333.046	403.101	179.712	186.782	167.814	391.18	168.623	316.251	314.523	196.574	219.998	144.427	418.676	261.861	84.7394	187.076	166.482	392.712	153.095	90.2439	421.763	325.378	391.497	278.182	141.568	83.9344	244.647	497.224	216.631	207.56	297.729	155.702	191.071	381.214	267.599	185.363	58.8643	169.522	461.132	126.63	92.164	83.8259	279.889	342.068
THEM6	1850.82	2820.96	1548.85	1665.06	903.774	3869.96	1739.97	1976.81	2052.79	2197.53	839.131	1659.63	3191.33	2248.11	974.725	2375.94	2464.8	1872.94	1038.82	2556.35	1160.29	979.901999999999	1531.01	3777.38	3014.22	1217.52	2098.46	761.243	888.065	1765.15	1280.5	986.616	1217.48	2287.95	793.953	3880.01	2021.69	2205.96	1438.72	1545.95	4987.8	318.87	2642.9	1269.5	2825.45	954.879	2137.7	1791.63	1585.36	806.329	939.175	1671.19	185.855	1036.01	1667.31	2144.73	2603.63	2623.96	1547.7	898.491	2130.42	2542.02	3211.71	917.533	940.156
PLA1A	2122.46	44.6429	2164.72	247.188	1219.81	27.1862	367.789	925.188	466.021	3619.65	199.289	1901.42	146.082	205.52	1658.06	1823.78	734.555	585.11	19.6216	4555.46	1625.75	170.83	10266.3	2676.33	144.574	1360.87	402.965	519.388	1597.1	1379.25	524.658	241.593	1274.64	290.323	723.256	51.3686	20.3344	295.705	1082.29	104.272	380.894	23.6687	48.9426	267.652	43.6364	882.685	226.23	1237.1	598.89	531.36	446.048	1963.27	7.1272	1249.16	1761.79	1293.83	529.38	222.299	37.872	2877.74	237.655	338.205	426.652	677.627	412.535
POMP	1010.77	797.932	1725.43	2271.66	919.811	1256.46	985.186	769.356000000001	1075.62	1031.78	1723.54	1046.55	943.513999999999	1267.88	1320.37	1126.88	1108.48	1085.37	1057.6	1973.51	1562.61	1366.35	1753.49	771.728	1071.69	1470.99	926.06	1379.78	839.514	828.631	1264.58	1541.33	1368.36	925.297	1815.81	773.903	950.294	735.122	1753.22	1026.68	773.577	1335.31	1338.07	899.446	724.545	790.75	832.787	833.837	919.5	2115.41	1267.01	1459.52	1596.49	1614.98	855.809	952.776999999999	1205.66	1311.63	997.295	2366.04	1011.26	751.928	2274.05	1028.54	955.028
HIKESHI	426.007	387.688	287.405	392.535	365.094	227.458	328.064	269.52	258.445	271.08	366.521	449.931	466.74	501.576	316.814	536.654	184.986	368.791	535.669	299.506	238.513	364.054	205.426	214.966	328.445	365.782	331.876	327.105	327.04	217.427	608.41	200.202	215.411	454.329	273.488	600.675	400.813	337.991	450.953	372.45	519.919	378.699	212.689	324.954	429.091	263.395	357.377	307.439	294.934	230.38	291.753	403.347	803.18	485.358	299.918	344.556	533.654	490.305	273.039	390.943	348.679	311.815	411.607	351.966	321.884
CWC15	1005.58	1003.29	953.343999999999	1357.56	2063.21	869.959	976.247999999999	1028.75	884.455	807.985	941.254	973.388	923.849	1104	1114.73	1074.25	915.948	1009.77	1171.41	1062.86	847.422	785.53	459.302	545.154	1266.23	1189.56	921.878	811.942	925.152	536.1	2184.46	743.223	610.893	1433.28	900	1128.98	1125.62	804.022	981.113	891.02	991.056999999999	514.465	772.205	1163.4	850	899.605	702.295	775.122	1081.19	712.319	768.385	1382.16	1810.31	1064.33	947.725	1171.4	1599.89	2490.3	981.064	1445.28	1096.87	1127.89	1353.57	1228.99	1129.96
UFC1	811.727	857.613	754.731	1976.52	900.943	856.819000000001	887.197	564.848	813.895	708.694	877.799	954.367	542.189	762.487	580.51	794.173	868.175	797.648	666.854	873.372	1427.92	1313.52	650.388	611.793	739.364	1761.61	723.817	1409.82	647.337	668.88	1182.9	1585.42	1552.43	955.518	1194.42	596.55	962.946	1019.29	810.716	1007.85	930.488	1954.31	889.728	687.246	660	882.685	975.738	813.45	709.577	1229.19	1266.67	1120.94	1040.02	1152.66	764.259	803.673	950.855000000001	1120.5	1143.01	938.113	1218.59	993.098	1150.46	862.817	914.66
OSER1	1333.47	889.568	869.893	1148.93	1885.85	1571.36	851.775	1247.3	1355.4	958.76	1087.66	1421.49	686.265	475.599	1674.37	1287.12	1647.27	974.483	1113.66	911.989	706.068	724.375	924.806	880.93	995.037	579.919	939.365	596.376	1536.41	1296.68	1495.76	851.648	381.348	1213.58	681.395	1484.81	967.013000000001	764.693	1147.18	771.055	830.488	1031.56	1057.4	1266.91	922.727	1269.6	943.607	864.826	1379.25	1624.18	442.955	1120.5	976.974	1056.17	1022.8	1233.49	1338.14	896.122	1526.06	1244.15	1243.12	1414.13	1243.95	1467.32	1128.19
SIRT7	120.862	298.402	120.169	228.896	324.528	223.38	143.011	206.142	217.011	161.807	203.916	160.22	375.64	196.734	143.42	198.308	468.391	134.832	143.238	190.391	231.849	207.58	130.233	196.049	246.94	367.53	113.667	219.322	140.256	171.784	229.105	168.26	265.192	151.104	137.209	134.608	173.52	178.014	113.487	204.708	265.447	261.67	197.885	171.904	173.636	159.053	293.115	172.476	135.67	112.217	205.842	163.425	527.412	208.833	154.903	203.323	204.594	362.881	163.39	126.793	229.183	336.581	282.106	203.078	173.867
LUC7L3	839.648999999999	963.346	722.686	1241.87	2125.47	927.957	556.484	958.184	1140.03	835.829	1376.52	854.87	916.625	979.849000000001	970.552000000001	714.286	1195.4	804.368	936.51	899.416	1005.26	1306.92	694.186	749.371	783.998	1932.48	759.551	937.376999999999	1096.09	790.871	1422.39	574.963	1346.85	1139.22	1042.79	1023.25	817.442	849.264	778.101	1035.75	1069.92	1449.71	2113.6	1361.92	808.182	953.187	838.033	843.215	1152.32	984.316	1218.21	952.298	2646.93	1045.61	983.613	959.335	981.303	1261.77	1242.92	823.774	1121.39	946.813	836.647	857.03	1008.5
RTEL1	251.56	940.113	245.793	328.607	737.849	444.558	278.067	314.864	481.929	307.26	168.206	325.483	127.372	157.185	370.38	405.399	284.339	389.726	247.12	410.072	192.529	330.439	271.76	724.973	332.374	254.378	246.276	219.168	285.691	373.332	551.113	275.623	295.62	329.148	240.87	403.318	267.402	518.412	383.885	514.71	293.033	383.285	421.731	381.652	323.018	279.594	386.807	380.54	282.255	707.682	214.45	301.445	1774	413.701	283.973	340.905	695.636	503.989	274.413	258.679	362.791	512.347	501.746	355.881	385.294
CDK12	827.683	541.823	941.995000000001	542.331	469.811	422.746	749.814	693.237	545.605	802.207	1553	716.598	613.625	798.013999999999	580.51	375.47	1190.01	526.725	1061.25	518.186	1092.95	1605.51	994.961	473.785	500.187	444.444	669.835	927.612	811.531	693.361	350.926	704.983	1120.38	678.098	973.953	439.82	474.469	1128.41	869.956	898.343000000001	540.244	1429.33	1040.48	895.009	480.909	892.273000000001	493.771	769.821	965.649	930.065	929.897	600.674	666.118	554.009	892.063	497.595	355.235	334.488	1097.93	720.377	859.213	444.986	493.82	619.229	689.448
CHIC1	724.771	456.297	1035.79	580.398	843.396	490.258	714.723	737.667	653.906	607.828	1215.57	1033.74	634.494	715.881999999999	668.535	515.038	765.086	780.846	1231.39	578.356	1217.82	649.153	854.263999999999	584.277	656.889	462.799	1097.89	523.143	899.191	675.519	775.913	529.074	537.451	826.825	1205.12	811.399	495.255	1003.03	750.146	932.52	461.789	226.496	425.982	1063.96	619.091	825.155	550.82	821.197	889.313	958.677	670.447	813.648	207.237	504.081	894.26	844.775	433.226	475.069	1319.75	932.076	484.673	475.437	501.343	736.025	998.938
SETD4	408.456	257.049	237.335	649.116	986.793	487.993	424.729	298.595	655.136	272.656	404.197	274.348	807.465	493.172	523.597	672.462	462.644	324.268	345.901	691.513	238.513	163.939	525.969	508.609	411.405	411.231	661.851	302.319	476.736	387.552	219.415	516.927	409.618	502.886	332.093	653.168	431.541	252.828	321.824	453.008	358.537	157.791	221.148	393.715	583.636	232.375	577.049	340.874	521.166	749.849	344.33	272.085	427.083	530.005	292.227	671.185	550.214	491.69	244.184	224.906	434.288	323.183	458.893	185.19	450.779
RBM27	899.88	358.083	1365.26	435.051	606.604	679.656	909.046	605.031	983.73	729.708	1283.32	989.483	907.394	1292.71	792.984	633.459	1210.13	833.351000000001	1477.22	810.507	1082.08	1049.67	1268.22	297.083	480.781	498.634	934.423	701.53	700.607	902.49	503.893	723.428	483.675	957.216	728.837	781.027	664.257	812.597	1332.56	787.097	825.203	941.816	1110.88	1238.82	384.546	1292.72	213.115	988.372	1422.62	1652.05	736.082	890.579	683.114	402.304	1140.71	800.612	500.534	380.194	648.873	1048.3	572.511	670.727	632.993	805.471	1079.32
ZNHIT6	241.324	138.628	264.039	109.752	203.774	154.508	178.101	208.102	153.836	163.909	316.616	236.305	166.951	229.969	201.092	149.906	216.595	180.195	221.163	182.308	201.684	241.171	218.605	134.999	193.089	260.461	229.994	305.699	238.705	189.212	157.121	167.36	276.254	217.317	196.279	217.848	194.758	270.866	180.381	191.107	162.602	857.661	306.042	222.551	132.727	236.323	160.656	168.806	217.21	323.646	315.12	251.657	453.399	182.909	181.269	188.019	136.218	172.438	248.873	240.377	190.837	158.344	156.368	157.832	216.714
CWC25	227.762	215.226	209.295	303.053	312.264	214.771	212.199	233.584	296.186	230.102	490.457	214.358	258.854	232.261	263.316	241.071	309.986	195.737	216.959	223.619	336.724	406.259	241.085	163.374	187.267	837.321	191.599	685.006	270.398	207.054	224.952	379.71	404.702	209.847	254.419	290.589	150.926	213.499	231.3	203.662	280.081	442.144	297.583	232.532	195.454	214.326	216.393	219.774	228.314	222.577	784.88	212.974	257.127	294.287	234.368	250.109	191.239	211.219	298.647	186.415	300.97	239.139	198.818	182.033	219.193
NCAPG2	708.815	122.65	283.4	134.47	105.66	127.775	213.192	205.815	226.447	98.2401	213.501	200.457	283.335	649.795	269.766	242.011	559.986	168.014	387.666	118.545	372.852	431.237	261.628	180.141	102.366	100.513	227.713	195.287	195.887	259.751	112.822	187.605	87.2705	269.27	215.814	145.107	95.3457	208.176	285.548	95.5536	578.862	684.748	1702.72	278.743	110	168.077	209.18	188.786	437.196	462.989	184.192	166.468	504.934	117.619	398.791	151.727	416.667	65.097	135.618	224.528	234.534	125.051	156.905	310.404	291.785
SSH3	968.886999999999	2927.16	1307.51	1078.73	1955.66	627.549	1448.65	1767.4	1073.98	1448.38	575.725	1170.55	584.73	702.894	1123.84	1707.24	641.164	1116.87	1379.96	1574.76	878.99	665.518	637.597	2946.75	1216.75	544.084	876.639	400.714	1838.5	870.125	1481.92	914.633	387.801	429.542	924.186	488.189	987.799	1519.92	840.336	2334.79	1654.07	951.678	754.381	877.634	1671.82	890.016999999999	2642.62	1730.47	839.001	501.633	373.196	1444.31	802.083	1822.37	1490.07	1608.22	1974.89	2601.8	689.63	1015.47	1970.79	2046.29	2692.1	1410.5	1309.84
FAM174C	865.975	1663.06	645.911	958.596	2388.68	1355.69	866.672	1107.15	1063.72	1027.58	391.638	893.644	1110.06	1038.68	1389.81	1252.35	1363.86	974.903	773.651000000001	1305.34	717.291999999999	758.254	637.985	1729.62	1570.91	646.346	696.446	430.382	696.898	908.714	3015.75	586.211	497.503	786.418	462.791	1213.72	717.126	687.81	818.704	833.13	864.228	149.573	874.32	859.519	900	719.12	2024.26	1127.41	732.477	617.938	474.57	1093.99	2078.4	1015.84	810.034	1191.52	2020.83	2089.34	489.089	994.34	731.245	1574.91	1990.33	1362.62	855.878
FBXO34	1684.88	1412.12	2337.96	1217.65	1565.09	1720.89	1570.8	2363.61	1588.41	1656.95	2195.16	1024.23	1517.41	1283.55	2035.58	1069.08	1575.07	1237.43	1614.58	1852.27	1299.19	502.153	1703.1	1505.19	1408.38	710.587	1282.27	616.656	2707.01	1573.86	987.021999999999	1619.62	423.754	1238.71	1218.14	2163.1	1194.76	2268.06	1499.63	1614.3	1640.65	396.122	1516.92	2514.97	878.182	2536.94	854.426	986.333	1717.9	2469.89	675.945	1284.36	432.017	874.7	1502.88	1212.07	979.167	1488.23	3075.2	1263.77	1835.69	1997.56	1062.33	1280.55	1567.99
NCBP3	349.82	574.718	429.272	322.828	217.924	221.568	328.726	426.005	263.778	368.794	715.195	338.363	374.436	524.878	298.602	265.038	363.506	352.41	497.547	273.462	441.599	541.2	350.388	323.739	389.088	500.819	336.818	594.498	466.959	263.486	152.968	287.932	581.394	328.014	635.349	195.351	213.737	487.913	399.035	533.217	455.691	411.243	711.178	469.501	369.091	573.04	336.393	373.086	367.453	510.551	574.57	335.543	535.088	385.982	368.031	287.713	298.077	404.432	396.754	262.642	465.5	379.618	327.781	250.954	288.952
MAML3	878.74	265.507	648.247	712.396	482.075	621.205	376.728	949.69	932.041	625.689	318.929	956.926999999999	588.341	278.101	449.99	553.571	378.951	649.375	748.704	554.109	502.28	354.866	820.155	803.973	829.117	242.106	937.845	258.38	766.352	731.535	577.955	870.543	226.473	897.453	778.139	238.095	926.344	497.967	656.627	512.642	337.398	45.6937	688.52	394.824	1167.27	1285.39	577.049	1147.8	1126.65	716.778	253.265	754.537	200.11	535.286	710.061	1054.66	494.124	376.039	520.83	478.113	314.346	598.457	718.968	834.934	850.212
ZNF821	214.998	528.196	288.35	260.536	518.868	262.125	205.247	484.94	243.676	360.389	123.07	317.827	161.332	99.7039	230.307	326.917	58.908	221.623	380.331	200.269	86.6503	122.148	131.395	526.237	220.897	349.175	159.088	176.885	429.963	383.402	370.306	137.667	288.238	167.946	187.907	449.891	189.336	364.013	134.121	172.624	644.199	55.2269	99.3958	188.385	285.454	333.818	540.02	215.289	274.303	216.066	177.151	242.964	160.088	325.286	303.481	269.786	170.94	535.319	203.787	288.679	505.041	403.545	246.104	434.565	239.023
BMP2K	818.109	329.417	408.91	363.861	219.811	251.019	628.983	297.932	422.126	292.619	991.49	552.355	234.373	632.222	335.406	267.857	321.48	446.918	620.322	246.071	561.557	316.681	878.295	209.377	375.504	131.542	402.205	356.399	383.345	361.826	290.708	349.567	338.941	305.942	418.605	176.228	501.582	792.489	807.388	1229.99	282.52	230.77	757.704	375.601	320	416.808	474.754	903.154	521.166	375.668	316.495	575.899	658.991	534.326	578.229	458.242	139.957	250.692	496.664	389.434	397.28	366.626	341.214	328.818	701.841
PRPF40A	1055.44	733.083	1335.88	1001.61	962.264	764.838999999999	1016.63	1115	801.178	1029.16	2504.17	1166.16	991.673	1296.53	951.201	679.981	1463.72	818.65	1742.4	976.201	1871.62	1827.45	1304.65	644.468	965.928	1072.87	1053.03	1680.59	1300.74	1036.93	729.538	1595.77	1418.76	1162.99	1468.84	1241.09	1209.22	1417.02	1192.11	1294.16	922.764	4534.85	943.505	1337.89	677.273	1261.14	660.328	923.949	1435.46	1525.71	1634.02	1114.85	1325.11	1059.05	1217.25	844.775	696.047	769.391	2649.23	1277.36	1128.08	684.531	802.794	862.291	1074.01
ZNF446	224.695	482.293	154.581	238.319	500.66	521.169	215.142	292.261	485.851	223.42	129.733	277.831	206.12	181.599	358.736	327.157	251.703	254.361	116.802	241.239	187.766	190.876	243.767	463.66	343.082	327.455	214.149	188.854	224.508	426.091	528.168	152.964	228.44	266.92	57.0651	279.036	285.368	261.77	210.686	258.591	267.959	581.885	239.964	260.31	251.418	206.503	279.128	277.429	261.149	243.478	231.938	277.183	510.526	178.833	217.475	346.38	387.537	466.773	124.804	266.94	155.434	457.84	285.352	382.896	279.653
PPP4R3A	1289.59	1389.57	1508.46	863.181	1616.04	1358.86	1285.77	1289.45	1426.78	1484.11	1610.51	999.36	1297.08	1515.81	1295.71	1078.01	352.371	1105.53	1453.96	1301.3	1073.66	776.055	1478.29	1352.57	1225	1738.01	1295.57	1729.42	1722.18	1204.98	1267.35	1021.71	1512.79	1313.07	1312.09	1375.33	1587.89	1704.44	1236.38	1483.87	1864.63	965.156000000001	1759.82	1704.25	967.273	1501.41	1287.21	1210.59	1399.72	1786.56	1902.75	1311.75	1081.14	1184.35	1269.61	1145.61	1126.07	1580.33	2308.39	1228.3	1709.95	1508.73	1228.91	1091.67	1475.21
