TCGA-02-0047-01	TCGA-02-0055-01	TCGA-02-2483-01	TCGA-02-2485-01	TCGA-02-2486-01	TCGA-06-0125-01	TCGA-06-0125-02	TCGA-06-0129-01	TCGA-06-0130-01	TCGA-06-0132-01	TCGA-06-0138-01	TCGA-06-0141-01	TCGA-06-0157-01	TCGA-06-0158-01	TCGA-06-0168-01	TCGA-06-0171-02	TCGA-06-0174-01	TCGA-06-0178-01	TCGA-06-0184-01	TCGA-06-0187-01	TCGA-06-0190-01	TCGA-06-0190-02	TCGA-06-0210-01	TCGA-06-0210-02	TCGA-06-0211-01	TCGA-06-0211-02	TCGA-06-0219-01	TCGA-06-0221-02	TCGA-06-0238-01	TCGA-06-0644-01	TCGA-06-0645-01	TCGA-06-0646-01	TCGA-06-0649-01	TCGA-06-0686-01	TCGA-06-0743-01	TCGA-06-0744-01	TCGA-06-0745-01	TCGA-06-0747-01	TCGA-06-0749-01	TCGA-06-0750-01	TCGA-06-0878-01	TCGA-06-0882-01	TCGA-06-1804-01	TCGA-06-2557-01	TCGA-06-2558-01	TCGA-06-2559-01	TCGA-06-2561-01	TCGA-06-2562-01	TCGA-06-2563-01	TCGA-06-2564-01	TCGA-06-2565-01	TCGA-06-2567-01	TCGA-06-2569-01	TCGA-06-2570-01	TCGA-06-5408-01	TCGA-06-5410-01	TCGA-06-5411-01	TCGA-06-5412-01	TCGA-06-5413-01	TCGA-06-5414-01	TCGA-06-5415-01	TCGA-06-5416-01	TCGA-06-5417-01	TCGA-06-5418-01	TCGA-06-5856-01	TCGA-06-5858-01	TCGA-06-5859-01	TCGA-08-0386-01	TCGA-12-0616-01	TCGA-12-0618-01	TCGA-12-0619-01	TCGA-12-0821-01	TCGA-12-1597-01	TCGA-12-3650-01	TCGA-12-3652-01	TCGA-12-3653-01	TCGA-12-5295-01	TCGA-12-5299-01	TCGA-14-0781-01	TCGA-14-0787-01	TCGA-14-0789-01	TCGA-14-0790-01	TCGA-14-0817-01	TCGA-14-0871-01	TCGA-14-1034-01	TCGA-14-1034-02	TCGA-14-1823-01	TCGA-14-1825-01	TCGA-14-1829-01	TCGA-14-2554-01	TCGA-15-0742-01	TCGA-15-1444-01	TCGA-16-0846-01	TCGA-16-1045-01	TCGA-19-1390-01	TCGA-19-1787-01	TCGA-19-2619-01	TCGA-19-2620-01	TCGA-19-2624-01	TCGA-19-2625-01	TCGA-19-2629-01	TCGA-19-4065-01	TCGA-19-5960-01	TCGA-26-1442-01	TCGA-26-5132-01	TCGA-26-5133-01	TCGA-26-5134-01	TCGA-26-5135-01	TCGA-26-5136-01	TCGA-26-5139-01	TCGA-27-1830-01	TCGA-27-1831-01	TCGA-27-1832-01	TCGA-27-1834-01	TCGA-27-1835-01	TCGA-27-1837-01	TCGA-27-2519-01	TCGA-27-2521-01	TCGA-27-2523-01	TCGA-27-2524-01	TCGA-27-2526-01	TCGA-27-2528-01	TCGA-28-1747-01	TCGA-28-1753-01	TCGA-28-2499-01	TCGA-28-2509-01	TCGA-28-2510-01	TCGA-28-2513-01	TCGA-28-2514-01	TCGA-28-5204-01	TCGA-28-5207-01	TCGA-28-5208-01	TCGA-28-5209-01	TCGA-28-5213-01	TCGA-28-5215-01	TCGA-28-5216-01	TCGA-28-5218-01	TCGA-28-5220-01	TCGA-32-1970-01	TCGA-32-1980-01	TCGA-32-1982-01	TCGA-32-2615-01	TCGA-32-2616-01	TCGA-32-2632-01	TCGA-32-2634-01	TCGA-32-2638-01	TCGA-32-4213-01	TCGA-32-5222-01	TCGA-41-2571-01	TCGA-41-2572-01	TCGA-41-3915-01	TCGA-41-4097-01	TCGA-41-5651-01	TCGA-76-4925-01	TCGA-76-4926-01	TCGA-76-4927-01	TCGA-76-4928-01	TCGA-76-4929-01	TCGA-76-4931-01	TCGA-76-4932-01
DRP2	519.377	197.898	125.383	170	123.781	43.186	45.7737	533.191	64.4662	291.315	236.351	159.138	265.378	122.427	215.596	101.26	311.649	149.913	29.4262	150.136	70.0207	26.0534	159.729	103.448	63.5786	56.5635	134.399	715.789	215.11	117.008	81.5473	397.368	393.198	227.525	175.411	178.771	200.255	46.7385	300.341	229.164	184.427	201.338	294.368	156.993	361.616	356.243	452.394	276.758	95.3392	246.042	274.235	306.45	163.304	629.994	304.362	61.8768	376.151	191.309	273.753	90.2315	145.548	184.661	330.153	197.026	147.291	252.963	238.44	196.002	261.357	416.732	63.8395	245.535	240.027	209.76	44.9871	3.6258	94.0116	62.4465	198.81	222.061	417.562	201.365	70.8717	73.4824	171.42	94.9535	26.2566	269.231	65.6575	405.979	30	588.103	200	305.919	501.476	115.418	559.801	201.465	540.072	209.476	281.374	91.6974	402.568	1063.97	130.219	211.688	325.82	362.025	102.564	207.408	281.25	31.3596	223.1	462.604	290.69	230.317	241.119	189.448	44.4444	65.8781	235.955	23.7982	166.117	175.777	7.5331	95.1904	633.276	96.0764	594.338	231.958	375.321	98.1801	109.973	103.542	304.637	163.878	10.3109	645.512	340.842	298.698	94.6346	47.5162	94.1893	89.5275	302.84	101.022	127.273	72.901	146.613	22.5767	209.486	382.195	396.77	89.1556	505.65	53.8153	149.43	686.767	348.235	30.8458
TSC22D3	3361.5	19198.3	2208.76	2448.57	3956.71	1467.92	2768.27	1560.43	2144.4	4405.91	4061.51	5877.31	1259.7	1501.71	2956.42	2752.35	2153.81	2441.67	4266.31	2649.55	4301.59	4778.86	2489.84	1552.21	1842.87	1466.92	2406.13	1005.01	3369.09	2019.32	2545.74	1266.36	3216.84	1730.3	1618.44	1700.21	4014.43	1650.37	3590.44	1845.86	1666.2	2376.63	938.846	1953.28	1343.43	2263.9	3270.42	1015.67	1624.07	2301.59	1223.64	816.491	6784.66	1816.15	2250.25	6445.41	3796.96	5957.07	2444.97	3399.37	2247.72	1519.73	2400.76	2570.77	1913.82	3100.27	3575.26	1801.03	3051.43	2970.54	3388.05	4051.57	4918.19	4913.53	5079.69	2234.95	11280.1	2478.61	1847.3	1350.51	2293.11	2864.85	3007.8	3255.59	2958.2	4762.28	2640.66	2750.84	5635.6	5620.06	1940.53	3198.74	2693.41	4047.35	1254.91	2087.42	3489.2	2880.04	2505.21	2403.08	6056.19	5083.74	1954.61	1782.91	2649.4	2081.77	1809.43	1241.14	535.445	1901.24	4528.12	2535.18	7019.53	949.03	1740.79	1024.68	1963.4	2499.39	744.149	1246.89	2922.47	4516.9	2333.46	3053.59	1809.96	6071.64	3384	5855.89	3614.86	3121.97	5481.3	2043.1	1608.19	5232.97	2704.25	1900.99	5632.35	7097.77	2842.8	2813.49	6668.36	2104.97	886.336	3329.65	1571.96	1610.06	2697.9	4325.79	3136.58	3124.13	2432.81	4170.38	3187.57	1360.48	5342.28	1949.4	2417.62	2157.45	1262.12	4014.43
E2F3	556.256	509.04	1076.1	437.143	251.22	701.161	473.862	953.48	707.066	427.021	371.113	468.686	629.849	495.871	330.275	531.042	901.664	439.746	334.968	402.043	629.635	762.756	518.877	470.131	497.275	472.786	324.906	1030.08	1274.51	451.781	441.715	667.298	305.749	1266.37	251.192	508.228	291.897	369.824	202.503	302.278	631.714	583.363	663.365	505.451	929.293	859.916	291.831	725.929	399.292	519.288	464.711	606.524	968.024	858.288	554.832	418.307	569.521	482.247	703.198	402.903	437.5	516.754	574.428	508.199	429.357	893.801	605.683	721.416	609.267	731.343	1112.18	446.127	405.003	526.541	176.735	420.595	265.293	412.746	513.634	442.671	350.6	481.229	331.113	1028.75	669.986	884.462000000001	315.829	1775.92	353.821	262.777	458.947	692.204	756.447	518.38	705.811	716.193	667.359	399.267	1001.34	2737.01	794.589	457.061	712.059	549.554	608.496	904.941	1018.44	303.165	1634.99	501.519	764.583	251.702	417.749	458.726	610.181	502.938	550.592	790.836	635.202	336.577	224.719	392.67	638.085	847.803	313.881	464.429	420.841	314.486	339.556	537.087	521.669	642.241	667.409	279.292	1743.8	872.391	857.097	176.672	590.108	344.325	278.834	468.683	853.958999999999	513.402	1070.01	392.689	481.119	379.588	674.186	327.667	563.241	314.659	1006.25	734.676	387.476	518.072	451.358	613.065	554.823	413.93
EPHA2	279.05	1169.45	312.823	866.667	144.512	589.529	344.863	46.5615	841.671000000001	107.358	205.943	156.058	286.647	281.405	103.211	363.345	180.535	56.1215	202.06	583.416	399.724	855.883	535.334	675.571	268.846	597.119	88.077	108.772	83.045	2650.33	434.919	288.493	165.182	283.019	202.438	358.082	218.074	262.28	86.4619	372.664	1036.6	424.264	128.066	243.796	394.95	209.339	188.169	552.172	2442.95	585.699	426.02	272.447	436.106	227.808	965.654	211.199	153.775	386.327	214.487	298.156	487.443	114.669	89.6947	107.198	378.816	224.704	89.5822	265.448	159.53	84.0534	398.085	325.961	99.3915	233.733	253.213	683.104	141.017	1232.68	625.186	275.762	638.661	434.13	218.285	875.399	176.852	115.538	263.316	157.191	68.5756	181.774	491.579	161.785	128.367	365.109	78.5591	171.835	417.774	336.081	268.18	267.35	86.1602	205.25	168.73	165.181	349.994	148.483	125	784.177	200.603	927.668999999999	145.312	361.461	330.134	141.274	457.468	356.052	111.41	114.55	141.2	280.281	605.618	490.719	193.966	375.134	561.973	313.126	246.402	291.81	264.918	678.452	328.878	803.64	305.432	175.749	200.362	182.01	302.239	68.0389	208.619	183.57	339.671	401.296	150.114	666.482	223.805	295.598	464.336	553.042	140.136	590.655	195.652	372.985	134.695	564.081	90.3955	426.506	1703.33	133.445	378.824	222.388
NR2F6	256.923	407.568	573.72	411.905	372.561	619.678	469.701	227.863	432.697	287.093	346.234	319.815	504.653	478.697	518.349	340.894	437.721	303.671	446.788	426.73	646.726	823.178	491.772	389.51	587.193	613.661	242.049	328.321	289.504	536.751	451.124	314.583	364.049	520.533	788.553	746.949	623.25	805.899	458.476	596.917	386.872	451.015	458.828	272.454	226.263	286.464	356.62	415.584	550.797	300.051	383.503	269.897	292.625	323.497	476.201	344.158	267.956	288.288	241.769	476.658	439.212	456.441	209.924	366.261	337.902	352.325	291.922	502.57	421.735	342.498	424.077	433.826	442.867	449.486	715.938	611.312	287.186	388.366	524.046	336.72	586.229	546.758	378.738	722.045	315.075	302.125	276.069	217.391	183.111	432.498	656.316	233.439	368.481	270.405	652.081	490.525	371.678	326.923	305.312	697.569	654.318	315.952	348.005	299.948	553.31	563.331	584.016	537.975	244.344	588.789	361.979	193.934	527.492	264.266	424.648	339.601	163.079	574.072	436.185	849.229	325.843	528.796	228.167	371.918	369.124	420.842	313.184	568.701	361.21	291.69	217.632	507.184	590.828	227.52	277.06	336.822	769.454	255.575	508.325	365.017	299.113	411.663	500.381	491.296	419.113	478.774	453.147	285.571	392.735	857.915	486.166	570.99	489.41	525.932	296.61	521.285	595.53	249.581	366.118	465.174
MECOM	167.799	133.987	214.881	467.143	224.39	482.379	557.087	100.128	412.068	164.053	530.062	164.271	422.961	289.332	165.138	253.837	194.655	54.5839	220.696	207.571	164.852	183.483	158.761	302.088	402.816	234.792	300.767	89.7243	141.869	167.154	361.736	129.446	320.648	204.218	567.568	277.068	187.526	136.585	196.815	202.974	138.85	211.663	467.58	376.285	305.05	262.329	122.817	299.597	351.622	292.849	436.224	140.261	228.437	226.837	133.849	161.084	123.389	536.831	211.195	178.501	250.856	36.4855	188.931	85.3616	610.342	116.682	99.8329	314.791	129.83	110.369	127.223	578.12	67.6133	142.98	88.6889	157.36	129.427	84.2601	626.178	99.4194	331.649	706.485	191.07	555.91	121.925	20.5843	249.062	143.813	197.702	173.578	110.526	232.087	111.748	306.542	222.245	174.849	382.475	182.234	207.53	46.0949	259.729	115.453	253.095	149.974	214.45	166.541	225.41	225.316	197.587	186.441	225.521	174.954	405.555	191.69	449.431	101.058	143.703	86.3531	91.6421	89.8338	87.0787	196.573	233.541	312.969	195.36	128.256	154.289	423.691	260.772	201.097	525.449	205.939	518.255	104.905	158.136	83.6826	173.353	558.033	202.742	205.322	611.745	96.7603	47.8305	173.529	256.483	399.371	191.608	402.715	29.4404	209.902	146.904	227.168	276.703	61.2945	239.642	128.514	175.285	204.913	98.3529	281.094
FLT4	331.909	34.1976	456.781	310.476	34.1463	412.711	137.321	112.077	158.329	179.131	391.845	239.733	484.351	339.095	247.706	219.931	367.625	108.399	306.032	341.585	253.618	224.503	54.6951	427.392	415.531	351.121	67.8519	94.2356	113.61	174.119	395.714	344.687	214.413	520.533	392.687	560.077	390.751	269.994	113.197	349.202	210.925	296.14	3361.05	171.945	652.02	371.983	170.704	417.824	560.236	455.677	585.884	257.571	220.413	622.222	205.853	286.372	216.39	581.346	273.753	367.987	283.105	119.136	106.87	113.65	453.906	289.426	85.571	474.243	122.193	123.724	253.534	353.4	114.942	336.473	84.8329	254.532	130.715	82.5492	586.019	151.669	231.207	267.577	196.173	182.109	217.897	13.2802	45.0113	324.415	72.9528	197.203	286.842	329.878	158.166	420.561	129.439	201.981	552.326	220.696	489.324	100.897	238.502	106.901	43.558	312.008	443.907	344.62	122.951	1129.11	336.35	201.741	539.062	76.7485	142.712	219.945	952.445	462.985	237.89	317.656	213.963	194.64	144.944	389.338	133.382	506.967	174.769	51.1022	260.219	438.61	441.837	359.883	569.731	356.322	277.382	133.515	300.759	138.076	519.414	71.4694	363.859	404.808	1512.46	215.551	189.482	368.61	321.459	488.994	488.112	174.962	121.883	405.771	389.987	277.82	368.124	120.446	100.753	371.084	315.075	166.946	296	211.443
GAS1	251.391	2251.44	3192.4	1774.29	97.561	3227.13	1421.59	747.456	621.454	134.499	725.639	141.17	1333.17	870.197	435.78	191.065	1076.65	410.532	1434.04	2366.91	1109.3	1046.02	96.3214	303.545	1132.15	636.606	495.841	744.361	234.717	313.879	609.514	516.278	431.417	302.997	2226.29	3058.01	503.182	5395.8	253.697	464.33	345.535	474.95	488.31	1001.35	361.616	833.158	326.761	1116.88	2927.2	593.7	3016.58	363.404	2012.51	1004.49	965.654	121.197	234.346	348.172	1225.78	418.203	3506.28	208.488	1024.81	215.885	1696.25	148.131	542.841	516.733	192.624	411.233	243.046	264.459	1389.45	1726.88	969.794	2192.89	213.78	933.704	108.081	564.586	1073.28	4288.74	2480.51	1492.01	507.017	1998.67	327.082	229.097	817.071	1413.69	1865.79	314.556	343.839	469.782	216.139	152.455	1343.44	1130.95	462.094	85.5316	821.228	1192.54	3806.97	145.254	625.439	1230.5	825.82	494.304	378.582	1120.34	347.396	639.571	552.783	226.039	923.644	222.092	219.591	578.918	623.402	1886.51	558.427	1729.65	1080.25	747.053	390.719	320.14	122.049	440.4	2397.62	1543.07	826.245	1863.51	4639.8	284.741	473.545	338.217	415.66	134.934	3311.46	361.834	1752.43	1224.19	807.968	541.586	210.126	2841.98	225.175	2718.45	320.901	1092.83	401.844	219.494	2287.98	1281.18	409.134	375.904	593.777	413.177	1261.18	1952.74
GNAQ	2574.14	1611.77	1483.9	2723.33	1575	1791	2642.39	1294.66	1652.4	2618.21	1689.01	1572.9	2458.49	2542.77	2144.5	2635.97	2063.04	741.88	1820.01	1921.54	1877.33	1728.4	994.192	1491.5	1964.12	1905.02	1599.09	3576.44	1796.42	1672.47	1503.92	2231.69	2034.01	1170.92	1360.36	1596.52	1173.1	1731.59	1591.58	1593.78	2066.85	2846.42	2436.02	1557.47	2077.27	2280.69	2366.2	2921.18	2919.17	2656.85	3584.61	2265.86	1781.24	1937.58	3050.69	2048.07	2268.42	1700.05	2015.99	2072.19	2115.58	1962.03	1979.01	1825.85	2044.26	2644.03	1998.89	2198.52	1334.79	3692.07	2067.94	1134.95	1692.36	1610.45	1130.46	1633.07	1189.31	2097.09	1757.06	1886.07	2670.25	2242.32	1308.01	594.249	2602.69	3739.71	1368.34	1648.83	1433.52	2094.02	2052.63	2517.35	2138.68	1937.07	1639.56	1926.36	2113.37	2076.92	1913.15	1688.1	1713.22	2861.62	2922.51	2499.21	1596.03	1096.56	1676.23	1503.8	2177.98	1871.21	2043.75	2396.53	2195.78	2857.62	1872.74	2015.28	2661.46	960.018	2363.42	1206.77	1317.98	2034.27	2560.16	2202.57	1248.49	1599.2	2823.26	1617.78	4084.35	1344.96	2694.75	1619.25	2451.91	1254.77	2364.28	1589.97	1098.12	1082.33	2373.65	2427.79	1752.43	1562.42	1927.94	1823.16	1801.46	2126.97	1241.96	2154.35	1340.72	866.457	2065.88	2459.71	2021.03	1461.21	2868.17	1441.77	2089.4	1822.45	1857.41	1504.48
GRK5	487.415	228.732	310.29	208.095	313.415	246.486	341.222	193.251	249.613	212.304	188.666	250.513	175.952	290.653	282.11	380.298	179.022	125.312	278.568	214.121	283.942	421.844	180.058	321.03	297.457	292.956	78.2907	253.634	147.636	263.268	392.577	269.428	215.061	219.756	242.183	259.785	267.289	385.706	197.952	315.373	263.921	212.601	164.459	181.913	270.202	211.962	270.423	360.502	252.507	200.434	247.449	182.34	744.779	361.87	409.056	375.863	234.807	316.375	279.868	254.61	234.018	396.128	194.656	201.989	272.44	551.96	229.081	174.529	173.955	179.105	300.958	184.979	237.999	176.37	117.609	116.751	89.5042	245.937	380.268	259.797	233.102	118.771	205.811	137.38	275.238	256.972	147.787	107.023	77.3299	232.401	198.947	219.468	181.662	310.903	294.698	594.746	274.917	255.494	154.306	209.476	174.818	180.544	171.94	323.545	241.559	190.118	120.902	445.57	164.404	304.312	398.958	32.1849	252.004	259.834	135.298	173.913	210.98	184.602	151.032	249.139	115.73	269.396	119.702	333.333	200.884	382.765	333.909	260.182	338.174	122.948	251.114	284.483	310.775	284.741	252.069	340.309	429.193	138.365	185.602	295.515	334.601	465.227	562.193	205.029	156.17	336.478	227.972	139.266	179.587	151.935	387.352	211.819	194.423	156.88	173.729	343.775	320.333	219.43	180.706	240.796
GTF2H2	146.286	282.551	273.984	212.857	298.781	176.003	112.874	98.0675	530.17	194.21	201.106	301.335	230.091	22.4595	126.147	150.286	60.5144	256.006	158.901	328.99	162.095	144.125	352.856	315.202	62.2162	127.535	381.014	161.404	134.948	135.117	362.781	131.954	135.385	37.7358	321.675	258.705	114.128	120.25	36.9738	178.42	143.09	169.893	38.6963	334.337	147.475	315.845	399.437	71.6525	515.398	96.4163	227.041	246.945	287.906	204.007	165.213	208.131	148.25	175.411	217.31	271.479	273.687	335.815	316.794	223.826	253.186	190.52	345.404	190.52	190.078	120.189	178.751	145.713	273.158	240.582	664.523999999999	50.0363	145.525	206.587	316.311	177.068	68.8566	58.0205	331.68	51.1182	171.42	213.147	630.908	152.174	152.471	310.993	173.158	207.751	193.696	254.206	45.9957	151.163	263.289	26.5568	140.279	353.906	276.795	609.574	478.221	88.6209	163.621	15.0489	334.016	104.43	263.952	184.74	215.104	523.21	200.068	151.246	306.765	83.4313	377.826	160.37	411.799	275.49	523.596	102.808	251.13	123.258	86.3801	143.287	95.5671	361.032	219.306	79.1444	245.714	177.203	105.521	362.398	100.397	226.64	184.952	396.226	154.75	50.9326	155.471	137.797	65.491	587.455	244.704	216.195	191.608	141.277	54.7592	139.121	60.6061	138.91	347.402	258.894	89.9247	134.137	97.2831	214.964	216	142.289
GTF2H4	330.145	600.998	418.786	435.519	391.89	693.795	230.502	503.725	322.898	296.743	353.11	360.452	486.105	567.535	380.344	265.297	507.131	597.532	576.999	384.848	472.777	400.214	397.081	360.034	498.842	477.7	459.083	415.333	478.858	275.781	433.602	462.011	344.324	643.241	463.747	649.705	579.741	644.814	427.201	449.712	406.29	323.909	520.866	508.666	538.995	547.403	298.383	562.127	642.464	551.509	614.907	755.456	683.408	596.328	436.236	349.195	431.68	443.598	538.49	379.686	501.256	478.407	269.332	566.761	330.412	330.328	273.863	485.359	499.506	586.599	582.996	401.703	471.231	509.332	599.145	633.967	505.351	382.678	412.519	498.178	274.346	554.362	563.504	998.69	250.913	491.096	409.422	442.692	327.558	314.947	608.632	332.307	586.968	425.315	612.745	376.628	569.518	434.524	664.029	380.318	382.926	549.486	329.982	576.445	573.942	648.688	432.828	562.38	371.433	377.007	521.531	559.818	269.572	511.734	339.19	595.758	341.868	797.017	581.927	685.45	417.978	345.55	600.191	523.483	413.695	413.512	417.53	400.418	417.133	448.709	378.334	376.178	422.752	385.599	362.854	419.815	332.006	172.67	630.299	340.108	557.077	523.331	421.946	421.851	426.165	475.279	358.042	401.719	947.087	599.186	601.482	273.699	529.922	317.381	293.3	358.795	522.936	242.032	892.555	491.667
H2AX	1470.85	788.788	4839.26	1475.71	845.122	1696.88	846.294	2736	715.833	1104.95	2030.41	1175.56	2758.19	1985.69	2750	506.758	2449.82	4506.63	1099.56	1665.1	1225.64	798.786999999999	1103.1	1385.62	1937.78	1597.65	4279.89	1631.08	2109.57	1386.92	1228.44	1876.46	1436.76	4287.46	2323.79	3574.88	3111.58	2681.79	2006.26	1687.63	1406.52	1542.65	1283.89	1297.89	1959.09	2022.04	962.817	1188.09	1586.31	1418.24	1133.5	3092.55	951.504	1928.84	1932.63	1201.74	1736.65	1171.17	2119.47	1643.39	2114.73	2320.18	1101.14	1497.3	1376.16	1945.76	1478.77	2599.2	2868.99	1847.6	1466.48	4312.71	2444.9	6417.81	3811.05	2267.59	4506.76	2150.56	1180.47	2335.27	931.775	2004.78	2480.51	1798.72	2443.34	1447.54	1069.77	3006.69	1755.24	2470.11	3120.53	1600.72	1276.79	542.679	3700.42	2777.35	1977.16	1820.51	2783.7	3080.16	2845.37	1456.23	1732.69	846.88	3750.21	2111.36	4598.36	2760.13	2469.08	1702.33	1030.21	2025.17	2473.07	1032.13	1709.98	2492.36	1692.14	4274.04	3048.18	3543.64	2551.69	1720.61	1719.8	2214.36	1093.31	2029.56	1337.36	1346.86	1407.98	2197.63	1028.22	1996.65	1792.97	1302.45	1920.03	1407.96	882.23	3562.04	2169.44	886.014	1262.36	1654.86	1924.26	1723.13	2876.79	1485.06	2848.95	1003.52	2212.15	1935.49	2154.81	1674.6	1737.62	3008.57	2050.38	2361.45	1578.44	1993.3	2372.71	2397.01
HAS2	329.187	383.406	571.166	166.814	356.969	513.029	434.413	541.37	1317.89	164.228	234.658	192.505	142.753	429.611	396.262	260.165	516.198	479.931	116.552	256.355	870.467	677.944	218.814	292.283	418.265	444.952	207.47	115.288	241.298	673.057	391.239	230.94	266.526	595.316	129.836	214.158	182.52	530.369	56.314	267.363	446.132	205.477	341.241	87.3513	384.046	301.726	196.822	414.107	35.8702	258.76	147.028	409.916	460.894	680.097	228.66	328.09	45.4006	350.705	212.469	774.735	168.607	719.732	213.74	411.185	191.882	98.1176	137.239	92.0571	381.708	185.644	215.011	40.8279	111.562	110.145	241.112	138.26	85.3381	242.921	140.134	282.605	1126.05	27.7474	401.565	996.358	265.218	163.931	369.542	785.05	427.489	304.508	148.237	140.771	119.908	101.676	441.095	177.317	220.1	122.711	180.992	734.681	257.607	176.159	223.292	103.66	191.62	102.333	243.852	104.183	248.869	190.555	894.666999999999	94.9041	247.185	468.632	23.4427	164.618	174.381	241.723	189.16	896.248	88.764	142.423	137.779	118.971	49.9749	118.737	14.6229	405.251	116.564	171.206	97.4592	142.912	329.969	154.619	1087.62	328.928	1337.97	64.4883	86.6797	124.679	241.656	597.983	35.0892	187.798	470.649	516.332	311.441	140.774	141.673	251.193	429.967	332.026	357.385	194.951	132.886	347.984	247.086	266.131	134.857	186.567
IK	979.133	1476.1	1007.28	1548.57	1572.56	1121.21	1157.87	1371.71	1328.52	1034.98	970.973999999999	1067.76	1226.34	1218.54	1389.91	1186.25	1259.2	774.169	1349.19	1041.89	1304.48	1379.17	1172.8	1319.57	1054.04	1079.51	852.063	1318.8	1240.48	1235.55	1266.07	1326.57	1346.07	1246.39	1260.73	697.8	1037.34	1359.95	1592.15	1347.7	1177.57	1099.61	2248.99	1299.55	1134.34	1132.74	1262.54	918.048	1094.04	1028.57	1184.1	1706.51	781.121	1114.27	1558.92	1253.9	1256.91	1214.63	1565.85	1179.29	1178.65	1912.88	1730.92	1129.06	1544.15	1216.5	2436.99	1313.99	1315.27	1312.65	1253.08	1204.49	1029.07	955.480000000001	899.743	829.587	1256.28	1195.89	1172.53	1280.12	1188.88	1307.17	749.539	1482.43	1557.27	2075.03	1306.83	1252.51	771.111	1221.79	1485.79	1082.47	1330.09	1117.13	1338.76	1662.79	1235.05	1281.14	1584.73	1550.84	1381.89	867.086	1542.41	1387.52	1836.62	827.188	1030.74	1053.16	2162.9	1301.12	1282.81	736.125	2076.1	1433.8	1361.69	1027.03	2151.78	1102.76	1281.81	906.123999999999	1057.3	1601.62	1600.59	1148.98	2191.14	1263.53	1103.63	1019.84	1124.17	1270.29	1477.52	1409	1066.34	1474.11	1318.94	1730.14	982.117	1479.13	1320.76	986.287999999999	899.028	1425.05	1150.88	1420.83	1487.6	1051.49	911.888	1318.25	909.119999999999	931.136	1108.7	939.371	1478.59	1240.03	1443.03	1289.96	1149.87	1743.16	1258.82	1374.13
IL16	395.218	371.689	187.863	140.476	487.195	149.929	221.066	299.559	838.061	676.116	313.753	469.712	302.115	364.197	314.22	1424.51	135.149	257.544	862.678	256.945	404.135	638.586	370.765	522.098	296.549	408.751	232.915	153.885	249.712	333.844	531.626	364.756	601.134	219.756	256.492	256.004	193.466	134.316	348.123	291.911	214.104	473.542	306.806	656.63	278.788	161.595	321.69	248.097	220.413	242.441	136.054	526.193	159.528	384.7	141.8	1007.93	323.665	680.445	421.449	291.879	167.523	68.5034	51.5267	275.936	252.223	326.8	359.22	153.055	214.686	110.369	404.925	76.1679	369.844	200.343	57.1979	245.83	300.064	182.635	331.681	193.033	440.935	132.423	555.634	115.016	243.247	43.1607	408.102	120.401	258.982	369.335	108.421	575.935	228.653	430.53	128.218	270.026	118.771	206.044	73.0273	131.114	347.971	263.214	88.4915	308.862	171.366	114.372	159.836	221.519	268.477	269.744	230.208	267.382	436.265	465.374	90.422	327.85	261.572	112.347	135.693	249.738	192.135	117.563	258.947	352.626	196.866	163.327	229.706	491.123	132.229	210.056	259.754	224.617	138.914	585.831	239.142	170.155	568.39	256.718	172.87	475.901	501.901	361.123	135.029	464.769	158.07	329.402	332.867	247.361	246.711	155.596	409.75	385.265	107.877	69.8671	149.247	334.94	199.387	167.504	106.353	198.507
ITGA7	1605.46	2042.33	658.997	4890.95	2248.78	6028.93	3113.13	1377.89	5421.87	1660.43	1589.5	4155.03	3757.82	4165.14	889.908	1707.22	1672.21	812.608	4598.33	8274.12	7203.31	6014.46	5197.97	3203.98	7645.32	4996.26	2669.71	925.313	740.483999999999	7156.07	2409.3	3018.9	2134.41	1584.91	5417.59	4838.69	1122.61	10073.7	1976.68	4837.54	4226.97	3178.22	3506.16	3965.11	1935.35	2751.31	6730.14	10720.1	7186.31	6083.43	7171.34	1604.93	436.106	2189.68	5080.95	2525.19	1213.17	5592.47	1861.24	4471.95	5897.83	1138.5	314.885	6738.6	3673.6	5320.42	541.058	3551.8	1109.92	1147.68	4549.48	2806.86	1385.4	3442.64	3052.06	4205.95	4231.81	4858	8125.93	6762.7	2445.99	3720.14	1880.65	252.396	4433.98	1693.89	2912.98	978.261	822.178	2905.5	11667.9	2127.08	1540.97	4028.04	1530.07	7296.3	7638.29	3424.91	2997.42	4888.62	1231.63	6191.71	23232	2919.24	3318.41	7131.68	1686.48	3424.68	2291.1	2892.38	2783.33	3834.12	5215.76	3970.08	3125.92	5493.54	2653.39	1013.33	6194.3	2950.74	2863.48	4303.66	3782.58	3215.43	3386.4	7722.44	2459.41	3461.73	3207.12	6978.15	2425.81	2867.34	4964.83	1666.21	1725.27	2099.74	455.615	2867.92	5668.46	2283.48	3242.92	2809.07	13451.4	2784.75	2039.33	4310.14	2559.44	3557.06	1447.29	5394	3230.57	5206.45	512.571	2565.37	1913.37	2243.37	6099.04	1488.55	6620.24	6594.53
