TCGA-3H-AB3K-01	TCGA-3H-AB3L-01	TCGA-3H-AB3M-01	TCGA-3H-AB3O-01	TCGA-3H-AB3S-01	TCGA-3H-AB3T-01	TCGA-3H-AB3U-01	TCGA-3H-AB3X-01	TCGA-3U-A98D-01	TCGA-3U-A98E-01	TCGA-3U-A98F-01	TCGA-3U-A98G-01	TCGA-3U-A98H-01	TCGA-3U-A98I-01	TCGA-3U-A98J-01	TCGA-LK-A4NW-01	TCGA-LK-A4NY-01	TCGA-LK-A4NZ-01	TCGA-LK-A4O0-01	TCGA-LK-A4O2-01	TCGA-LK-A4O4-01	TCGA-LK-A4O5-01	TCGA-LK-A4O6-01	TCGA-LK-A4O7-01	TCGA-MQ-A4KX-01	TCGA-MQ-A4LC-01	TCGA-MQ-A4LI-01	TCGA-MQ-A4LJ-01	TCGA-MQ-A4LM-01	TCGA-MQ-A4LP-01	TCGA-MQ-A4LV-01	TCGA-MQ-A6BL-01	TCGA-MQ-A6BN-01	TCGA-MQ-A6BQ-01	TCGA-MQ-A6BR-01	TCGA-MQ-A6BS-01	TCGA-NQ-A57I-01	TCGA-NQ-A638-01	TCGA-SC-A6LM-01	TCGA-SC-A6LN-01	TCGA-SC-A6LP-01	TCGA-SC-A6LQ-01	TCGA-SC-A6LR-01	TCGA-SC-AA5Z-01	TCGA-SH-A7BC-01	TCGA-SH-A7BD-01	TCGA-SH-A7BH-01	TCGA-SH-A9CT-01	TCGA-SH-A9CU-01	TCGA-TS-A7OU-01	TCGA-TS-A7OY-01	TCGA-TS-A7OZ-01	TCGA-TS-A7P0-01	TCGA-TS-A7P1-01	TCGA-TS-A7P3-01	TCGA-TS-A7P6-01	TCGA-TS-A7P7-01	TCGA-TS-A7P8-01	TCGA-TS-A7PB-01	TCGA-TS-A8AF-01	TCGA-TS-A8AI-01	TCGA-TS-A8AS-01	TCGA-TS-A8AV-01	TCGA-TS-A8AY-01	TCGA-UD-AABY-01	TCGA-UD-AABZ-01	TCGA-UD-AAC1-01	TCGA-UD-AAC4-01	TCGA-UD-AAC5-01	TCGA-UD-AAC6-01	TCGA-UD-AAC7-01	TCGA-UT-A88C-01	TCGA-UT-A88D-01	TCGA-UT-A88E-01	TCGA-UT-A88G-01	TCGA-UT-A97Y-01	TCGA-XT-AASU-01	TCGA-YS-A95B-01	TCGA-YS-A95C-01	TCGA-YS-AA4M-01	TCGA-ZN-A9VO-01	TCGA-ZN-A9VP-01	TCGA-ZN-A9VQ-01	TCGA-ZN-A9VS-01	TCGA-ZN-A9VU-01	TCGA-ZN-A9VV-01	TCGA-ZN-A9VW-01
WTAP	1075.61	1588.98	1148.41	2734.38	2160.41	2673.46	1004.46	1866.98	1199.13	1050.82	889.106	1292.03	1681.47	1515.56	2155.18	1614.94	988.163	1474.42	1375.05	1068.81	4461.28	2248.12	2053.66	2067.91	970.855	946.899	1696.69	1367.23	1283.38	1035.72	1996.27	1306.26	1224.36	907.92	1366.88	1213.53	1259.87	1046.57	2024.89	1108.69	1471.09	2091.77	1183.82	1428.54	1057.58	1356.39	2004.33	1869.62	1393.22	1970.18	1875.36	2001.59	1525.55	2078.97	1742.67	1360.31	974.987	2810.89	1748.1	2963.51	1737.81	3656.95	2324.97	1965.01	1904.63	1521.22	1433.25	2920.24	1699.26	1987.06	1542.94	1421.57	1741.69	1050.63	1339.82	2062.93	2356.34	1639.94	1097.3	1985.46	2297.68	1471.38	932.302	1024.57	1754.49	1835.71	2113.45
SETD1A	1045.73	1155.12	877.266	765.802	1099.29	979.743000000001	1297.67	1237.53	840.588	1139.86	1557.99	859.431	1030	1204.44	1045.63	954.202	1113.74	1267.99	762.267	1088.02	928.496	1381.02	1337.47	1119.2	1302.31	1118.08	1967.51	1580.43	561.223	1438.26	780.565	844.592	930.071	953.96	849.057	1054.22	1053.15	1053.74	1406.39	1113.88	792.168	1066.08	1491.08	640	1212.1	1165.11	1615.58	712.717	1196.61	997.196	946.895	1675.01	1527.82	1137.85	1034.96	1093.92	1547.63	1069.75	947.905	1524.81	941.745	1011.86	701.428	1220.21	1020.98	1904.09	818.955	995.527	857.067	902.372	1218.11	1337.6	1257.47	915.308	1195.21	865.893	1044.69	831.801	1288.53	893.376	1134.39	1452.59	2540.71	1049.14	1044.67	1829.28	994.748
HDAC4	506.098	316.43	656.344	522.226	671.873	376.896	1132.44	531.116	318.825	691.963	760.25	308.384	747.861	308.444	346.67	343.708	416.366	604.799	333.587	361.319	382.16	801.104	520.083	986.234	806.265	820.275	498.505	706.383	280.406	750.644	492.15	303.679	344.265	777.604	506.289	1095.01	361.86	434.944	762.987	770.931	312.74	354.694	465.322	385.91	603.123	641.745	189.61	619.854	647.458	828.34	295.818	599.126	636.364	363.084	705.875	111.636	519.425	137.76	209.375	638.376	289.575	949.58	204.241	846.088	880.48	902.309	664.043	630.862	1418.7	429.619	557.823	1322.25	973.617	827.503	1435.37	794.294	440.144	953.097	234.611	656.301	227.098	871.646	799.533	778.89	414.662	432.215	524.51
BCLAF1	1644.51	1882.78	1847.43	2056.75	2501.05	2150.25	2476.87	2377.67	2225.79	2117.19	3294.03	2752.34	2902.63	2612.44	1989.52	2112.94	1799.79	2045.27	2448.84	1371.76	3271.42	2302.03	2321.94	2895.89	2028.94	2070.92	2553.87	2747.23	1823.26	3182.6	1451.3	1766.46	979.351	1555.99	1995.81	2738	2631.11	1561.9	2555.74	2298.62	1607.09	2709.19	2251.54	2322.63	2310.02	1129.6	1218.18	2862.31	2139.66	2649.74	2403.41	2937.62	2331.98	2253.27	3553.23	1399.88	2197.98	3475.32	1892.83	2594.51	3252.26	2575.88	2304.2	2646.88	2719.08	2980.86	1698.36	2311.08	3597.24	1842.7	2230.02	3096.76	2898.97	1858.36	2775.2	2964.06	2456.9	3219.05	3516.73	3208	1706.34	2804.56	2783.19	2594.63	3401.3	2706.57	2653.01
TATDN2	1662.2	2495.14	2145.02	2113.75	1467.21	1459.43	1934.42	1021.85	1441.78	1460.63	1017.18	1379.42	1423.7	1352.89	1442.92	1396.62	1270.72	1791.76	1591.86	1732.34	1071.81	2279.49	1499.06	815.336	1719.48	2348.68	1192.46	1648.09	938.931	1281.16	1442.91	1531.68	1641.51	2536.09	1363.73	1213.05	1252.05	2078.42	1443.72	2268.86	1513.96	1847.05	1406.22	1207.4	2001.63	2148.29	1577.49	1250.69	1831.19	1760.59	1585.99	1027.81	2119.4	698.131	1245.37	1511.52	2605.11	1566.08	929.504	1661.34	1161.52	1584.28	1571.18	1930.1	1337.36	1228.34	1454.98	1706.92	1209.35	2749.68	1715.99	2405.37	1560.32	2153.71	2211.81	1476.16	1602.95	2282.1	1660	1507.27	1364.78	1384.17	1415.23	1481.8	1614.74	1327.17	2020.66
DAZAP2	5595.12	5821.29	8199.02	7794.91	5068.55	5759.46	4740.96	7721.62	5900.44	5042.74	3640.37	4664.76	5116.43	5956.44	5921	5093.37	4163.66	5517.43	4389.88	5256.12	7885.9	6541.8	5172.59	6265.32	5637.41	5161.53	6809.1	5473.19	5916.86	5118.42	5190.21	6312.78	3968.77	5679.28	4755.24	3711.61	2744.04	5173.57	4550.87	4980.82	5883.32	5340.4	4080.66	4113.19	6387.12	4257.32	2448.48	5404.85	3229.15	5356.16	7092.27	6073.5	3238.81	5507.94	4985.78	5803.9	3329.96	6634.85	6707.94	7612.55	6095.75	5074.64	8153.18	6908.78	4268.77	2904.28	4731.74	6169.68	9731.67	6102.66	5358.42	6401.53	5050.03	3830	5800.02	4635.99	5352.75	4834.96	6861.16	5138.53	4792.83	4524.15	4581.85	5651.05	5179.84	6806.19	4903.01
ZC3H11A	2518.9	2400.34	4136.33	2389.96	3142.68	2762.82	3322.04	6953.92	3685.53	3737.67	8027.33	3514.28	3327.2	3961.78	3685.54	2515.78	3796.71	4893.62	3715.48	2360.03	2650.41	3246.56	3978.67	5573.98	2883.74	2988.86	3849.77	5197.87	2582.78	3618.56	3000.69	2842.87	1445.08	2738.98	2256.29	3608.93	4287.61	2479.94	3115.8	4007.24	1915.07	2461.66	2933.21	2451.58	3610.61	1629.91	1111.69	5424.52	3180.34	2923.1	3011.63	3597.14	3599.73	3059.35	4552.71	2367.99	3562	3728.46	3126.2	3556.79	3516.78	2691.05	3081.35	5489.01	4247.64	4636.27	2194.9	3619.95	4870.88	2834.8	3784.01	3548.17	4345.87	2723.12	4030.66	4350.72	3648.44	5207.49	3407.97	3266.56	2556.96	2355.55	3833.67	3403.55	3573.88	3538.06	7663.17
DDX46	1232.32	1179.03	1307.4	1033.25	1221.77	1730.29	1070.63	1526.84	1073.99	1713.81	2099.57	1021.93	1042.46	1744	1101.88	931.97	902.213000000001	1355.82	1881.32	1059.57	1087.18	1180.09	828.367	905.884	939.758	1109.54	1267.32	1320.85	1230.01	995.128	965.854999999999	972.068	597.605	963.324	1154.09	1172.26	1445.49	1145.66	1405.3	822.421	915.994	900.53	1244.43	994.388	1282.69	633.645	757.576	1616.65	767.458	709.668	1201.7	1082.64	932.157	691.121	1376.27	850.561	1471	1288.58	923.536	1191.88	1290.02	1542.26	1199.05	1856.39	1138.76	434.971	1228.91	1138.22	2374.6	1050.18	1249.57	1269.82	1389.89	1521.21	1688.01	1226.12	999.601	1850.62	1334.96	1415.19	805.632	1126.12	1363.88	1163.79	1542.96	1115.08	1214.99
UBAP2L	2776.22	3153.2	3523.79	2443.06	2803.52	2982.29	5178.01	6528.74	2072.36	3129.39	5854.35	3080.23	2950.29	4484.44	5208.23	3446.87	3728.77	4137.17	3611.64	3524.89	2351.71	3642.54	3679.02	5067.81	2873.5	2740.81	3824.3	4984.26	3842.76	4023.49	3507.51	2141.01	1822.66	3404.99	2533.54	4232.73	3465.81	3112.66	3521.64	3745.06	2275.43	3347	3467.07	2124.42	4279.12	2558.26	1711.69	4655.08	3050.17	2204.58	2893.22	3558.6	3736.77	4161.68	3078.57	1705.85	3696.11	3414.15	3300.76	3473.14	3306.67	3134.45	2373.43	4465.77	2996.91	4131.83	2939.86	3075.87	4111.58	3110.28	4533.59	2551.15	3451.13	2564.61	4648.71	2974.69	3449.72	5314.14	3411.03	3095.72	3110.62	2994.19	4240.15	3335.76	3956.09	2888.93	6038.87
AP5Z1	910.976000000001	947.155	1032.1	1714.29	949.548	1134.85	869.737	590.499	687.16	731.657	530.262	967.040000000001	1089.03	631.111	1027.23	1304.58	1091.61	683.115	994.294	1434.19	718.747	976.876	1115.47	839.4	779.339	765.689	975.179	823.83	1162.68	719.128	1698.63	1054.76	1254.21	929.77	769.392	705.374	1071.9	1114.62	958.875	1003.82	1373.2	899.73	975.871	1213.13	804.489	1028.04	2296.97	625.343	764.068	763.985	704.066	924.513	1225.24	847.664	645.931	864.146	1137.84	978.243	694.766	910.209	887.696	506.179	1026.83	599.115	906.889	1492.01	1125	709.72	738.045	1098.49	1188.78	838.022	913.162	568.267	1295.49	814.432	577.414	539.638	708.722	841.68	755.165	1119.41	623.869	505.005	347.079	915.847	870.798
RBM8A	1274.38	1791.71	1641.99	1648.17	1406.61	2313.3	2036.54	2623.11	1470.18	1182.42	2297.56	959.680999999999	1652.32	1629.3	1844.48	1151.21	1045.44	2953.35	1505.58	1659.53	2578.14	1518.51	1588.46	824.652	1317.35	1332.8	1413.14	1631.82	3023.72	1680.63	2845.27	1833.05	2585.75	1791.37	1249.71	1544.3	3145.79	1476.05	2718.66	3369.4	1885.94	1585.45	1399.94	1003.76	2466.42	1853.35	3620.33	1917.66	613.139	844.475	1747.02	1103.83	1444.63	1753.48	1492.65	1259	2121.5	1637.96	2224.54	1820.02	2199.91	2083.19	2011.3	2095.53	1442.12	1814.8	857.888	2228	1198.66	1517.23	1983.36	1550.27	1572.86	2058.43	1775.64	1601.87	2458.65	2029.31	1534.88	1747.6	2081.85	1171.82	1969.49	1740.71	1986.23	1655.91	3155.51
THRAP3	3248.78	3411.98	2189.58	2926.32	3131.77	3060.08	3225.76	3850.36	2726.33	3222.19	3010.93	3420.39	3210.22	3591.11	3410.97	2758.56	2685.54	3215.48	4549.64	2163.85	2650.96	3745.78	1896.77	2238.4	3201.93	3626.81	1901.49	2979.57	3096.79	3247.54	3379.65	2266.52	1958.01	3364.42	2605.87	2933.78	3888.63	3220.1	3410.17	2057.71	2231.51	3310.21	2459.96	2422.93	4423.55	2462.93	2372.29	2686.64	2650.17	2454.32	3004.72	3166.47	2173.68	2931.31	3329.97	2836.98	3916.98	3384.81	2706.95	5123.41	3039.64	2924.86	3176.98	3641.24	3010.11	3168.74	2431.68	4224.11	2815.09	3585.91	3421.34	3083.12	3528.86	2951.19	3340.74	3152.01	3101.36	2963.69	2165.27	4093.3	2750.78	3232.11	3930.55	4238.85	4945.4	2802.97	3612.04
THOC1	484.146	477.421	526.813	292.778	411.553	556.546	334.819	376.247	570.729	460.236	656.384	318.495	415.358	161.778	365.077	461.538	495.625	548.212	716.242	548.628	471.111	385.523	551.46	626.491	391.376	404.382	208.967	392.766	327.62	596.886	519.398	307.617	530.279	383.145	451.258	222.649	592.81	466.779	450.216	499.783	521.762	300.71	255.974	336.716	337.346	627.414	716.017	419.945	616.949	458.155	444.188	487.088	515.152	322.897	346.209	387.478	466.738	418.252	439.14	348.094	432.752	547.701	500.216	463.344	348.6	771.265	280.227	546.163	292.774	460.676	453.231	428.389	416.853	348.182	413.18	534.75	251.397	447.257	255.995	445.88	501.006	306.798	312.518	247.498	365.025	457.12	361.344
HDAC5	1393.29	497.064	1820.24	1019.61	1198.96	719.991	1011.19	1980.05	1282.92	1076.03	2019.52	1548.42	1162.14	1106.67	1111.59	1143.62	2063.82	1841.1	1469.76	833.102	875.235	1224.53	2102.29	1721.63	880.217	630.895	1126.97	1369.36	662.63	1488.39	1481.48	997.17	1420.79	723.371	1643.08	1644.43	563.892	1516.54	1454	1989.21	1246.2	712.986	1503.67	987.223999999999	1292.13	1193.15	2969.7	961.574	957.288000000001	805.314	1231.66	1814.86	1750.34	821.028	1422.15	886.592	1693.45	1300.01	716.151	672.407	940.671000000001	583.787	1210.73	599.977	1510.6	1255.97	1211.27	1867.14	574.389	598.131	547.194	758.738	1518.29	1063.93	1720.29	1048.24	1564.64	1005.3	945.777	746.769	814.409	1832.29	1615.7	543.676	361.207	2486.44	1227.94
SMC4	2038.41	1679.94	2663.52	1709.9	1771.66	3212.87	2054.88	770.071	849.293	946.755	2795	1065.98	1054.37	1920.89	717.372	2160.96	2253.73	1358.53	4757.7	2834.76	1163.5	1352.27	1028.4	976.445000000001	1208.26	1565.54	1268.88	1246.81	2583.19	2873.17	1682.7	1597.15	891.202	1349.59	814.465	1747.6	4236.81	854.767	1166.13	1401.09	1846.81	1519.94	404.243	1555.58	1666.23	649.221	1816.45	3284.54	1402.03	1167.82	1462.5	1699.25	984.622000000001	1732.24	1840.54	914.353	2277.81	1969.91	1200.05	1494.46	2153.38	3051.9	1644.31	1320.64	2147.59	782.317	892.318000000001	2187.99	2526.04	1984.18	2340.14	2450.13	2003.08	1541.35	4491.19	2477.98	1662.81	1583.61	1242.71	2732.63	1676.72	1004.92	4389.55	1808.01	2303.55	291.625	2877.45
PQBP1	1974.39	1238.82	1681.27	1024.48	1476.63	1931.24	1185.14	1667.93	835.691	1295.42	1539.63	760.488	990.468999999999	866.667	1129.49	1124.06	1735.46	1615.66	1515.79	988.27	1139.34	1022.29	2580.02	1290.51	1049.36	1051.24	1507.99	1116.6	1631.12	1549.52	1980.34	1329.4	3904.22	1202.11	3339.62	1427.06	767.878	1269.81	1533.01	1994.88	2833.18	903.729	1017.83	880.239	946.649	2408.72	5582.68	755.718	1511.86	1893.43	1248.7	1267.38	1325.64	993.458	1175.03	1711.16	1186.27	1532.27	1693.9	1338.25	1621.83	969.352000000001	1314.15	1006.86	1119.75	2212.75	1681.36	1210.4	1107.33	1588.5	1056.12	686.274	1002.41	1409.45	680.887	1087.96	1183.56	724.399	1264.09	1004.04	1965.62	682.469	1437.99	906.733	754.105	3266.52	933.123
NAMPT	960.976	3427.78	2264.73	1959.32	1133.01	1980.78	2171.37	630.404	3335.69	6526.44	850.84	2048.91	2197.01	5850.67	5387.7	2253.89	1784.87	1199.64	2764.93	3552.6	25522.4	1867.5	3556.64	2218.01	2540.53	2362.42	6231.06	2102.98	2634.92	1215.26	1247.14	2315.25	555.96	1846.27	2168.24	1173.7	1639.7	530.449	679.113	427.508	1685.41	3936.42	3600.89	3513.31	1222.51	1082.24	770.563	3105.22	1480.68	3375.94	2211.73	1789.43	2721.39	2487.85	3381.96	1141.76	1245.88	3486.76	10171.8	5923.74	1343.71	20976.8	4202.51	4496.81	530.823	871.522	5783.38	2359.47	2921.89	1348.67	2954.93	2846.12	810.1	1558.84	2386.98	1190.32	2863.53	1217.85	2192.15	1958	2938.38	1809.48	937.846	5147.41	2486.06	591.283	1748.25
PDZK1IP1	6358.54	2418.28	2611.78	302.521	4412.05	289.848	6012.48	1258.43	966.812	9102.25999999999	100.351	21.6663	2895.05	174.222	1483.32	4379.28	891.92	4612.49	60.4793	1289.74	1672.5	1357.17	941.326	1881.51	2728.63	7056.44	3064.85	353.617	4.1055	586.858	858.537	447.89	14970.7	10179.5	12112.2	3602.21	14.068	1379.25	364.178	653.78	20.6377	1636.71	4106.31	2492.66	1642.49	5468.54	84.8485	1714.09	2461.69	7372.99	902.660999999999	1612.24	3151.52	708.879	176.775	979.327	27.6743	1180.16	11879.1	1973.35	1517.32	1842.81	155.777	1777.52	213.386	2710.08	3875.32	1301.36	753.985	3673.9	380.527	2052.86	367.337	1285.54	442.447	573.906	11.5722	848.324	2269.74	257.27	2413.97	8711.99	238.984	13197.9	2225.66	1039.57	156.513
RBM6	2543.91	1708.71	1622.86	1378.92	907.212	716.75	1243.94	1510.69	1496.43	1207.61	1798.91	1160.44	922.003	1506.49	1405.99	1593.6	2084.88	971.643	2158.54	1129.77	1679.58	1218.67	2729.39	1196.34	986.905	940.178	1902.65	1734.38	1256.42	949.884	1016.96	866.996	1370.81	1300.83	1397.63	1293.39	1183.85	1694.01	935.509	2554.7	1259.81	1973.56	3173.15	1184.2	963.731	1178.77	2323.94	1514.57	3747.94	810.037	1681.58	2033.34	1831.91	914.874	1516.35	1430.6	1630.01	3333.27	1317.28	1400.96	749.469	1316.12	1656.44	1780.28	1782.9	2347.74	1009.24	978.975	1001.5	1611.43	766.603	1167.52	2313.6	690.282	1972.96	1968.32	731.708	1883.87	672.907	1281.84	1160.4	1170.28	890.455	1280.56	833.822	833.099	1118.95
ALYREF	2026.22	1363.94	909.366	1239.8	1284.74	1789.56	1014.36	836.58	1267.14	642.613	1231.16	1004.6	845.337	560	828.327	1598.49	1118.37	947.488000000001	1660.33	1400.57	1821.3	961.52	959.368	938.105	952.651999999999	1671	730.864	691.064	2610.69	1298.82	2067.11	1665.07	2072.53	1399.14	800.839	1013.92	2378.27	1667.75	1803.03	2498.44	2998.28	1577.13	1164.24	551.164	995.771	2153.89	2419.05	817.932	898.305	1134.17	1511.35	1574.89	1747.63	1261.21	871.027999999999	2318.96	1599.25	1136.89	2468.73	1254.2	1419.24	1529.91	1382.95	824.537	817.626	1022.3	975.442000000001	1794.54	1438.36	1519.48	1281.46	633.845	684.583	1488.14	724.787	1241.22	1938.55	1146.5	771.04	1495.96	1414.52	669.946	1166.62	1097.82	1165.33	1200.24	1408.96
DDX39A	1418.29	2442.19	1410.12	1515.53	1292.18	2627.62	1317.48	1856.06	1190.97	921.008	1431.86	989.429	869.707	1333.33	1316.63	2137.84	1266.6	1228.61	2087.11	1917.8	1347.99	1097.76	2085.82	1729.78	1092.97	1446.34	1393.11	1379.57	2513.8	1932	2742.04	2025.35	2343.22	1161.14	1004.19	851.727	1765.14	2645.88	2948.59	1942.44	2189.18	1037.29	1427.67	541.134	1475.28	1457.32	1564.5	1260.75	1287.46	974.76	1592.9	1407.63	1227.95	1197.66	880.815	2053.75	4952.63	1394.51	1701.85	1471.09	1105.68	1411.27	1591.95	1308.57	578.36	2729.82	1243.39	2213.44	2021.25	1513.73	2043.79	734.442	885.525	1878.51	1308.4	1213.26	1365.12	1382.7	1268.37	1130.05	1879.69	761.181	855.851	1635.58	663.23	993.774	1004.55
SRRM1	1577.44	1878.08	1010.95	1347.95	1455.81	1514.99	1309.16	1252.26	1600.11	1831.29	1345.96	1485.59	1832.56	1913.78	1515.02	1335.26	1889.86	1637.85	1503.99	1143.81	1853.7	1287.58	920.931	1055.98	1509	1521.35	833.788	1329.79	1195.11	1723.81	1666.77	915.467	1119.56	1478.74	1164.05	1298.94	2234.86	945.895	1564.94	1028.38	1059.93	1509.15	1213.19	1019.7	1172.41	1066.67	1109.09	1943.73	863.051	1238.08	1487.85	1786.25	1111.71	1645.79	1837.48	1302.42	2063.86	2007.71	1965.44	1377.61	1686.62	1998.02	1519.26	2310.69	1678.04	1501.48	1375	1064.79	1497.87	1110.57	2023.81	1850.38	2175.81	1067.35	2348.67	1798.35	1242.62	1509.63	961.662	1929.32	2150.67	2389.53	1792.82	2066.42	2199.31	2192.41	1642.86
SF3B4	1806.1	2013.02	2130.66	1587.63	1713.65	2267.86	2688.06	3497.39	1534.82	1302.39	2947.68	1212.59	1435.07	1904.89	1980.31	1508.67	1656.72	2512	2997.72	2194.51	1896.53	1611.68	3043.62	2809.83	1671.69	1454.88	2703.57	2725.53	2830.75	2335.02	2835.52	2339.36	1635.95	1442.45	1720.65	2238.48	1874.95	2705.97	2140.15	3690.74	2198.7	1433.17	1824.46	1006.81	2483.41	1656.07	1804.33	2135.86	1052.2	1686.2	2147.68	2255.86	2306.2	1467.76	1173.81	1391.02	1903.67	1404.95	1907.75	1776.55	1940.4	1722.69	1809.17	2411.11	1325.21	2919.28	1378.46	1959.34	2041.45	1432.06	2422.19	1200.77	1411.77	1744.33	1915.69	1532.09	1882.28	2011.72	1643.5	1338.85	2249.41	1074.69	1894.37	1542.31	1143.18	2039.77	3373.6
BCAS2	490.549	982.675	355.355	546.832	524.225	735.585	650.465	601.036	845.288	863.242	303.327	500.102	707.148	583.991	508.582	774.895	472.537	893.142	663.146	957.111	932.965000000001	613.805	417.894	479.298	814.976	917.635	408.38	361.43	1117.74	708.661	532.905	549.088	987.506000000001	953.246	719.198	547.735	976.775999999999	764.854	469.74	532.146	840.312	735.787	558.028	592.736	954.47	551.396	705.628	492.489	409.702	916.623	721	356.416	602.8	795.762	534.349	590.62	657.472	861.108	588.79	342.981	526.926	1019.16	852.453	428.414	427.685	719.1	549.582	1019.43	530.733	795.359	634.838	698.968	344.814	924.958999999999	571.777	477.718	805.81	382.782	674.226	629.079	1099.85	454.374	669.597	1197.73	981.795	722.932	777.591
SF3A1	1962.2	2336.22	1750.71	2164.69	1935.56	2333.06	2734.28	2126.77	2305.21	2707.13	2727.41	2358.64	1838.78	2955.41	1964.37	2000.86	1411.16	2159.57	2985.49	1873.71	2601.24	2299.31	1420.3	2153.05	2753.11	2606.94	1828.47	1793.01	3030.6	2076.61	3198.02	2144.93	991.845	1714.28	2514.61	2672.61	2672.09	2675.88	2220.57	1710.46	2151.59	2059.68	2638.07	1734.64	3081.9	1519.57	2550.65	1883.76	1884.02	1767.68	2528.67	2645.57	1798.2	2530.73	2460.72	2426.39	2313.93	2632.79	2099.1	3913.36	2703.86	2270.28	2624.79	3466.49	2584.68	1038.09	2587.06	2568.46	2607.29	2264.25	2649.58	2216.29	2809	1707.4	2990.8	1865.83	3538.62	2033.75	1688.63	2871.05	2067.23	2103.62	2948.89	1896.22	2288.92	2449.45	1888.57
BPNT1	556.098	536.778	472.432	329.314	483.451	555.157	971.57	930.166000000001	529.38	514.413	640.375	490.381	437.561	450.667	815.033	465.54	402.47	650.521	402.815	370.925	366.237	310.052	324.757	689.304	392.135	459.339	756.335	775.319	445.448	370.547	368.903	317.46	481.694	679.282	392.034	554.702	765.143	494.237	557.359	633.467	409.049	486.654	619.186	495.761	644.112	384.424	509.091	897.072	388.475	508.339	544.177	419.15	442.786	310.28	600.667	636.149	566.791	421.236	518.712	325.543	489.307	317.351	370.402	488.343	430.469	374.186	355.479	578.708	522.317	438.821	350.765	458.227	413.399	575.869	420.497	385.401	372.307	663.563	623.797	359.451	454.196	320.215	451.999	782.985	604.429	674.834	280.462
CD2BP2	2355.49	2476.35	2296.83	2580.44	2204.54	2035.88	2281.92	1930.64	1819.91	1871.52	2655.21	1501.48	1882.92	1432.89	3260.64	1797.69	1723.11	2083.3	1295.93	2210.03	2577.39	1740.41	1770.48	1797.9	2310.71	2373.93	2997.79	3673.62	1450.07	2263.87	1444.17	2134.61	4014.58	2381.19	2090.15	1605.57	2488.08	2542.02	2759.74	2892.88	2664.9	1777.87	3588.3	2371.82	2147.69	3459.19	6110.82	1651.42	2111.19	1845.61	2070.27	2059.2	2560.83	1847.66	1628.9	3151.21	1944.65	2007.71	2787.52	2136.12	1845.91	1804.75	1795.33	2144.31	1992.83	3522.4	1686.4	2397.86	1756.11	1566.64	2164.12	2247.66	1661.08	2593.12	1561.05	1777.65	1887.87	1958.02	2500.08	1753.23	2125.8	1781.75	3322.15	1681.98	1484.92	2538.66	1580.88
RBM14	1180.8	961.93	1119.71	1148.52	1174.08	1163.82	1042.86	1007.86	966.126	995.616	1175.25	834.168	1162.3	948.4	902.595	974.567000000001	770.798	1225.1	1037.62	1283.68	1568.78	858.641	812.153	1016.96	1168.96	1184.66	1112.05	918.817	1123.91	1346.33	1374.45	907.922	1128.65	1090.48	942.584	1389.94	1383.87	1371	1314.13	1104.99	1172.8	1380.9	1025.54	876.981	1049.79	1115.46	1724.16	998.201999999999	1036.19	776.425	952.54	1254.95	966.318	781.785	812.594	968.08	979.441	1241.96	960.627	736.072	1006.31	1104.36	752.99	849.954	1061.6	1325.19	1216.77	1137.34	1046.56	927.287	1295.58	937.643	1182.17	882.911	1717.77	1137.71	1000.36	1465.93	750.744	1180.62	1001.13	679.732	1119.22	1111.93	952.692	735.698	1046.78
PPIE	1083.54	1068.43	605.74	883.206	859.798999999999	701.007	572.561	941.568	835.147	986.986	499.024	639.879	780.353	596.444	1028.25	762.116	1156.46	940.697	973.374	896.647	607.833	851.744	676.97	509.84	836.984	897.883	472.515	745.106	943.447	790.272	863.987	624.585	1766.44	1079.98	1020.96	450.096	1137.16	1246.34	750	560.72	1115.49	704.189	656.953	632.836	522.121	1455.45	3706.49	740.622	938.983	962.952	1037.67	1139.85	941.203	865.421	689.36	1332.55	963.278	772.35	1167.72	1159.49	1093.51	540.287	884.898	901.689	553.007	1059.4	940.807000000001	1509.98	483.528	641.84	1154.76	580.136	614.916	880.718	676.583	745.071	918.994	563.672	527.875	588.853	1014.08	1414.13	639.626	845.314	748.377	1035.55	647.409
TAB1	611.665	514.632	537.957	668.347	601.121	388.216	985.93	538.48	429.38	1015.82	684.252	685.638	468.889	512.178	681.386	830.147	517.344	648.791	558.855	526.964	252.281	543.404	602.245	499.99	560.051	567.156	581.619	492.583	506.099	523.049	484.977	924.784	448.378	501.846	938.973	585.926	611.915	687.777	548.761	546.256	662.775	603.403	842.257	534.811	566.239	624.804	1403.63	381.633	635.824	1095.64	573.809	682.849	598.299	402.935	611.457	610.567	734.05	527.147	414.96	498.516	440.476	305.171	618.334	568.31	841.844	716.55	933.364	480.807	559.777	471.563	433.427	703.512	587.809	549.596	672.473	509.092	692.805	378.512	418.03	655.008	572.368	345.778	509.536	510.623	480.451	678.514	506.127
