TCGA-N5-A4R8-01	TCGA-N5-A4RA-01	TCGA-N5-A4RD-01	TCGA-N5-A4RF-01	TCGA-N5-A4RJ-01	TCGA-N5-A4RM-01	TCGA-N5-A4RN-01	TCGA-N5-A4RO-01	TCGA-N5-A4RS-01	TCGA-N5-A4RT-01	TCGA-N5-A4RU-01	TCGA-N5-A4RV-01	TCGA-N5-A59E-01	TCGA-N5-A59F-01	TCGA-N6-A4V9-01	TCGA-N6-A4VC-01	TCGA-N6-A4VD-01	TCGA-N6-A4VE-01	TCGA-N6-A4VF-01	TCGA-N6-A4VG-01	TCGA-N7-A4Y0-01	TCGA-N7-A4Y5-01	TCGA-N7-A4Y8-01	TCGA-N7-A59B-01	TCGA-N8-A4PI-01	TCGA-N8-A4PL-01	TCGA-N8-A4PM-01	TCGA-N8-A4PN-01	TCGA-N8-A4PO-01	TCGA-N8-A4PP-01	TCGA-N8-A4PQ-01	TCGA-N8-A56S-01	TCGA-N9-A4PZ-01	TCGA-N9-A4Q1-01	TCGA-N9-A4Q3-01	TCGA-N9-A4Q4-01	TCGA-N9-A4Q7-01	TCGA-N9-A4Q8-01	TCGA-NA-A4QV-01	TCGA-NA-A4QW-01	TCGA-NA-A4QX-01	TCGA-NA-A4QY-01	TCGA-NA-A4R0-01	TCGA-NA-A4R1-01	TCGA-NA-A5I1-01	TCGA-ND-A4W6-01	TCGA-ND-A4WA-01	TCGA-ND-A4WC-01	TCGA-ND-A4WF-01	TCGA-NF-A4WU-01	TCGA-NF-A4WX-01	TCGA-NF-A4X2-01	TCGA-NF-A5CP-01	TCGA-NG-A4VU-01	TCGA-NG-A4VW-01	TCGA-QM-A5NM-01	TCGA-QN-A5NN-01
ZNF250	285.735	208.342	335.035	416.167	210.74	426.764	310.302	252.431	298.033	165.596	465.957	265.633	342.122	289.595	348.205	577.29	308.549	384.184	382.65	552.833	519.174	251.903	272.118	368.414	390.777	323.784	337.785	284.197	412.868	228.487	425.185	292.174	178.771	223.33	225.024	299.991	125.767	732.06	251.269	241.305	103.008	444.765	509.536	289.11	786.486	482.203	381.341	191.643	208.746	355.151	441.786	323.683	526.339	307.497	724.241	482.001	748.261
CACTIN	808.839	882.092	574.969	512.901	511.101	914.713	674.99	796.28	620.058	615.466	368.93	662.434	665.123	482.881	501.032	462.604	740.661	520.688	599.332	560.081	612.226	704.628	722.48	598.139	469.263	653.174	563.136	666.345	505.457	875.195	467.725	533.475	649.956	603.747	679.428	455.265	753.646000000001	380.706	516.09	957.074	707.904	523.006	548.221	588.322	541.253	612.403	831.169	718.736	569.164	346.941	535.769	949.098000000001	355.178	738.929	638.451	1091.5	660.351
RBM25	2374.61	1401.77	1329.62	1326.62	1141.05	874.349	2262.87	1540.66	1867.89	1648.15	1820.42	1302.17	1734.28	1908.85	1463.06	1898.89	1865.66	1746.51	1740.4	2632.56	2662.41	1224.13	1597.09	1003.54	1679.38	1774.61	1700.1	2560.29	2005.66	1841.26	1368.9	1823.83	2148.18	1397.19	2824.75	1613.29	952.286	2778.77	1555.15	1851.95	1427.94	2452.97	1909.64	2702.14	1805.67	851.421	1302.55	1701.58	1699.33	3038.59	3956.37	1901	1821.2	1626.67	1784.33	1377.21	1280.44
RBM26	850.929	906.025	569.186	485.84	421.419	349.609	974.251000000001	778.547	609.933	615.817	666.879	963.393	641.221	672.743	960.380000000001	750.231	686.063	638.946	388.147	748.121	578.011	569.943	495.042	313.691	912.433	1089.05	837.576	1872.21	754.67	781.201	618.051	1034.97	354.925	238.407	787.843	780.673	469.952	840.673	621.332	1909.77	1208.81	1543.97	449.438	1974.03	1009.94	596.253	771.91	724.154	573.487	610.994	1073.57	606.413	664.644	1067.46	684.827	247.344	428.707
LHPP	434.584	238.839	401.074	343.612	529.822	583.333	332.303	297.145	265.67	135.325	124.11	530.055	614.561	338.817	106.892	630.194	418.822	195.92	257.93	130.147	574.817	415.497	287.687	1622.95	192.133	233.064	238.798	239.965	542.716	569.813	360.238	199.001	222.272	410.773	425.849	303.001	323.53	456.594	608.784	206.308	284.617	247.444	372.191	167.67	236.581	623.385	466.763	349.436	500.48	443.231	319.635	337.475	332.929	233.265	356.146	658.205	225.486
NFKBIZ	58.2252	350.199	39.653	98.8043	266.435	21.4844	83.5477	1255.19	110.415	75.2197	311.027	77.8063	267.52	140.952	490.301	200.369	734.555	228.573	98.773	881.4	87.7464	140.406	27.1118	205.583	284.942	77.1197	43.7882	209.768	330.058	847.894	417.097	272.101	533.718	292.74	409.77	86.0625	153.421	241.999	445.659	51.2484	204.568	300.102	1025.71	48.147	157.058	448.32	111.977	508.795	62.44	380.196	299.848	226.854	466.829	66.4264	39.1715	247.344	473.235
SMURF2	298.492	218.325	332.094	248.584	302.133	223.307	592.386	417.82	419.479	297.715	544.469	277.725	223.853	278.346	895.584	528.163	388.29	484.946	444.491	546.168	161.04	316.173	160.663	400.975	461.356	826.587	365.58	584.209	859.768	375.585	368.805	393.795	607.365	546.604	434.577	451.701	222.326	467.977	247.318	540.517	202.951	467.791	418.071	400.802	467.694	215.116	546.801	440.632	426.513	381.685	505.327	468.938	371.764	316.169	455.2	128.099	384.178
S100PBP	635.567	465.956	470.467	555.695	493.687	326.823	825.565	617.215	602.218	837.61	533.418	758.071	422.424	448.644	394.139	615.882	448.994	562.167	707.429	621.564	482.664	519.501	721.978	429.331	597.747	819.344	390.529	770.625	869.61	723.089	614.156	428.715	429.015	510.07	658.756	698.175	428.502	395.04	727.383	565.484	711.947	712.679	716.292	1065.15	766.899	470.93	568.735	448.759	805.476	793.15	1225.77	878.557	503.236	468.589	467.807	312.279	400.284
ILRUN	2441.6	4509.12	4062.37	5474.51	2884.63	3470.05	4268.49	3827.85	3743.49	5102.99	5046.44	4719.71	3063.61	2599.38	2757.33	4293.17	2225.22	6633.92	3066.36	3850.56	1646.9	4744.15	3019.96	3724.86	2522.24	3612.7	2508.66	5368.2	3575.46	3780.03	3057.54	3182.76	2410.38	5370.49	3068.68	3411.94	2666.83	3697.86	1943.74	5445.47	5107.34	2114.01	3563.67	2988.91	2976.14	3549.74	2815.97	2379.68	2906.34	2740.29	3371.89	3407.62	2250.81	6598.35	2337.24	2595.04	4453.81
ARMCX5	208.348	162.156	174.308	178.729	335.655	130.208	437.091	204.585	141.755	646.046	521.942	129.137	177.427	244.998	286.422	209.141	420.618	300.94	312.604	175.474	234.489	283.931	181.75	349.136	315.873	237.324	250	288.28	181.725	227.379	304.547	302.499	271.517	184.075	254.499	207.263	230.939	331.378	359.441	357.424	318.577	664.622	261.704	453.173	308.151	209.948	237.037	342.212	218.06	346.941	207.509	341.082	144.822	175.077	284.106	239.669	218.38
RSRC2	2199.58	2130.5	1339.12	1076.15	1157.6	1533.85	2785.4	2097.75	1003.86	1502.64	1529.27	2406.59	1348.63	1036.02	1782.5	1850.42	1327.59	1832.56	1474.54	2238.53	1433.39	1571.5	529.183	963.669	1365.09	1450.79	1807.54	1878.25	2572.63	1530.03	2323.82	1808.68	1458.74	1563.93	1309.7	1878.61	1162.77	1407.73	2041.69	1613.67	1484.94	1279.65	1096.44	1409.78	1671.47	986.434	1360.27	1353.05	1869.36	1120.73	2369.86	1414.03	1504.05	1478.37	1337.24	1430.93	1055.9
DBNDD1	513.153	426.393	708.385	445.563	1073.14	302.083	398.858	780.709	855.834	1252.02	332.802	34.0403	752.458	625.611	231.944	2155.59	1206.54	232.986	694.491	1250.76	697.993	542.382	951.927	1121.4	1442.58	1194.72	3176.17	323.711	362.748	576.443	308.441	704.288	944.099	1321.78	1459.92	846.366	552.854	2158.6	354.179	454.665	733.778	486.196	438.67	703.199	956.759	534.884	335.931	448.759	518.252	3010.8	1.0147	317.435	465.615	614.83	2573.62	2349.47	553.766
C1ORF35	769.905	584.154	983.478	696.035	838.05	1231.12	863.798	519.031	1172.61	491.74	459.462	1361.61	595.255	884.393	773.009	469.991	437.5	732.052	565.943	729.272	700.73	355.174	1923.43	1173.68	354.22	665.53	901.731	292.709	556.776	471.139	325.577	366.028	687.223	785.48	616.952	573.41	1695.17	822.122	626.999	431.012	350.515	608.896	330.993	535.107	366.302	464.47	422.896	386.005	506.244	1174.84	535.261	828.457	260.113	357.363	647.006	1910.27	258.171
THOC6	897.226	953.739	1269.12	712.328	1878.22	1382.04	630.799	550.96	1514.43	516.151	384.958	1699.73	1054.47	1968.45	430.33	516.108	810.97	1181.74	576.853	964.232	2393.06	546.682	2162.95	1000.15	398.545	952.501000000001	1688.03	614.978	1070.04	552.02	876.078	637.401	1045.92	1118.32	922.066	1703.2	1144.23	1111.66	547.869	289.229	882.624	650.716	1069.26	1581.05	383.474	905.846	352.442	1121.7	938.602	705.11	603.313	783.319	709.13	296.71	612.697	1669.63	867.769
SAP130	792.003	916.77	1546.47	967.275	788.42	949.87	988.884	1393.17	762.295	1342.71	1359.69	725.652	934.941	1120.5	907.553	1026.78	719.468	893.553	937.813	1160.1	765.511	700.468	1431.91	636.243	575.212	1480.61	614.053	1247.74	1106.87	1235.96	1106.81	1456.12	884.206	942.857	1054.29	996.084	431.193	708.29	1145.11	1187.47	1040.63	1127.3	1000.94	2050.47	994.532999999999	651.809	899.663	883.521	1035.06	973.818	1140.54	875.351	752.427	1456.23	1076.99	644.628	729.986
CCNJL	209.751	459.118	519.62	560.73	352.199	342.448	199.193	408.305	1063.65	227.065	287.748	382.548	377.378	407.737	730.912	981.533	607.399	301.822	351.836	466.285	213.504	105.564	441.822	486.486	542.795	548.36	367.108	250.433	220.39	289.782	67.7636	364.345	192.99	134.426	1112.63	249.53	250.318	204.055	289.415	183.969	281.383	257.669	158.24	160.912	318.589	145.349	197.787	397.743	263.209	323.117	275.495	212.425	135.518	82.3893	116.164	265.643	222.17
BEND5	154.332	358.014	252.375	323.474	272.965	509.115	326.166	362.024	175.024	308.963	210.817	593.273	412.772	258.337	437.474	121.422	154.454	320.797	325.96	156.625	15.9672	66.5627	509.602	259.194	180.273	253.941	348.269	247.614	270.655	126.755	815.889	348.357	198.758	403.747	441.008	193.004	26.3776	92.7523	335.155	244.415	168.991	203.476	156.367	104.741	281.809	127.907	159.307	124.153	758.405	137.486	231.355	259.719	88.1877	36.0453	255.29	389.02	115.111
AAGAB	1079.27	1377.84	1635.27	719.32	861.994	826.823	899.672	1214.97	987.946	1189.1	920.625	874.24	940.917	775.9	873.71	1972.76	1260.06	439.055	979.549	954.112	612.683	809.152	1240.12	1249.89	992.686	1208.78	829.43	1371.34	521.977	957.878	704.118	1153.2	825.2	699.297	1001	1348.48	672.36	548.082	1124.06	423.565	859.511	899.795	1103	2635.84	817.594	1245.48	1125.54	1688.94	1289.63	1161.93	1072.55	688.577	1127.83	703.399	1118.42	924.439	817.622
PALB2	300.947	201.23	283.354	188.169	309.099	348.958	278.492	255.19	259.402	209.842	401.233	258.814	164.097	340.151	389.187	251.616	343.75	293.439	214.107	587.457	345.803	145.606	106.439	88.1701	533.702	347.678	223.014	469.461	581.38	267.941	187.713	428.715	374.445	424.824	147.003	296.381	252.472	307.347	257.033	515.55	323.024	361.452	375	365.748	165.01	274.548	330.928	353.047	303.074	358.853	600.71	256.513	206.311	308.96	366.952	145.809	230.223
CBLL1	634.163	614.436	838.496	397.105	317.37	574.87	458.804	727.076	385.246	517.399	357.454	289.072	434.835	487.328	612.051	434.903	524.066	488.917	936.143999999999	818.131	441.15	355.174	454.876	453.7	691.836	678.313	343.686	585.417	519.868	694.228	392.172	608.363	841.615	552.225	276.089	843.31	626.603	416.12	455.778	598.336	779.867	517.894	707.865	1674.59	596.422	394.703	714.959	505.192	496.158	394.094	744.8	537.074	548.544	591.143	633.498	585.006	417.338
ZC3H14	861.452	1577.61	1278.4	1121.46	946.016	529.297	1211.21	897.059	926.23	751.493999999999	862.820000000001	1046.6	733.152	878.168000000001	1184.89	1002.31	1442.89	1186.11	1255.43	963.536	1363.14	743.11	983.557	988.48	928.642	713.677	1160.9	1241.29	1015.48	908.736	905.462	790.956	655.723	690.398	1006.05	684.935	869.385	1854.2	733.86	1416.56	1268.65	1416.16	812.266	1511.14	1060.64	527.132	835.016999999999	1114.67	1104.23	613.972	1242.01	1117.43	1057.44	981.462	1088.7	981.7	842.729
PYROXD1	434.399	260.779	255.419	119.465	222.808	168.516	145.807	295.77	212.488	332.731	184.388	71.3819	486.055	197.056	420.59	510.545	329.447	239.662	307.517	222.008	505.771	458.804	276.747	433.398	225.041	228.227	214.628	95.5107	193.722	327.227	271.993	224.661	325.488	296.295	375.95	362.511	785.401999999999	247.847	143.275	175.659	317.134	109.514	355.885	67.9421	132.987	215.859	184.885	234.817	1035.54	632.585	323.785	175.671	387.832	208.63	168.856	293.306	153.235
THOC7	936.514	1062.32	726.972	913.782	1205.49	573.568	1109.25	1367.21	295.082	952.900000000001	1090.21	1161.15	1817.02	935.526999999999	561.7	813.943	1056.75	552.018	1067.61	436.666	1342.15	641.186	1054.85	778.024	1395.14	460.162	1495.42	670.371000000001	687.533	602.184	1258.69	714.385	968.5	800	754.767	910.531	1810.9	1616.42	503.947	6082.35	501.314	777.607	902.622	826.101	968.191	1022.61	823.088000000001	860.497	947.166000000001	391.612	561.644	1049.3	811.084	804.325	1395.77	1199.53	1438.65
RUFY1	732.375	1247.92	1313.51	1224.04	1406.18	1371.09	809.516000000001	1632.35	1317.26	433.392	919.775	1518.3	877.484	1630.5	1467.6	1632.04	2746.77	1280.98	1601.84	1327.95	1727.65	890.276	1778.34	1646.88	1358.37	1644.23	1652.24	709.426	869.259	1048.36	957.648	1419.51	1261.76	643.56	2024.5	681.37	1432.47	971.791	1095.32	822.602	981.201	1091.51	1350.66	3121.53	1554.67	1217.7	1066.28	1260.05	1476.46	679.985	1233.38	771.944	1303.8	660.144	2121.57	1489.37	1278.54
ITPKC	2439.14	875.254	579.1	627.439	1719.63	1046.22	893.536	586.505	880.906999999999	3764.5	636.702	934.756	1362.42	829.257	1693.77	796.861	702.586	1386.88	524.624	948.727	398.266	918.877	1504.71	1836.95	457.007	1892.63	1474.54	395.378	568.726	563.572	1430.82	1634.08	1734.25	702.576	1448.44	925.808	833.318	1204.09	2615.66	763.031	2601.58	1378.32	2558.99	998.839	1509.94	4109.82	1259.84	648.307	524.015	1846.38	767.631	656.914	665.858	399.588	618.64	2102.13	828.044
EEPD1	829.183	948.029	877.323	332.914	208.533	270.182	303.981	736.592	294.6	433.743	822.442	224.233	936.78	500.667	341.312	156.048	566.092	537.456	512.938	241.894	90.3285	219.969	694.866	391.67	380.312	244.567	332.994	461.408	289.284	362.714	688.151	418.197	423.691	242.623	268.739	381.425	207.253	299.337	389.8	438.02	789.569	551.125	246.723	402.914	710.239	711.24	399.808	134.086	278.578	210.448	636.225	395.591	986.65	619.465	540.747	1697.76	649.455
EGFL8	169.646	203.614	320.64	257.841	405.142	1105.83	614.609	136.086	570.747	114.098	125.045	654.156	979.298000000001	466.132	127.276	132.784	122.924	428.87	150.685	289.393	380.078	190.77	672.258	279.322	279.197	269.544	378.956	178.339	387.578	126.568	98.1053	152.007	223.882	293.808	493.704	234.309	320.181	286.297	145.383	101.095	122.038	99.0644	236.76	41.3135	338.698	364.141	241.647	155.571	142.872	415.719	248.326	53.8196	99.017	67.6777	73.0527	353.412	283.865
CSRNP2	2337.78	1013.48	1570.01	1086.85	760.993	1395.18	1162.59	1946.37	1455.16	1364.85	1695.46	1076.86	1558.24	1061.36	1692.12	1279.32	1022.63	862.665	1449.5	1042.97	1236.31	1228.81	1235.6	1056.71	629.373	1265.45	992.362000000001	3134.84	1126.56	1943.06	1082.66	1679.52	1499.11	1608.9	1025.34	1332.7	427.964	741.596	1183.16	2608.41	1402.87	588.957	823.97	1210.85	1070.08	1056.85	597.595	809.029	842.459	1166.4	1472.35	1043.29	1411.41	1019.57	995.497	953.955	834.202
ABHD17A	1110.14	805.898	611.731	1008.81	917.283	1136.72	409.242	541.955	588.235	489.631	393.582	962.853	1421.72	727.879	475.444	625.115	937.858999999999	406.401	467.863	352.743	765.055	1000.52	1165.31	1456.36	655.07	486.152	667.515	414.301	367.317	619.735	603.252	516.646	835.404	750.82	945.871000000001	774.562	706.813	646.315	629.832	843.627	601.981	551.125	716.76	309.154	435.885	956.718	677.249	781.49	744.476	459.61	342.466	903.006	386.327	593.203	671.319	1859.5	1025.58
RTL6	1023.5	727.75	1061.54	844.556	523.727	315.104	1008.71	2119.81	491.803	1219.33	448.411	532.217	475.285	697.643	939.331	2413.2	813.578	831.336	828.464	1231.46	682.025	729.589	638.132	531.236	892.667	1247.98	565.682	2083.59	1344.84	881.434999999999	1773.54	1666.9	800.355	927.869	1189.34	613.641	940.443	820.014	941.915	2144.98	1016.78	2579.75	954.12	893.675	946.819	902.455	1994.81	794.582	1100.38	1465.69	1216.64	811.222	1072.41	1238.41	1013.96	569.658	1125.53
FYTTD1	1438.09	1958.09	2017.76	926.997999999999	1252.07	1500.65	2084.44	2489.19	1295.56	3087.52	986.505000000001	1430.23	637.544	1813.69	1619.48	2141.74	1457.97	2327.65	1613.52	654.325	704.836	2344.77	613.029	2047.85	2149.04	1742.65	1385.44	2782.94	1423.22	3250.78	1574.92	1836.45	2133.1	4092.74	1990.97	1685.09	671.284	985.281999999999	2452.54	2699.08	1418.23	1184.05	1041.2	1272.94	2089.96	1158.27	2523.52	1140.41	1477.43	1014.02	1579.91	1480.56	2065.53	2050.98	1784.33	1433.88	1672.67
POLDIP3	1566.82	1930.25	1958.28	2838.89	1535.48	2675.78	1558.14	2823.96	1707.33	1013.36	682.606	1791.71	1663.5	1541.57	1389.6	3132.96	1555.32	1815.79	1219.95	1843.15	1742.7	1799.27	2255.3	1869.3	1006.92	2210.06	1649.69	2786.17	2368.76	1929.41	3083.24	1820.46	1413.04	4207.03	2424.17	1345.43	2262.55	1178.8	3415.1	3411.3	1650.7	2528.63	1680.24	1874.78	3152.09	2004.52	2133.33	2511.96	2069.16	2511.97	1724.51	1967.54	1858.82	1950.05	2944.62	1823.49	2360.02
SARNP	1804.84	1631.98	1816.11	1876.9	1453.13	1659.65	1136.97	1370.24	1236.48	1608.3	1080.55	3235.86	3430.44	1325.6	1250.21	1775.99	1393.84	1969.78	1346.58	1540.13	1613.29	1233.78	2347.63	2325.95	1004.67	1421.93	2915.38	961.078000000001	984.298000000001	1503.89	1246.63	663.486	928.509	1981.04	2778.49	1621.83	2304.68	918.808	955.135	881.818	1224.26	851.068	1573.54	900.479	1412.53	2020.58	942.303	1150.84	850.956	1649.04	1304.34	1480	1097.27	758.177	1002.83	2274.79	1246.78
ZNF528	184.847	278.401	892.193	61.674	60.9491	48.8281	729.272	507.353	880.424	142.707	286.048	311.765	426.561	244.998	78.4152	352.724	304.238	533.485	574.29	395.826	415.602	393.136	535.71	83.7395	566.12	404.772	554.99	518.581	567.321	13.6505	85.6781	734.58	528.394	225.761	618.79	460.358	250.857	402.207	245.294	327.639	1104.1	76.6871	508.427	208.637	688.37	28.4238	386.724	42.8894	56.196	852.215	894.977	240.08	122.168	285.788	346.24	118.064	216.959
TMEM209	417.748	418.09	551.425	425.425	256.857	453.125	573.033	662.63	558.341	443.937	472.638	409.023	298.317	356.603	763.516	625.115	667.744	412.579	755.843	650.286	648.266	212.689	250.031	320.337	425.776	526.63	231.161	301.164	469.252	1152.89	461.883	689.562	755.989	462.295	412.067	1390.24	404.816	701.544	405.991	446.342	415.605	599.182	480.805	1343.47	463.221	276.486	903.126	666.366	889.529	494.354	839.168	497.395	621.359	326.468	774.426	476.387	352.913
UBE3B	1267.98	1247.92	1289.14	543.738	854.158	719.401	1309.39	1118.51	385.728	680.492	608.649	453.87	987.342	546.465	1222.86	1030.01	988.506	933.267	861.853000000001	1325.26	519.617	1751.43	539.224	514.843	898.992	912.228	614.053	1185.33	932.88	691.888	1053.06	938.629	1353.15	1225.76	452.952	1028.17	742.88	532.904	924.104	996.058	1629.67	437.628	892.322	560.448	1271.37	688.63	930.062	1140.86	683.958	567.812	1394.22	741.082	1092.64	1129.25	1031.52	572.609	460.445
ZNF160	210.102	449.349	868.236	395.846	642.577	316.406	535.744	874.567	708.293	359.227	389.757	531.136	746.482	411.294	800.66	511.542	623.922	522.453	544.658	768.765	412.865	495.58	479.478	606.114	732.556	661.27	538.697	443.693	513.893	420.437	320.904	625.613	534.605	302.576	825.512	526.05	232.015	773.216	355.394	545.773	1714.57	658.487	610.955	2278.96	669.483	273.902	517.172	679.007	109.03	1131.16	694.064	369.539	508.9	524.202	482.215	422.668	385.599
CCDC32	369.162	255.812	221.747	421.901	252.403	266.302	270.803	228.365	676.418	233.051	323.655	430.161	433.819	811.974	467.268	389.349	482.288	140.091	501.565	285.21	523.162	328.783	432.057	356.123	486.74	417.712	353.712	243.431	156.108	204.45	322.2	373.811	339.685	476.497	604.374	190.896	433.691	211.091	381.53	208.778	156.301	365.736	402.645	244.152	274.602	488.908	433.632	335.481	253.766	241.98	312.775	125.11	433.406	222.513	477.064	356.334	313.908
TMEM259	2774.11	3651.94	2516.73	2912.52	2321.29	3278.65	1865.9	1832.18	2073.29	1413.36	1547.98	3136.03	2999.72	3302.8	1843.17	1863.34	3371.05	1906.25	1620.62	2059.91	3531.02	3537.7	3474.83	2542.76	2328.52	1790.37	4887.47	1868.58	1484.03	2562.4	1752.51	1838.13	2453.42	2055.27	2952	1785.92	3495.84	2388.79	2364.7	2833.11	1691.93	1240.29	2590.36	2092.28	1819.58	2890.83	2904.47	3936.79	3122.96	2852.46	1721.46	3109.02	1547.33	2284.76	1652.41	4699.53	3031.74
MYADM	952.297	1126.3	3199.92	2296.41	3555.07	563.802	1345.73	5458.05	2410.8	2564.15	2817.55	4474.4	1503.08	1345.93	3444.49	1738.23	1209.05	1395.27	1675.71	2723.66	1342.15	5819.03	2589.68	171.91	3093.5	6269.71	3858.96	2584.05	2633.44	1491.42	4651.54	1989.59	1654.84	3498.83	4843.28	4598.99	768.181	895.903	1007.08	4597.46	9742.47	3128.83	6031.37	3343.26	2756.96	2043.28	1698.89	3866.82	2444.28	2733.34	2416.54	1985.57	3953.88	1742.02	1231.43	1864.23	3163.9
TADA2B	981.059	635.927	615.035	602.895	399.216	562.5	624.484	833.045	746.384	668.19	1053.24	552.749	610.424	521.565	759.389	517.544	866.739	551.576	894.825	516.549	526.46	680.707	357.475	736.376	719.114	650.192	739.308	862.02	390.165	859.594	766.04	636.131	886.868	806.089	384.964	613.641	462.416	591.506	735.074	803.328999999999	929.452	649.284	639.981	365.748	568.588	699.612	548.341	812.19	652.738	561.36	688.99	629.659	542.071	761.586	788.384	547.226	543.344
KTI12	509.295	351.665	614.622	304.594	285.59	610.026	222.322	213.668	162.97	470.299	408.458	215.048	159.041	321.921	288.485	237.304	255.747	213.57	242.905	214.967	494.069	262.091	724.489	244.129	330.895	259.48	265.784	202.52	243.238	244.54	178.366	249.488	183.673	414.988	229.692	494.477	572.771	247.901	196.721	208.06	351.728	310.327	326.311	228.487	170.477	430.233	219.336	277.652	345.821	171.237	229.833	349.098	216.424	186.921	180.099	210.154	253.908
C12ORF57	3940.02	2988.66	4034.7	3209.57	2659.99	3833.98	3212.57	4458.05	3216.01	2605.27	2394.22	6639.47	4260.56	2829.26	3595.13	1823.18	1461.57	3336.37	1959.1	1788.4	3991.79	2257.41	16019.6	4932.21	1141.33	5938.22	4396.64	874.099	1223.92	709.828	1730.31	2127.17	1956.52	3542.86	9518.43	3478.15	6313.4	1039.25	1582.27	952.256	1728.32	1051.12	1972.38	3358.89	1773.36	5272.61	2201.06	2122.8	6206.53	3104.11	3775.75	1751.1	1158.17	798.661	2058.08	5817.59	3701.56
HELQ	184.146	175.344	253.614	171.177	171.093	184.896	249.699	144.031	123.433	267.838	282.223	142.645	142.953	163.628	281.882	198.984	224.497	263.433	204.09	210.03	187.044	169.527	176.729	282.676	329.314	187.899	166.497	248.822	142.709	162.246	139.032	145.149	167.702	164.403	115.305	118.145	210.483	126.059	258.247	300.044	311.3	137.526	276.685	237.779	196.819	155.685	234.343	227.54	211.335	161.31	216.641	205.21	213.188	349.125	221.072	116.883	191.379
CYGB	329.358	317.455	1409.34	1402.14	1424.47	2635.42	473.437	313.997	721.784	301.582	204.867	299.338	854.028	779.902	298.803	98.7996	323.994	306.235	192.813	237.855	729.471	462.298	2495.15	46.965	394.544	745.207	474.033	280.098	268.194	172.387	152.211	498.896	316.327	862.295	356.482	458.321	484.455	165.268	207.245	205.383	309.278	531.672	663.858	266.92	163.022	2314.6	153.92	268.623	405.379	103.735	1126.33	109.399	799.353	1121.01	119.316	61.3932	342.965
SMIM19	608.909	573.897	610.078	455.003	257.292	1048.83	1214.04	471.886	411.283	593.322	682.606	907.74	2907.33	1401.96	602.146	450.6	637.572	627.473	691.569	340.626	577.555	952.158	1259.7	1275.14	806.879	370.686	511.202	255.264	975.763	131.435	463.051	445.965	354.037	1156.44	900.392	541.328	340.756	1722.66	409.634	801.139	230.443	611.452	632.023	482.314	933.896999999999	284.238	125.06	230.7	774.736	727.137	473.364	733.868	381.068	1459.84	1324.63	1375.44	1014.68
RMI2	399.158	296.961	574.143	429.201	813.67	802.083	1020.51	386.246	969.142	376.45	504.516	1677.7	823.245	735.438	85.4313	614.497	306.394	1227.59	297.579	586.559	187.956	234.529	492.03	308.374	262.107	400.085	443.483	601.924	913.196	547.582	431.117	974.391	1136.2	2164.4	888.907	694.611	1050.26	951.975	570.33	297.854	374.368	486.196	259.363	454.862	287.773	613.049	322.463	442.889	550.913	930.14	847.793	183.166	248.786	248.713	483.566	870.72	280.436
JDP2	376.71	1458.92	292.441	1234.74	551.154	319.01	463.053	177.768	340.887	279.789	903.198	175.605	997.455	325.478	324.391	396.584	439.296	1549.71	667.362	318.636	1227.19	1517.42	261.077	2621.18	768.531	350.234	827.902	630.108	797.201	697.738	1101.74	297.871	487.578	525.995	306.409	446.608	484.487	469.664	1297.31	557.6	1053.16	328.221	589.888	585.366	835.487	621.447	753.439	643.341	628.722	110.187	378.488	771.543	776.294	856.849	357.046	1278.04	492.658
IQCK	404.42	228.582	274.267	123.977	437.963	194.661	128.39	529.844	532.787	216.52	289.024	166.419	313.945	380.614	112.67	537.396	691.81	164.149	324.291	551.554	514.142	429.017	178.737	144.44	352.243	511.717	344.195	257.68	770.839	289.392	246.13	460.269	408.607	888.525	811.271	429.803	188.95	617.224	316.13	340.78	355.367	404.397	472.378	89.9588	219.185	335.917	272.824	299.774	187.32	674.029	566.21	98.1964	302.589	348.61	389.014	334.12	198.01
ZC3H18	1115.4	1104.32	604.296	704.846	906.835	1123.05	1510.94	1661.33	691.418	973.99	774.838	1827.91	1019.98	1035.13	826.249	1095.11	1136.85	840.161	990.401	1016.49	1330.75	1116.48	582.402	582.189	1009.29	1091.18	1230.65	1042.8	645.705	1027.3	753.189	1604.21	1716.5	2194.38	1476.92	1678.47	815.015	1244.14	1399.31	1152.87	1622.8	814.417	971.91	1272.52	3223.16	620.801	1440.31	843.792	1089.82	1144.06	778.285	1477.76	711.974	1184.86	1175.6	1012.4	748.934
HEXIM2	144.013	261.443	134.023	263.499	363.165	297.65	193.165	53.417	197.165	55.174	288.879	448.251	191.709	212.881	67.3875	199.243	255.614	227.016	168.552	68.4394	175.433	149.329	211.141	234.71	147.701	156.668	111.415	227.958	121.882	124.029	107.717	203.137	126.473	197.888	152.405	131.777	247.196	77.4228	490.322	174.669	139.814	118.701	96.6526	134.795	106.913	524.238	582.742	136.131	256.782	179.213	260.71	90.3206	160.643	116.983	220.401	166.145	182.492
