TCGA-2G-AAEW-01	TCGA-2G-AAEX-01	TCGA-2G-AAF1-01	TCGA-2G-AAF4-01	TCGA-2G-AAF6-01	TCGA-2G-AAF8-01	TCGA-2G-AAFG-01	TCGA-2G-AAFH-01	TCGA-2G-AAFI-01	TCGA-2G-AAFJ-01	TCGA-2G-AAFL-01	TCGA-2G-AAFM-01	TCGA-2G-AAFN-01	TCGA-2G-AAFO-01	TCGA-2G-AAFV-01	TCGA-2G-AAFY-01	TCGA-2G-AAFZ-01	TCGA-2G-AAG0-01	TCGA-2G-AAG3-01	TCGA-2G-AAG5-01	TCGA-2G-AAG6-01	TCGA-2G-AAG7-01	TCGA-2G-AAG8-01	TCGA-2G-AAG9-01	TCGA-2G-AAGA-01	TCGA-2G-AAGC-01	TCGA-2G-AAGE-01	TCGA-2G-AAGF-01	TCGA-2G-AAGG-01	TCGA-2G-AAGI-01	TCGA-2G-AAGJ-01	TCGA-2G-AAGK-01	TCGA-2G-AAGM-01	TCGA-2G-AAGN-01	TCGA-2G-AAGO-01	TCGA-2G-AAGP-01	TCGA-2G-AAGS-01	TCGA-2G-AAGT-01	TCGA-2G-AAGV-01	TCGA-2G-AAGW-01	TCGA-2G-AAGX-01	TCGA-2G-AAGY-01	TCGA-2G-AAGZ-01	TCGA-2G-AAH0-01	TCGA-2G-AAH2-01	TCGA-2G-AAH3-01	TCGA-2G-AAH4-01	TCGA-2G-AAH8-01	TCGA-2G-AAHA-01	TCGA-2G-AAHC-01	TCGA-2G-AAHG-01	TCGA-2G-AAHL-01	TCGA-2G-AAHN-01	TCGA-2G-AAHP-01	TCGA-2G-AAHT-01	TCGA-2G-AAKD-01	TCGA-2G-AAKG-01	TCGA-2G-AAKH-01	TCGA-2G-AAKL-01	TCGA-2G-AAKM-01	TCGA-2G-AAKO-01	TCGA-2G-AAL5-01	TCGA-2G-AAL7-01	TCGA-2G-AALF-01	TCGA-2G-AALG-01	TCGA-2G-AALN-01	TCGA-2G-AALO-01	TCGA-2G-AALP-01	TCGA-2G-AALQ-01	TCGA-2G-AALR-01	TCGA-2G-AALS-01	TCGA-2G-AALT-01	TCGA-2G-AALW-01	TCGA-2G-AALX-01	TCGA-2G-AALY-01	TCGA-2G-AALZ-01	TCGA-2G-AAM2-01	TCGA-2G-AAM3-01	TCGA-2G-AAM4-01	TCGA-2X-A9D5-01	TCGA-2X-A9D6-01	TCGA-4K-AA1G-01	TCGA-4K-AA1H-01	TCGA-4K-AA1I-01	TCGA-4K-AAAL-01	TCGA-S6-A8JW-01	TCGA-S6-A8JX-01	TCGA-S6-A8JY-01	TCGA-SB-A6J6-01	TCGA-SB-A76C-01	TCGA-SN-A6IS-01	TCGA-SN-A84W-01	TCGA-SN-A84X-01	TCGA-SN-A84Y-01	TCGA-SO-A8JP-01	TCGA-VF-A8A8-01	TCGA-VF-A8A9-01	TCGA-VF-A8AA-01	TCGA-VF-A8AB-01	TCGA-VF-A8AC-01	TCGA-VF-A8AD-01	TCGA-VF-A8AE-01	TCGA-W4-A7U2-01	TCGA-W4-A7U3-01	TCGA-W4-A7U4-01	TCGA-WZ-A7V3-01	TCGA-WZ-A7V4-01	TCGA-WZ-A7V5-01	TCGA-WZ-A8D5-01	TCGA-X3-A8G4-01	TCGA-XE-A8H1-01	TCGA-XE-A8H4-01	TCGA-XE-A8H5-01	TCGA-XE-A9SE-01	TCGA-XE-AANI-01	TCGA-XE-AANJ-01	TCGA-XE-AANR-01	TCGA-XE-AANV-01	TCGA-XE-AAO3-01	TCGA-XE-AAO4-01	TCGA-XE-AAO6-01	TCGA-XE-AAOB-01	TCGA-XE-AAOC-01	TCGA-XE-AAOD-01	TCGA-XE-AAOF-01	TCGA-XE-AAOJ-01	TCGA-XE-AAOL-01	TCGA-XY-A89B-01	TCGA-XY-A8S2-01	TCGA-XY-A8S3-01	TCGA-XY-A9T9-01	TCGA-YU-A90P-01	TCGA-YU-A90Q-01	TCGA-YU-A90S-01	TCGA-YU-A90W-01	TCGA-YU-A90Y-01	TCGA-YU-A912-01	TCGA-YU-A94D-01	TCGA-YU-A94I-01	TCGA-YU-AA4L-01	TCGA-YU-AA61-01	TCGA-ZM-AA05-01	TCGA-ZM-AA06-01	TCGA-ZM-AA0B-01	TCGA-ZM-AA0D-01	TCGA-ZM-AA0E-01	TCGA-ZM-AA0F-01	TCGA-ZM-AA0H-01	TCGA-ZM-AA0N-01
DOCK1	676.586	1152.08	908.91	773.253	518.389	1807.2	523.368	1744.51	267.943	2607.77	797.985	318.819	212.963	480.433	1046.7	779.123	1723.65	473.118	1938.83	2619.35	2377.19	848.536	703.11	774.131000000001	1215.67	1040.6	1078.31	701.006	1318.48	1829.93	1578.72	626.164	2465.28	472.873	1014.54	1222.93	1409.96	865.92	1448.86	714.286	2679.73	2091.42	898.329	1344.51	1409.5	714.416	1183.3	741.728000000001	1102.9	590.869	404.04	516.145	308.567	524.731	366.426	914.345	460.34	979.746	579.655	822.186	811.233	2616.4	381.847	137.888	842.022	561.756	2034.38	679.235	1182.98	1528	1072.48	1032.16	1972.59	1885.52	799.293	1452.32	554.967	1743.56	892.353999999999	688.504	1298.84	1104.5	756.423	488.136	585.923	853.12	553.935	267.338	577.377	497.369	1896.4	2620.74	555.733	969.530000000001	656.101	355.453	801.709	685.022	817.016	1009.22	1177.02	539.8	462.818	1689.95	487.786	974.533999999999	1011.07	277.73	927.689	862.451	1007.24	920.143999999999	3631.89	1700.28	2638.93	1283.8	1246.36	866.059	2172.65	1271.29	1131.53	772.059	1329.84	909.025	626.254	3111.73	1059.86	1657.06	881.016	638.578	780.537	1130.16	1161.4	808.329	1216.55	817.164	1057.13	3048.13	2486.14	1980.36	1901.33	881.971	323.26	2813.61	797.238	785.858999999999	596.303	649.242	1314.1
TSC22D3	572.496	439.12	783.735	403.721	291.992	717.979	571.217	1129.05	464.975	2406.17	1250.71	1127.68	461.42	1110.17	1406.6	1507.14	782.266	880.943	1167.85	4009.24	2353.39	614.226	955.85	609.152	645.668	482.073	646.341	404.866	1186.41	1128.69	560.492	355.61	1174.02	537.978	245.676	2345.6	1247.02	746.579	1159.09	471.49	1255.63	1978.65	1792.48	960.843000000001	1021.16	785.13	1699.18	155.008	385.801	528.534	209.063	430.878	1597.95	123.656	475.18	809.082	689.679	859.162	673.843	862.524	914.696	2021.4	431.142	816.149	2616.11	1744.79	2294.12	488.164	1765.81	1572	2050.37	1210.67	2135.63	2742.53	921.555	2563.58	446.799	1231.33	474.329	423.568	606.429	287.037	4178.31	924.746	1510.97	235.833	77.4797	168.455	370.086	209.679	921.756	1182.38	817.167	298.701	246.421	544.753	446.154	942.695	1092.77	1086.64	815.443	2664.56	295.24	1446.83	389.101	371.116	672.114	690.878	835.698	1444.59	585.883	1100.49	173.764	693.447	2442.55	168.903	608.147	329.402	162.691	655.91	527.789	1712.01	2231.07	1922.64	648.829	1395.35	72.1831	697.101	300.455	366.249	640.595	703.938	190.934	2241.34	222.249	1155.32	294.813	1428.74	224.619	374.795	1557.41	1434.5	854.396	773.261	1856.91	1295.96	3268.48	3093.18	513.874
E2F3	810.417	766.259	806.458000000001	1247.36	545.136	698.251	939.168999999999	786.834	826.622	634.146	527.288	627.601	707.562	395.545	710.797	1366.32	642.365	1240.58	778.059	433.155	389.083	1467.78	695.359	638.926	1133.58	1220.73	768.293	579.066	664.13	1083.63	711.595	835.561	794.192	953.741	1229.17	883.2	893.617	706.93	299.432	757.817	566.484	535.343	640.668	917.255	719.793	724.518	764.065	665.334	729.055	623.793	763.599	496.468	527.916	1104.84	780.686	632.611	770.281	1279.79	1229.28	618.122	966.216	853.803	962.441	170.808	273.302	654.018	492.743	968.391	417.922	584.4	612.519	362.005	476.458	505.287	818.375	308.609	1157.17	386.649	1285.27	604.862	945.787	566.799	673.69	774.509	442.413	892.501	797.506	560.136	757.476	1002.17	795.701	497.825	376.211	1411.59	804.363	1488.68	670.94	653.405	631.466	750.541	978.343000000001	487.085	767.878	577.007	1140.72	780.275	954.665	449.095	958.809999999999	614.733	925.545999999999	522.656	984.451	1093.45	560.531	835.679	437.439	550.327	648.376	1164.73	917.533	636.029	400.545	581.275	805.184	812.03	799.296	1055.17	1507.9	1007.7	769.679	1001.82	723.901	558.457	639.088	935.168	747.255	981.38	1040.38	1013.64	814.772	745.785	739.927	757.603	812.707	931.313	1290.86	780.303	1467.26
EPHA2	90.4593	206.357	158.661	56.3097	25.4737	123.748	67.1365	65.8307	847.895	854.156	398.992	387.306	812.5	1068.63	973.008	535.545	883.251	741.547	894.338	963.053000000001	632.61	579.916	429.271	43.4411	985.098999999999	960.691	614.891	1809.88	805.978	467.879	421.074	1077.36	1587.11	268.989	307.39	969.067000000001	989.621	1397.6	705.682	380.748	869.322	1078.96	517.409	122.62	675.129	55.7632	1549	47.0797	81.7497	71.115	57.4553	59.5358	93.1951	63.4409	85.7401	374.613	1495.69	575.13	339.613	419.991	169.763	1678.3	344.288	851.553	986.572	1081.1	648.587	966.69	2993.98	2210	920.685	1625.53	858.749	706.667	795.76	1078.81	1484.77	1100.46	324.861	118.253	235.876	27.7778	262.59	149.153	102.377	146.537	23.6001	39.9674	116.182	37.5606	111.342	637.418	1238.01	824.176	29.6524	1292.18	111.111	124.885	97.05	223.614	306.968	238.974	27.2432	921.158	450.326	80.9413	91.1966	34.47	84.6682	1035.2	681.62	85.24	36.8494	209.687	1075.09	23.5679	92.1435	151.252	63.2465	79.5497	83.1601	614.583	638.944	153.754	107.859	1119.78	40.493	372.694	1155.93	597.154	112.999	169.117	57.6923	172.043	69.8775	433.302	73.1654	2521.14	1217.22	1166.39	1347.37	53.1777	101.648	69.2562	128.729	97.9798	471.79	52.2727	53.2741
NR2F6	624.541	1290.46	566.075	1068.38	831.078	2319.53	1020.03	1439.39	1627.92	927.327	1568.43	1804.87	2631.17	1617.7	1778.92	1128.72	1335.47	1211.04	1008.09	791.929999999999	685.095	1369.04	1351.11	1162.66	1374.14	1372.35	1050.06	1706.56	1753.26	1554.97	1015.82	1249.49	1823.7	1228.44	1092.37	1171.2	1313.96	2832.88	1242.61	1767.01	1067.31	419.817	1260.45	2221.53	1343.21	490.959	1940.56	1222.74	446.516	688.762	778.056	1354.19	905.242	3198.39	623.646	1605.78	1635.29	1173.34	827.234	914.133	638.514	1848.86	1282.47	5681.37	1852.29	2061.01	1368.98	2065.49	1585.09	2136.8	1029	1399.15	1239.63	1088.74	2828.98	1099.34	1872.41	1586.91	1780.25	1096	433.327	752.645	337.102	764.746	1510.05	800.458	708.449	1427.87	1227.5	807.347	995.719	1119.29	2117.96	1339.16	1051.12	2008.74	1494.87	809.38	643.865	764.659	768.832	1478.12	968.401	1746.22	1218.06	1089.88	614.128	745.045	1014.65	1660.37	1305.34	1246.3	1605.17	1763.53	739.579	1794.76	1041.71	898.25	1322.21	994.622	1429.8	1102.33	1223.84	992.409	1051.84	1766.74	1602.11	530.137	1085.79	2361.55	1016.59	899.667	694.368	410.992	1390.76	1133.86	1219.6	2135.14	1441.48	2506.27	2222.74	1260.7	2460.62	1828.37	602.21	1187.88	798.638	787.121	2526.08
FLT4	216.855	466.993	223.64	180.493	332.75	147.063	291.914	250.261	332.27	773.021000000001	550.126	437.491	342.593	298.615	260.925	732.908	357.635	340.459	522.245	692.27	648.006	282.008	465.869	453.935	367.271	264.363	505.777	413.275	479.348	462.68	270.777	227.623	448.039	500.286	297.563	690.133	388.168	93.9666	135.796	273.452	786.36	1051.99	737.465	200.215	801.128	153.147	624.773	190.095	119.995	346.356	269.484	237.134	217.076	219.893	73.556	298.246	371.43	295.808	381.593	269.316	143.581	432.005	266.041	134.161	530.016	431.548	399.542	162.155	467.62	437.2	655.998	1451.01	914.968	723.218	348.41	1680.79	193.377	937.211	484.051	230.326	308.921	54.8942	413.669	418.17	372.943	252.318	227.986	221.745	556.189	413.58	455.311	825.961	373.268	259.241	271.984	207.304	417.949	160.717	169.303	286.007	320.151	357.055	178.031	615.201	350.03	443.559	66.9478	128.031	459.497	304.433	611.107	161.507	137.232	233.048	604.487	267.43	475.267	268.99	388.23	185.116	362.578	213.235	542.579	256.416	162.207	1154.75	352.113	208.45	211.704	276.02	233.236	204.314	214.972	223.929	500.788	759.328	340.004	592.575	357.964	105.292	817.08	234.76	850.733	199.94	202.762	181.818	148.833	212.121	830.189
GAS1	166.978	311.002	223.241	359.477	177.36	270.812	235.534	535.005	105.86	2138.88	125.609	50.7749	84.1049	166.767	161.525	157.673	192.118	82.9123	904.955	1268.35	1335.9	311.297	153.28	224.527	128.134	146.436	313.222	355.609	264.674	249.535	262.718	68.8538	151.762	62.8212	94.3396	292.8	202.387	32.9081	1293.18	281.422	1465.33	1716.96	325.209	314.214	3728.26	484.493	1612.07	167	185.491	258.999	272.079	149.849	191.505	382.258	51.444	194.014	69.7989	130.005	101.184	248.554	144.848	776.424	65.7277	10.559	371.248	244.048	371.276	184.267	380.271	224	179.255	763.899	569.22	3890.57	687.633	2160.26	53.4216	1439.52	307.038	179.646	331.368	42.9894	270.298	168.678	308.044	446.022	247.579	140.626	117.947	243.525	175.762	1099.35	435.561	50.4496	102.249	40.6379	264.53	311.421	193.673	425.823	193.032	104.727	311.713	383.987	49.1411	629.724	197.153	102.425	287.872	115.385	138.158	681.023	455.853	352.707	2199.38	227.169	415.131	182.56	138.028	175.61	277.755	530.024	278.622	201.47	118.729	623.885	137.324	353.991	138.538	69.3126	332.563	41.6354	309.066	164.533	173.238	265.392	287.282	563.064	129.423	40.9165	376.803	281.453	144.689	404.697	87.8453	189.899	115.759	100	114.317
GCNT1	1225.23	1605.87	1184.77	1637.51	1645.92	643.252	1078.26	720.481	671.63	485.316	326.448	283.985	344.907	370.861	3913.45	394.183	1359.61	367.405	1019.21	459.407	412.176	425.105	754.346	1012.81	527.884	716.199	589.217	418.081	1826.63	975.614	761.962	1289.19	1041.44	448.315	2149.76	584.533	434.354	2165.99	52.2727	470.877	383.764	401.737	1121.17	1052.81	614.481	915.648	1580.31	1285.37	956.615	1487.71	755.074	1201.31	599.517	879.031999999999	828.52	673.891	459.509	698.069	1296.56	467.448	1086.57	389.2	388.106	2501.86	760.663	610.119	1796.03	636.145	799.699	1327.2	448.519	436.799	1791.29	593.103	458.657	334.437	262.693	425.644	307.848	1304.49	1333.84	1671.3	625.385	869.966	462.523	2247.97	748.97	790.467	928.041	2023.32	1326.96	846.991	481.177	385.115	1565.44	245.885	1406.84	1473.32	546.815	1247.41	1427.02	1560.36	1312.11	2699	534.108	2476.81	1185.03	1242.4	1332.27	822.034	410.176	588.156	1886.63	857.55	225.826	2896.56	2042.68	1776.66	1320.62	1049.66	2958.28	510.417	276.108	1324.5	1210.7	481.203	1964.79	1505.06	636.41	752.595	1399.42	302.608	1288.46	454.002	1328.64	716.884	1139.44	253.425	2847.31	828.151	2044.43	3057.07	655.678	1244.2	1085.64	1195.96	689.689	829.545	2036.63
GNAQ	1549.58	1692.91	1466.21	1925.09	1266.68	621.731	1343.1	1455.07	744.568	1797.91	829.554999999999	827.159	701.389	1007.83	1703.08	1014	1130.05	745.692	1184.53	1645.6	1759.97	1212.55	859.835	1310.56	1222.09	1062.2	1098.2	833.158	1061.41	1073.81	2197.24	1099.64	1182.12	633.352	1424.53	1081.6	821.484	1037.99	1207.95	719.191	1237.31	1845.35	1845.4	1368.46	1305.59	1599.76	995.009	848.323	1547.03	1414.84	1242.89	821.897	871.146	1295.7	1379.51	956.656	691.341	1429.11	1698.6	828.711	1409.63	882.45	647.105	777.019	760.663	670.387	1227.65	635.578	797.44	800	755.16	808.776	1613.49	1256.09	1045.23	1303.97	850.331	1100.46	961.62	1590.44	1930.76	1517.2	1286.74	917.153	762.34	1801.95	1235.22	882.244	1208.43	2009.29	2096.82	1338.29	607.725	707.792	1350.03	754.115	1139.32	1645.63	1150.92	1384.49	1157.25	700.756	1833.85	1409.05	704.088	2283.36	1078.02	1036.56	1157.44	743.807	1499.96	656.348	2293.24	1502.56	1109.77	1942.06	1023.28	1119.17	1758.17	1104.69	1651.56	1211.4	1631.93	641.523	951.505	1090.4	1447.18	2032.13	773.216	747.263	1732.38	899.667	1711.54	1281.45	1554.77	1127.33	1226.06	1279.78	1081.38	1195.31	1407.96	2435.8	1411.17	905.751000000001	1308.29	1207.07	1752.92	979.545	1499.45
GRK5	550.811	532.518	405.023	527.904	621.239	1157.97	579.377	629.049	1422.28	1284.72	587.07	444.576	396.605	459.362	485.433	583.391	465.517	593.341	845.804	964.998	491.952	170.711	497.3	640.879	562.862	478.618	1046.85	1233.82	534.239	556.256	913.871	723.37	945.528	548.258	472.877	517.867	503.892	390.536	211.364	213.979	484.031	442.493	1228.41	706.981	881.523000000001	395.596	612.523	669.776	495.279	412.643	593.457	476.287	406.308	642.473	319.495	586.171	770.281	917.569	442.949	1045.83	408.784	862.035	353.678	477.019	661.137	505.208	703.591	269.88	539.91	562.4	720.072	1154.82	979.62	422.529	418.375	848.344	380.574	766.689	176.202	395.55	387.674	610.45	540.082	679.051	877.514	569.662	392.742	574.347	604.568	314.106	490.304	379.26	509.626	364.635	595.433	173.354	568.376	307.733	467.294	534.669	305.085	619.926	618.674	763.046	381.448	362.617	316.289	574.664	1286.5	617.34	553.78	792.732	955.543000000001	625.071	527.061	596.072	410.281	305.59	757.366	310.194	462.37	622.549	500.681	585.131	406.354	795.243999999999	478.873	728.726	322.967	709.531	765.256	1837.11	263.05	468.339	500.788	585.355	451.366	660.498999999999	643.908	466.448	765.147	332.036	490.842	468.534	187.845	306.061	226.654	211.364	394.007
GTF2H2	96.965	528.606	147.897	643.037	71.3262	148.259	271.513	245.559	588.563	5.9731	214.945	829.52	627.315	262.493	89.1174	88.6232	112.808	187.589	39.9393	162.858	86.0742	319.665	196.767	189.384	597.127	788.769	274.069	500.375	170.652	259.355	233.303	196.436	53.2872	563.678	538.915	64	242.865	291.415	70.4545	424.893	302.329	13.4832	326.602	246.677	69.1114	275.179	151.543	235.843	199.833	266.023	130.108	224.016	99.4459	227.957	73.556	540.764	167.85	62.1762	326.157	239.063	415.963	213.039	423.318	111.801	21.327	114.583	126.814	165.556	207.831	199.6	132.725	180.504	148.981	115.402	163.958	74.1722	382.34	17.1844	530.633	129.378	188.701	49.6032	175.231	304.271	253.199	7.3268	196.371	252.535	288.512	201.424	46.1276	79.4054	175.107	256.743	194.274	405.864	300	408.905	36.3403	41.4437	374.765	119.487	115.625	171.665	3.2224	223.398	71.6921	255.571	84.6682	267.275	527.409	264.693	45.1088	76.9231	50.8108	62.8478	92.1435	123.471	88.7041	188.118	32.1552	205.27	23.4629	166.285	85.2843	183.948	445.423	26.5238	287.9	456.889	322.509	152.377	116.758	27.3084	53.8639	190.765	78.5452	270.289	373.295	320.786	259.665	24.6433	76.9231	75.2785	235.359	166.667	122.568	153.03	86.5705
GTF2H4	653.566	717.12	739.781	751.659	796.52	870.758	685.657	442.372	562.427	702.17	738.861	717.934	822.184	577.363	609.289	658.269	517.069	711.351	624.727	683.126	432.057	860.954	715.165	873.269	829.535	743.745	555.038	840.955	526.25	700.143	853.237	550.401	662.04	822.878	843.66	579.691	716.295	586.375	687.369	924.439	696.969	809.146	816.852	748.04	680.865	940.653	1019.66	596.513	425.089	673.96	794.41	771.61	651.337	886.086	538.114	828.689	936.095	770.937	992.706999999999	497.458	735.131	828.357	670.501	590.485	599.708	962.396	469.824	866.773	718.622	1159.01	695.663	678.135	607.744	733.283	941.011	641.907	960.605000000001	813.589	1099.77	599.806	1032.14	668.148	445.015	865.085	685.091	1060.92	907.821	1045.45	664.021999999999	989.508	922.408	693.028	875.046	951.553	529.24	953.796	632.568	950.315000000001	619.051	862.38	670.122	699.729	748.184	559.919	571.411	1092.04	873.484	785.986000000001	627.213	725.293	587.649	761.126	877.718	660.37	674.593	794.602	1192.85	594.124	774.033	632.51	700.707	604.89	896.952	769.322	1010.55	839.336	190.141	809.44	829.463	895.084	819.841	657.109	707.136	438.314	609.278	804.333	877.269	868.781	888.535	855.537	708.471	592.737	577.839	643.33	501.061	444.444	410.535	464.394	867.924
H2AX	936.502	1222.98	775.364	542.484	713.581	576.297	877.967	769.07	3374.87	1967.65	3036.1	1747.6	4003.86	3213.12	556.984	1975.26	2142.86	2161.94	1358.95	984.929	932.12	1053.56	3249.03	676.998	2780.05	2197.41	2775.35	2579.37	1982.07	970.415	2686.01	2417.98	3457.27	3043.4	1499.21	1840	1343.02	2672.3	501.136	2646.23	1483.14	1500	1979.11	1992.1	2210.63	694.616	2769.51	1120.14	687.941	531.607	348.438	1793.14	978.548	1423.12	803.249	1919.5	2625.77	3547.81	2785.25	2279.7	934.122	1790.58	3946.79	4386.96	2532.39	3029.76	964.095	3790.79	3646.08	2902.8	2597.29	2133.13	2192.55	865.287	2059.36	2011.92	1716.11	958.361	3353.52	578.492	630.398	556.217	1165.98	1297.36	1460.69	692.387	344.206	716.453	524.76	663.709	540.806	2427.85	1719.68	2052.95	634.288	2644.03	1370.09	1161.38	1337.32	1368.1	2604.99	2005.27	908.529	2861.22	2420.81	520.453	506.062	737.659	1767.96	2006.52	3418.42	1006.28	2149.02	1396.01	1143.65	1451.72	954.413	754.495	1207.65	1473.92	2887.87	2101.72	1351.63	812.628	1075.25	4132.89	2195.42	986.143	2625.3	2447.68	1114.31	3128.66	710.852	999.488	374.136	3687.97	1173.34	2880.43	1968.8	4607.75	1642.24	3287.94	2682.23	1433.91	1058.56	1310.1	1200.39	1423.48	2328.52
HAS2	185.256	238.049	111.983	337.059	5.4132	368.041	26.3205	289.854	583.822	330.533	42.183	68.4871	192.13	39.1511	2816.11	101.476	1185.4	76.0979	155.854	390.175	580.945	539.063	107.072	159.063	71.3661	914.73	427.92	559.646	528.12	1254.58	94.2883	1055.21	891.401	34.1462	115.397	345.253	2270.42	1099.97	122.829	64.3777	897.58	474.524	124.394	124.349	2096.4	18.4665	1325.52	385.423	114.555	157.094	110.396	93.2745	91.3766	141.14	91.9495	908.431	561.291	198.954	196.733	480.451	151.626	764.916	131.401	2199.57	82.1485	597.374	87.7082	145.372	388.464	800.88	202.406	204.438	457.758	440.621	582.77	191.159	511.121	361.97	623.793	350.49	102.629	208.122	98.6639	37.3153	19.1956	355.645	163.616	19.4952	90.2403	282.621	67.5013	466.719	536.083	769.056	204.421	668.585	126.103	76.8067	115.827	85.9797	178.87	100.355	106.344	3209.04	330.792	6.88	126.389	40.8716	84.0824	1236.43	102.088	162.454	145.73	325.687	170.03	8.838	1.9399	240.124	98.0877	157.809	13.7658	313.995	233.56	135.375	60.2007	1640.31	137.324	86.3385	249.126	426.026	138.574	271.415	168.613	122.731	206.187	368.498	136.201	1353	2810.51	173.426	3639.74	79.118	138.159	79.4158	70.8287	38.3838	101.06	137.121	198.668
IK	2759.94	2500.73	3166.83	2325.79	2754.34	1748.62	2146.88	2275.34	1727.7	1425.09	2606.89	3332.25	2719.91	2486.45	1710.8	1789.32	1831.53	2521.05	2531.85	2061.25	1895.03	2054.39	2203.19	4307.99	2470.24	1741.25	2414.63	2096.41	1798.37	1528.4	1692.35	1828.27	1886.79	2929.18	2345.52	1813.87	2126.1	2039.12	1613.64	3028.2	1513.68	1735.96	2217.97	3827.57	1732.02	2607.94	1750.91	3193.43	3471.73	2698.86	2724.49	3013.12	2565.14	3209.14	3032.04	3120.74	2274.28	2577.96	1862.76	1792.67	3286.74	1851.17	2449.92	1715.53	1981.04	1843.01	1688.31	1928.84	1546.69	1853.6	2101.48	1787.09	2009.84	1765.06	2005.65	1594.7	1545.7	1647.06	2376.51	2271.12	2080.65	2861.11	2489.72	2933.69	3120.66	4010.99	2649.89	2177.78	1714.47	3202.97	1930.6	1582.67	2705.58	2918.58	1465.58	2158.95	2909.4	3616.39	1994.87	3352.39	2556.03	2790.37	2941	1572.09	2377.3	3101.27	2623.62	2961.47	2520.82	2394.39	2304.84	2985.64	3013.39	2462.68	1521.9	2676.6	3636.28	3183.78	2463.83	3005.38	1679.83	1796.57	2292.66	2131.34	3532.61	1863.96	2330.99	2838.39	1881.95	1718.05	2237.06	1640.09	2317.31	2528.76	2121.56	1947.76	2689.9	1840.03	1296.73	1831.97	1748.41	1792.48	1630.95	1952.42	2162.98	2889.9	1953.31	1434.09	1451.72
IL16	719.028	828.851	1144.11	873.806	659.449	773.576	1028.56	758.621	162.083	389.746	447.355	593.358	187.5	468.392	276.778	581.216	187.685	313.512	536.4	516.772	460.462	87.0293	384.923	842.465	143.125	409.071	172.657	150.773	597.283	435.532	334.844	345.889	104.869	169.617	97.8774	869.333	115.205	144.32	226.136	19.6199	296.221	569.051	860.028	610.226	474.847	492.171	363.884	260.271	966.655	1477.17	385.506	387.487	1395.08	161.29	537.455	159.959	383.894	406.5	222.82	129.319	2144.85	140.599	121.283	313.043	485.782	141.369	485.867	159.887	473.645	104.4	2047.32	532.535	483.486	804.138	319.435	724.503	142.163	368.143	131.24	844.252	1004.76	283.069	3972.25	1972.61	438.757	525.243	108.204	302.864	1044.93	446.6	527.286	336.476	409.074	145.355	207.566	50.4115	1599.57	898.959	1827.28	1234.66	555.556	1946.23	425.754	579.882	215.496	414.824	1298.37	1105.01	894.279000000001	608.214	193.192	1185.73	277.641	667.236	453.667	383.961	432.59	866.942	300.321	823.014	474.567	1647.06	344.82	1509.1	1433.95	213.324	179.577	1557.09	311.711	100.483	1123.55	365.704	237.637	3340.5	413.927	558.769	449.752	134.91	82.7168	91.1075	515.291	1250.32	732.601	1938.57	1827.62	1239.85	1037.94	1382.58	1122.09
ITGA7	165.119	404.401	194.14	259.93	63.0473	310.267	263.724	538.663	317.074	287.208	704.618	1156.61	902.778	1038.53	1499.14	652.984	664.039	1357.69	446.411	766.164	1469.56	794.979	749.179999999999	431.483	1223.52	402.592	465.982	812.134	902.174	554.523	398.912	574.727	1058.5	538.549	364.387	892.267	601.453	1006.67	5026.14	511.343	508.462	1413.59	563.37	227.997	516.22	530.963	509.528	262.048	165.89	114.135	341.025	186.176	287.541	448.925	133.574	659.443	435.412	471.032	549.516	565.327	184.544	474.481	541.471	1322.98	878.357	671.131	851.031	969.525	1489.46	1156.8	877.969	830.716	730.148	745.747	530.035	1160.26	1396.91	1072.04	1147.54	276.473	615.941	161.376	339.671	132.881	823.583	344.362	415.451	281.252	170.211	63.5641	199.223	882.886000000001	796.567	711.289	291.752	644.547	177.778	238.704	206.499	342.024	508.945	320.506	355.429	609.451	673.072	143.266	230.891	217.654	274.599	803.129	1078.04	140.87	251.275	491.738	1386	168.576	230.844	526.956	259.35	194.121	340.402	439.951	1457.63	445.355	282.609	403.567	410.211	207.77	632.513	458.119	154.821	412.061	350.275	178.87	315.904	787.313	397.568	949.057	1760.23	1327.88	710.329	281.453	1360.81	383.619	350.276	340.404	178.988	300	340.733
