TCGA-RZ-AB0B-01	TCGA-V3-A9ZX-01	TCGA-V3-A9ZY-01	TCGA-V4-A9E5-01	TCGA-V4-A9E7-01	TCGA-V4-A9E8-01	TCGA-V4-A9E9-01	TCGA-V4-A9EA-01	TCGA-V4-A9EC-01	TCGA-V4-A9ED-01	TCGA-V4-A9EE-01	TCGA-V4-A9EF-01	TCGA-V4-A9EH-01	TCGA-V4-A9EI-01	TCGA-V4-A9EJ-01	TCGA-V4-A9EK-01	TCGA-V4-A9EL-01	TCGA-V4-A9EM-01	TCGA-V4-A9EO-01	TCGA-V4-A9EQ-01	TCGA-V4-A9ES-01	TCGA-V4-A9ET-01	TCGA-V4-A9EU-01	TCGA-V4-A9EV-01	TCGA-V4-A9EW-01	TCGA-V4-A9EX-01	TCGA-V4-A9EY-01	TCGA-V4-A9EZ-01	TCGA-V4-A9F0-01	TCGA-V4-A9F1-01	TCGA-V4-A9F2-01	TCGA-V4-A9F3-01	TCGA-V4-A9F4-01	TCGA-V4-A9F5-01	TCGA-V4-A9F7-01	TCGA-V4-A9F8-01	TCGA-VD-A8K7-01	TCGA-VD-A8K8-01	TCGA-VD-A8K9-01	TCGA-VD-A8KA-01	TCGA-VD-A8KB-01	TCGA-VD-A8KD-01	TCGA-VD-A8KE-01	TCGA-VD-A8KF-01	TCGA-VD-A8KG-01	TCGA-VD-A8KH-01	TCGA-VD-A8KI-01	TCGA-VD-A8KJ-01	TCGA-VD-A8KK-01	TCGA-VD-A8KL-01	TCGA-VD-A8KM-01	TCGA-VD-A8KN-01	TCGA-VD-A8KO-01	TCGA-VD-AA8M-01	TCGA-VD-AA8N-01	TCGA-VD-AA8O-01	TCGA-VD-AA8P-01	TCGA-VD-AA8Q-01	TCGA-VD-AA8R-01	TCGA-VD-AA8S-01	TCGA-VD-AA8T-01	TCGA-WC-A87T-01	TCGA-WC-A87U-01	TCGA-WC-A87W-01	TCGA-WC-A87Y-01	TCGA-WC-A880-01	TCGA-WC-A881-01	TCGA-WC-A882-01	TCGA-WC-A883-01	TCGA-WC-A884-01	TCGA-WC-A885-01	TCGA-WC-A888-01	TCGA-WC-A88A-01	TCGA-WC-AA9A-01	TCGA-WC-AA9E-01	TCGA-YZ-A980-01	TCGA-YZ-A982-01	TCGA-YZ-A983-01	TCGA-YZ-A984-01	TCGA-YZ-A985-01
ISY1	288.049	365.479	522.628	508.716	369.478	404.35	668.364	419.683	744.183	408.187	295.41	340.696	665.567	312.342	700.619	623.037	344.328	697.899	400.24	318.402	410.517	645.385	286.486	335.881	626.944	307.531	398.337	583.333	406.293	291.184	483.215	346.988	727.117	385.014	668.264	327.039	650.706	372.859	642.596	611.938	792.15	354.571	575.378	305.592	610.711	312.879	312.726	734.369	350.891	336.005	387.62	390.752	576.881	603.496	348.314	452.169	355.925	601.471	531.28	577.176	304.316	686.322	633.287	688.87	350.475	613.383	848.382	340.029	429.119	687.569	656.541	353.389	562.531	385.265	880.372	418.257	568.195	593.584	356.298	333.493
MRTFB	497.957	486.575	247.445	188.589	336.754	176.965	154.182	96.1538	248.921	319.145	538.342	341.081	373.339	417.405	320.45	416.991	391.392	332.198	595.83	263.923	303.505	201.249	599.766	430.072	413.12	552.301	113.772	152.344	416.474	447.772	249.372	542.924	448.513	188.607	492.697	255.794	475.113	347.059	310.607	365.868	349.662	343.08	370.745	574.762	250.6	470.226	254.059	410.923	218.435	234.867	567.713	545.732	504.907	260.14	327.586	302.487	488.584	217.647	539.792	279.369	472.252	545.534	390.349	577.112	513.829	414.764	250.426	179.34	440.613	366.887	181.483	251.333	379.975	281.558	419.584	523.222	323.894	390.394	313.616	378.866
COG6	407.559	366.575	82.4818	77.6545	190.391	90.954	40	28.2805	113.559	89.8841	476.052	126.878	149.413	408.544	223.171	347.029	409.091	117.858	307.01	66.586	163.284	59.6808	530.515	390.085	193.395	488.842	24.6733	48.1771	224.433	235.028	221.055	651.252	308.352	153.864	416.331	47.2103	502.262	323.38	299.353	195.654	112.757	419.822	121.277	565.687	79.1367	467.351	93.9903	327.265	95.275	104.923	310.244	220.529	447.655	125.175	111.111	209.062	219.749	98.5294	293.253	76.547	492.564	485.99	305.094	566.642	453.328	263.94	258.944	48.7805	240.285	124.862	67.2554	207.159	225.746	223.369	496.677	293.465	126.549	265.394	72.373	91.8807
USP36	1332.48	1172.05	1659.85	2389.07	1749.22	1889.27	3080	3337.1	1518.96	1420.51	1742.04	1970.98	1534.49	1170.25	2250.19	1714.6	956.557	2527.02	1443.21	2264.53	1462.18	3563.5	1331.03	1173.93	2292.13	1290.45	3056.75	2329.43	1868.58	1169.92	1556.52	1382.15	2168.76	1154.33	1518.11	2115.02	1657.92	1422.52	1574.04	3170.23	2934.54	1275.88	2080.85	1497.41	1622.3	1213.14	1501.57	1702.64	1589.47	2286.52	1021.2	1542.68	1545.8	2072.73	1385.06	1668.58	1855.59	1416.18	1480.54	2493.64	1462.46	1299.91	1224.13	1643.81	1278.31	2058.42	1821.98	2850.79	1449.37	2741.47	2800.17	1140.9	1431.59	1439.23	1906.07	1110.15	2227.43	1414.41	2633.26	2228.96
CWC22	443.82	445.479	159.124	70.523	298.676	77.1132	84.3636	54.2986	190.779	216.177	621.86	161.294	196.371	484.177	296.24	847.307	560.74	145.589	320.763	128.329	488.469	113.81	647.17	472.1	312.337	452.58	42.493	61.1979	288.755	409.471	97.7392	571.184	318.078	148.9	459.575	123.605	775.113	439.302	602.082	304.812	202.736	665.641	228.191	602.852	99.1207	439.836	146.967	651.062	264.136	225.182	294.034	331.301	604.144	91.6084	95.7854	155.49	193.493	145.588	291.09	115.659	696.409	595.884	500.804	731.651	425.238	332.448	366.269	223.816	340.996	236.524	178.28	338.157	241.293	572.501	426.229	262.228	284.956	345.443	163.303	213.254
EPG5	900.919	985.206	853.285	309.033	585.453	563.519	335.273	329.185	516.92	864.707	1127.49	715.552	984.962	762.342	999.646	739.589	939.662	1026.06	2062.11	914.648999999999	661.9	479.528	1520.23	1273.08	786.29	1413.18	992.416	248.698	869.042	1044.57	366.294	1278.53	823.799	524.697	1743.07	799.142	1881.9	1040.82	1098.38	883.91	784.178	1153.59	2101.06	1286.08	886.091	1231.21	701.794	1000.43	628.97	702.179	1240.98	1059.45	2357.69	1033.57	578.544	451.444	658.105	526.471	1173.44	1021.37	1586.51	1407.62	912.601	1170.98	1200.09	1318.64	897.785	661.406	990.695	1161.72	579.678	754.76	649.876	875.176	766.503999999999	835.183	581.416	1643.47	631.872	778.15
ZNF250	374.29	361.951	135.876	96.9017	250.132	67.2269	105.92	90.0905	173.255	125.411	409.798	234.966	139.87	348.003	208.97	224.125	365.543	168.901	173.74	123.602	252.445	162.88	411.411	369.193	192.11	363.445	41.1222	78.8802	160.023	252.643	182.215	313.303	381.144	180.85	204.2	101.897	226.376	317.686	333.212	256.63	285.47	228.173	143.059	241.478	135.008	315.684	133.483	291.678	173.346	117.837	196.815	271.377	222.465	105.385	141.858	89.5048	150.108	169.044	165.484	89.5935	225.546	193.809	204.096	292.79	247.04	122.395	357.487	127.963	388.489	116.249	139.752	221.15	149.795	295.382	203.394	223.259	70.4513	143.886	99.3273	91.2909
CACTIN	603.677	557.26	960.584	770.998	725.866	609.985	994.182	997.738	1005.68	655.926	573.489	670.862	795.964	519.62	741.701	513.604	550.684	637.82	475.599	867.433	571.956	1037.47	649.231	512.904	673.249	571.13	852.601	953.125	552.059	456.476	1156.43	578.035	763.73	668.634	740.196	868.669	688.235	596.574	608.084	819.155	944.202	522.827	776.596	542.351	713.03	580.288	604.956	735.587	724.245	734.463	502.497	627.033	764.995	772.727	475.096	652.666	597.032	1001.47	603.806	922.475	555.677	655.429	767.292	910.481	525.929	857.674	767.462	695.839	384.784	762.926	895.671	608.53	610.697	689.817	793.974	634.607	494.69	773.399	527.952	562.628
RBM25	1744.13	1358.9	688.321	343.106	749.665	782.007	403.636	312.217	660.459	650.237	2816.99	650.315	645.775	1465.19	573.553	1730.71	2012.47	867.181	1260.43	639.225	1503.69	658.57	2320.75	1836.58	726.819	1791.84	438.637	192.708	1270.25	1235.72	656.771	2199.53	881.007	677.852	1991.49	478.112	2317.19	1314.72	1160.65	608.237	710.145	1810.61	990.426	1805.96	567.146	1439.43	709.769	1621.15	1027.89	766.747	1337.48	1225.61	1878.95	455.245	519.157	516.776	561.644	866.177	836.505	332.449	3824.81	2363.4	1562.47	2416.08	1528.09	853.957	1691.65	758.967	1640.39	1097.36	475.058	1258.19	853.234	1933.36	1260.08	953.144	802.655	1547.41	655.996	651.106
RBM26	643.514	560	209.489	217.908	296.891	192.783	152	113.122	296.162	248.603	868.933	304.61	247.211	706.962	306.364	747.363	648.029	251.315	459.627	228.814	326.107	227.62	826.894	705.498	404.494	675.384	101.435	109.375	442.388	323.12	384.563	870.906	518.307	270.148	819.321	231.76	982.353000000001	650.647	812.154	383.444	288.158	661.537	425	823.25	140.688	481.314	250.071	615.952	388.846	354.318	457.261	447.663	1093.78	235.664	293.103	291.38	433.219	447.059	396.194	170.974	811.752	750.438	598.391	1070.88	649.957	503.983	611.584	263.988	366.174	436.194	278.63	448.591	397.388	557.015	607.443	508.426	433.628	491.995	201.345	378.866
LHPP	355.976	420.822	1352.55	778.13	693.143	927.336	1357.09	1714.93	1488.98	1096.24	303.448	723.77	1049	337.342	827.536	496.391	376.106	288.29	542.591	1054.48	761.993	698.126	240.319	437.825	632.391	354.254	1099.33	828.125	477.557	512.883	667.732	379.79	446.796	560.859	661.53	843.777	291.855	602.936	384.507	651.253	699.894	558.12	926.064	457.217	1010.79	1044.76	718.314	463.372	1085.21	1220.34	424.088	528.455	380.589	890.909000000001	634.1	557.281	953.196	1929.41	1066.18	1384.55	619.877	468.476	724.397	447.283	488.332	808.285	491.482	263.988	230.432	699.67	1503.11	873.572	695.274	441.108	342.933	581.176	896.460000000001	573.276	993.737	1024.3
S100PBP	216.548	299.726	166.423	99.8415	109.475	183.885	125.091	139.14	183.511	230.399	321.892	220.881	253.808	331.646	282.154	357.024	413.918	267.492	204.969	95.6416	263.838	160.999	392.012	417.464	278.743	341.353	90.4689	85.9375	209.625	295.613	174.469	420.895	338.101	122.666	354.687	63.5193	353.846	298.994	362.75	166.976	281.894	233.508	208.511	397.58	192.646	308.83	199.943	267.447	249.419	172.72	339.647	309.959	404.58	151.049	178.161	158.103	110.731	136.765	212.37	201.704	317.737	565.236	289.544	247.932	366.033	266.596	198.467	104.735	204.707	201.87	196.429	335.11	200.249	203.66	193.177	332.511	125.708	318.966	204.129	246.15
ILRUN	4911.13	8312.88	10788.3	15779.7	6445.34	9991.10000000001	9050.91	11924.2	4873.95	8081.6	4324.14	7030.69	5585.33	7646.52	12524.4	7114.94	4886.97	8049.59	5828.31	7478.81	5123.15	7683.55	5470.86	4512.5	8413.12	7427.48	16717.6	8865.88999999999	6135.59	4971.45	6858.19	6966.39	7574.37	4549.27	6461.64	7472.1	6134.84	6145.63	11162.3	14938.1	8743.27	4710.37	11604.8	4584.27	12272.2	5373.72	14484.8	6070.22	5863.67	7165.46	7463.2	8302.34	4840.24	7489.51	5735.63	5335.01	8328.2	5664.71	6051.9	14013.1	3768.23	3532.4	5868.63	5227.1	4687.99	7304.83	3622.66	7552.37	5593.87	8728.26999999999	12154	5231.53	7645.52	4601.13	7568.01	5036.58	7331.86	6594.21	6291.81	8941.92999999999
ARMCX5	274.77	278.356	139.416	102.219	236.204	140.386	133.818	63.3484	198.955	162.133	354.255	195.711	233.628	256.646	264.107	258.745	288.817	89.549	214.286	114.407	215.406	127.689	379.646	282.363	360.459	317.294	72.6493	130.208	227.672	301.184	179.95	389.21	468.536	203.497	297.642	140.773	365.611	237.852	368.002	252.546	242.6	190.418	164.362	381.158	121.503	486.242	116.206	355.873	128.583	83.1316	188.861	209.858	380.589	158.741	199.234	125.437	210.046	122.059	352.076	96.6615	307.943	333.187	287.936	323.317	312.878	247.477	381.601	35.868	172.961	184.268	140.916	221.63	225.746	314.876	650.421	248.253	92.0354	303.571	64.0223	172.418
RSRC2	1461.18	1248.22	595.62	410.46	774.654	395.452	335.273	313.348	644.106	567.18	1669.31	645.692	750.946	1206.01	917.332	858.411999999999	1370.07	729.68	1166.81	525.424	1410.98	555.17	1425.84	1239.62	1016.46	1314.5	209.723	423.177	801.943	973.886000000001	489.61	1300.36	1109.27	743.085	1368.6	377.682	1599.55	1107.27	1310.33	827.943	734.633	1422.8	755.319	1147.36	626.699	1206.16	497.294	1175.12	746.708	627.926	991.424	833.841	1466.74	495.105	425.287	496.523	672.945	701.471	834.775	374.354	1626.77	1345.01	1007.51	1489.69	1113.22	906.001	1111.58	480.631	1270.94	909.241	550.854	907.083	813.433	1833.41	1339.39	930.949	662.832	1083.13	506.611	655.643
DBNDD1	4840.65	2295.34	3635.04	4354.2	2936.78	6905.59	7739.64	9330.32	3366.8	4880.48	3413.79	5448.57	1501.5	3590.19	9220.86	1400.89	2292.84	12419	5342.95	5512.71	1915.13	3145.04	4926.33	3621.75	2368.86	4596.58	10153.1	2757.81	2931.51	4707.87	1736.47	3943.91	1095.54	5556.83	1851.64	8892.7	2014.03	3841.68	5519.27	5108.27	2724.4	4430.08	7941.49	1286.08	5741.81	6265.71	8152.66	2030.34	6958.17	2666.67	2496.65	3400.41	1500	6211.89	3900.38	1920.76	4818.49	1945.59	1331.31	7968.71	5154.52	2856.83	2270.78	1103.55	4044.94	6280.4	1269.17	6053.08	2963.88	4705.17	4647.03	5486.67	2143.66	3258.09	796.19	2159.47	1705.31	4451.35	3373.7	4739.23
C1ORF35	476.507	298.63	329.197	316.957	453.964	255.067	377.454	315.611	422.439	392.532	305.536	344.163	362.86	287.025	376.353	569.683	321.802	468.544	277.285	331.114	449.723	616.933	284.837	283.587	417.206	277.545	209.723	520.833	319.297	318.942	438.456	231.642	320.938	522.57	303.163	361.373	294.57	371.092	428.022	323.776	314.354	361.137	242.553	284.356	281.375	392.197	310.453	304.291	484.895	358.353	274.432	297.764	119.956	226.573	262.452	548.788	486.872	383.824	189.446	362.062	475.88	327.058	404.826	385.3	339.239	294.742	454.003	479.197	876.3	185.369	352.29	539.223	295.398	509.62	448.383	321.003	353.982	277.709	251.45	274.508
THOC6	785.853	717.293	913.737	1876.54	838.655	808.374	1046.96	1465.06	1086.8	893.118	753.95	901.667	690.665	763.959	608.727	512.399	689.175	770.919	762.205	1116.1	1345.48	970.236	516.491	739.072	702.308	638.877	942.96	886.693	881.198	717.013	812.633	499.7	642.798	1021.34	708.973	860.232	624.43	833.302	661.041	882.37	781.005	720.509	712.122	583.989	841.731	743.433	403.697	762.54	1340.25	936.513	1027.03	789.726	556.39	765.874	917.778	1073.78	689.361	1425.43	365.454	864.171	777.022	630.687	788.906	521.491	612.8	638.019	1180	1221.23	1358.79	1027.49	1078.36	1170.06	660.491	1295.05	752.951	523.551	816.487	661.989	790.397	739.458
SAP130	1037.28	1186.3	1068.61	721.078	1242.9	1149.78	1179.64	1080.32	1018.4	1051.3	972.983	1280.08	1007.08	925	1164.71	1290.39	915.527	1046.28	908.607	1394.67	1459.87	1258.15	1019.81	932.776000000001	1237.09	1109.14	981.449999999999	1136.72	1003.24	1102.72	824.846	1088.42	1248.28	906.875	947.211	1364.81	776.923	984.63	945.700000000001	1306.21	1387.26	927.465	1164.36	1044.94	997.202	1012.32	1080.6	1337.23	903.95	1380.15	795.778	1019.82	792.257	1016.08	1107.28	1249.8	1416.67	570.588	772.491	1397.96	814.291	867.776	805.362	851.429	952.031	868.826	672.061	1259.68	831.418	1061.06	981.075	747.144	1060.32	828.718999999999	1014.62	900.534	1514.16	802.34	1566.23	1510.93
AAGAB	888.662	976.438	524.817	302.694	868.66	473.554	474.909	251.131	438.792	571.731	996.994	611.789	708.645	882.279	688.439	628.54	1037.01	655.73	1172.14	369.249	265.683	387.231	861.932	735.285	574.282	711.646	429.042	233.073	751.504	891.713	477.735	839.648999999999	536.041	478.609	864.405	342.489	713.122	884.965	763.012	537.006	399.777	708.321	672.872	797.753	721.822	443.121	984.335000000001	778.934	489.543	522.195	1110.55	766.26	717.557	541.958	494.253	468.43	710.046000000001	439.706	825.692	630.256	663.402	844.133	738.874	603.916	1026.79	1134.36	519.591	470.588	678.161	808.031	559.394	865.194	888.060000000001	488.503	631.812	829.018	434.513	833.744	424.031	383.404
PALB2	319.203	400	255.475	165.61	312.955	112.704	183.273	80.3167	298.887	182.044	386.966	295.364	400.893	450	275.112	410.883	376.911	232.827	424.135	118.644	384.686	206.801	372.226	409.262	408.58	458.159	67.1663	153.646	301.712	319.29	225.622	421.323	558.924	229.732	491.317	118.455	479.638	324.793	494.42	433.398	351.371	386.991	345.745	426.102	203.038	372.895	145.827	471.608	194.423	219.532	387.145	350.102	560.523	238.462	204.981	284.194	319.064	294.118	487.024	191.088	351.106	441.331	432.172	585.488	334.054	514.073	408.859	163.558	314.724	367.437	257.279	290.175	372.512	353.355	619.849	270.859	314.159	431.65	143.818	218.926
CBLL1	576.609	627.945	387.591	259.905	606.277	329.214	289.454	244.344	521.463	410.167	592.977	565.044	636.073	487.025	527.774	710.716	477.876	422.903	487.134	360.17	765.221	408.05	685.094	547.995	743.616	582.985	219.319	579.427	633.503	491.992	568.166	617.855	717.963	451.665	615.066	456.652	504.977	534.725	519.554	640.615	588.275	559.352	561.17	886.344	381.295	591.786	419.254	512.787	436.871	559.322	400.716	629.573	661.941	530.07	486.59	695.785	642.123	404.412	617.647	426.317	542.981	566.112	502.413	546.54	466.292	548.062	517.036	286.944	546.798	540.154	404.6	416.603	784.204	710.465	887.904	538.019	387.611	511.084	627.233	674.927
ZC3H14	769.663	705.206	420.438	335.975	668.749	485.418	564.364	292.986	682.262	612.691	976.115	616.412	561.948	784.81	636.498	913.937	731.697	454.678	1185	363.196	979.244	428.175	784.437	790.778	944.274	904.463	167.23	233.073	742.712	1012.53	496.917	938.985	1129.29	445.993	1054.4	392.275	1282.81	713.556	887.929999999999	551.808	603.652	912.281	492.021	1150.39	448.042	1193.02	398.177	1001.3	624.322	510.896	620.111	706.809	1229.55	467.133	494.253	885.901	658.105	520.588	762.111	336.36	1274.21	1253.94	986.595	1014.76	890.233	725.438	871.38	466.284	600.985	498.9	526.3	670.982	694.652	895.354	1260.52	1053.43	530.973	863.916	513.106	651.106
THOC7	495.404	389.041	444.526	465.135	330.21	156.204	504	214.932	1018.4	280.461	520.942	378.066	595.712	442.721	840.741	896.724	464.602	529.206	591.393	180.387	602.86	313.671	343.371	427.624	920.213000000001	372.734	228.914	563.802	375.289	479.109	556.291	346.393	779.176	355.943	1163.89	189.7	1018.55	413.149	935.572	665.13	527.91	502.719	566.489	388.073	451.639	734.702	185.132	838.752	462.432	381.76	429.743	347.053	934.569	491.608	293.103	473.003	360.731	736.765	782.439	278.81	638.012	1022.33	1136.73	855.198	476.232	773.234	1389.27	315.639	672.14	576.458	560.462	436.405	613.806	969.029	1016.39	436.909	429.204	959.975000000001	199.49	213.254
RUFY1	1377.94	1594.52	1153.28	1512.68	1438.05	661.394	1608	1415.16	1831.48	1768.67	1225.97	1523.56	1002.43	1515.19	1802.97	1235.98	1537.41	1027.79	1860.25	1130.15	2095.02	1391.39	1175.62	1598.69	1663.38	1595.19	623.687	1623.7	1294.31	1287.95	1131.77	1596.23	1925.06	1470.57	1228.75	1242.92	2200.45	1536.67	1947.29	1874.2	1682.82	1270.96	1236.7	1409.68	1435.25	2061.6	1774.42	1491.11	2109.22	1686.04	1478.84	1694.61	986.914	1141.26	1455.94	1382.42	740.868	1422.06	874.135	1330.35	1376.86	1266.64	1325.47	660.036	1585.57	1372.81	2123.51	1127.69	1139.57	1392.74	1920.52	1618.43	1401.12	1845.14	1667.26	1249.08	860.177	1022.78	1567.15	1969.2
ITPKC	646.578	641.096	902.19	1516.64	576.528	749.382	952	1590.5	1022.94	811.801	674.407	682.163	827.399	572.468	952.547	539.145	632.341	1348.44	468.5	799.637	687.731	832.755	726.727	551.668	864.374	603.557	1129.49	1305.99	605.275	482.591	1056.86	536.93	800.343	786.337	545.141	810.3	566.968	581.023	886.429999999999	1194.27	947.619	510.926	686.702	415.298	1013.19	855.442000000001	823.127	625.488	731.991	670.702	631.043	677.337	472.192	773.427	659.004	582.107	529.11	854.412	527.249	840.9	560.392	475.044	569.973	538.163	685.825	648.964	817.717	1358.68	801.861	714.521	976.805000000001	630.617	516.791	593.618	914.045	680.641	553.982	541.256	663.419	798.568
EGFL8	162.64	521.375	317.664	2187.97	750.236	548.087	1995.48	1270.02	2974.34	646.773	791.401000000001	311.504	324.451	335.269	4598.72	2005.66	301.227	920.414	2274.11	327.179	554.091	971.936	204.733	534.987	1849.42	328.305	246.171	728.529	433.003	323.753	1284.49	561.901	1109.73	247.147	629.631	313.185	1068.18	255.519	4630.9	1549.68	2532.67	387.709	437.793	315.376	531.842	558.181	466.836	1199.21	651.084	1117.59	1334.07	774.37	651.009	368.552	213.333	639.763	451.427	943.279	180.177	3104.74	784.857	890.845	1009.04	2296.25	480.437	559.373	2409.13	1660.96	650.055	980.561	1849.62	1069.28	292.935	795.082	3731.34	256.363	2529.42	641.669	1743.62	483.225
CSRNP2	610.827	752.329	685.401999999999	292.393	423.025	404.35	212.364	304.299	430.615	437.474	1017.53	470.014	819.249	600.633	454.704	319.822	746.179	571.958	528.838	349.879	745.388	448.994	692.514	754.463	429.917	585.077	471.535	462.24	583.526	519.847	425.668	628.987	652.746	440.32	805.98	307.296	434.389	598.694	530.808	583.26	636.682	729.25	692.553	629.213	417.666	609.035	420.393	580.408	435.322	457.627	637.452	643.801	624.318	755.245	413.793	277.007	486.872	592.647	918.253	371.56	601.741	778.459	642.895	632.813	673.293	583.643	677.172	437.59	825.397	611.111	297.845	705.255	483.831	658.846	775.365	1012.33	421.239	639.778	516.817	418.568
ABHD17A	1023.49	876.164	2100.73	1122.03	1527.89	1423.63	3210.18	1493.21	2766.3	1600.28	830.654	1586.75	1280.29	887.342	1697.33	662.41	920.756	1694.5	670.808	2418.28	1664.21	2361.55	903.565	806.284	1182.61	970.363	1814.86	2466.15	1110.13	1110.03	2833.52	816.099	995.423000000001	2541.24	832.202	1921.89	951.131	1156.04	1044.73	1633.22	1645.8	966.451	1236.17	744.166	1255.8	1769.61	1086.87	1367.14	2831.91	1487.49	1646.22	887.195	770.447	1581.82	1411.88	1811.65	2023.4	2666.18	1045.42	1310.24	1080.16	969.352000000001	1204.29	1436.5	1038.46	999.999999999999	1706.13	2515.06	946.36	1172.72	1930.12	1625.29	1177.24	1902.39	766.503999999999	1118.78	994.69	1100.37	943.633	925.614
RTL6	1770.17	1767.67	1558.39	1317.75	1451.14	2176.96	1607.27	2300.91	997.502	1519.5	1815.47	1631.95	1778.99	1547.78	1302.05	1414.21	1417.54	2265.88	1351.38	2621.07	723.708	1899.38	1856.6	1146.59	1867.21	1647.49	1995.8	1718.75	1858.86	1263.58	1667.96	1999.14	1863.84	1049.39	1023.58	2341.63	1300.9	1524.66	1362.09	1699.83	2030.21	1183.54	2454.79	1256.27	1669.46	1184.8	1831.39	1610.75	724.245	1384.18	874.187	1578.25	1898.04	1876.22	1561.3	1319.71	3019.41	507.353	2135.38	2070.68	1015.6	1076.18	1157.64	1896.76	1227.31	1927.24	615.843	1535.15	897.098999999999	1634.76	1050.47	808.073	1812.81	741.436	1295.97	1616.11	2861.06	1750	1703.55	1775.23
FYTTD1	699.694	582.466	448.175	511.886	368.288	414.236	658.182	196.833	705.882	258.843	1128.19	425.838	632.968	1004.43	976.756	1165.46	571.601	542.494	859.361	213.68	441.421	517.002	665.72	618.994	957.894	952.231	279.631	389.323	457.659	803.969	612.925	845.643	1383.3	374.378	1159.75	203.434	1229.41	605.056	1201.91	719.709	763.107	641.838	541.489	557.044	582.334	696.92	338.935	1049.41	315.26	357.546	692.112	506.606	1395.31	644.056	331.418	445.564	472.032	498.529	1083.05	507.333	541.168	1114.71	960.322	1086.38	650.389	1063.2	795.571	187.948	532.02	647.415	554.057	404.417	624.378	416.706	1257.42	723.798	564.602	969.828	328.462	217.791
POLDIP3	2819.71	3527.67	3662.04	5810.62	4052.36	6259.02	5229.09	7867.65	3333.18	4749.06	3012.91	4583.02	3574.27	3022.47	3926.39	2578.01	3087.29	1558.73	4161.05	5478.21	3637.92	4767.52	3046.65	2910.95	4387.24	3327.41	5359.6	4802.08	3808.88	2680.36	3736.01	3074.72	4525.74	3907.58	2621.74	6567.38	2970.14	3722.93	3672.89	4383.47	4247.77	3526.42	3702.13	2898.44	4097.92	3659.14	4790.09	2824.88	3484.9	4310.73	2549.05	3398.37	2764.45	3980.42	3478.93	2365.02	3896.12	2150	2563.58	5054.34	2992.75	2356.83	2350.67	3290.96	2945.55	3688.26	2439.52	2779.05	2316.91	3400.44	4299.01	2735.72	3040.42	3026.28	3776.25	3389.64	5353.1	2468.6	5679.42	5709.08
SARNP	796.032	885.282	384.62	632.417	842.065	469.461	643.396	342.704	741.304	698.991	905.343999999999	616.17	575.543	971.5	990.609	349.262	1317.04	479.284	1080.46	416.949	1192.04	356.107	763.092	868.093	919.764	906.928	295.518	476.979	851.398	798.771000000001	475.387	729.75	979.251000000001	1028.8	610.806	398	772.896000000001	853.175	892.912	714.288	835.568	1041.4	371.707	607.135	457.59	948.012	572.526	657.109	899.419	760.952	907.299999999999	720.285	688.948	472.259	746.935	340.928	540.16	836.206	663.62	377.287	946.134	785.14	826.086	753.408	787.329	533.101	1599.91	468.537	1161.59	532.068	684.457	1021.53	851.001	1685.95	1174.6	631.455	414.947	596.398	612.22	700.018
TMEM209	917.773	849.315	157.664	110.935	542.02	155.215	130.909	49.7738	205.315	242.346	702.942	367.279	307.364	925.317	300.202	413.104	787.208	251.893	559.006	309.927	509.686	188.758	931.596	683.056	503.008	817.294	115.142	222.656	414.623	770.543	243.891	868.765	232.838	409.831	534.1	206.009	456.561	634.39	327.488	308.975	235.766	579.46	413.83	1081.24	191.846	605.339	357.163	425.228	261.812	278.45	588.823	486.789	414.94	239.86	300.766	688.599	466.324	123.529	464.1	262.606	578.165	407.18	452.547	491.257	670.268	452.469	284.497	101.865	513.41	326.733	180.415	424.219	382.463	624.589	543.642	476.367	238.053	329.433	203.201	247.284
UBE3B	1568.95	1396.16	1623.36	1760.7	1282.17	1203.16	1268.36	1860.86	1420.85	1567.28	1514.46	1457.81	1483.26	1096.84	1350.91	709.051	1214.8	1870.71	1818.54	1879.54	1510.15	1372.66	1668.22	1560.75	1657.47	1240.24	1650.37	1752.6	1392.41	1154.25	996.575000000001	1302.93	1364.99	1334.43	1256.35	1779.4	1437.56	1474.47	1272.06	1774.3	1406.05	1392.02	1696.81	1586.86	1492.41	1144.56	1312.45	1240.14	1302.09	1795	1195.36	1599.09	1249.73	1537.76	1350.57	978.672	1564.5	1201.47	1247.84	1559.44	1512.15	1352.01	1058.44	1363.63	1398.44	1484.33	1097.96	1812.05	1022.44	1396.04	1312.01	1271.13	1106.34	1342.09	872.84	1618.17	1370.8	1185.34	1850.15	1875.05
ZNF160	442.288	324.384	192.701	100.634	228.469	112.704	146.909	84.8416	192.596	145.066	601.328	202.389	360.92	352.215	392.639	669.073	327.434	370.906	291.038	99.2736	398.524	151.284	477.752	446.802	380.433	422.943	63.0541	80.7292	306.34	319.29	398.264	519.375	581.236	165.918	594.825	119.313	948.869	329.035	610.335	450.512	269.365	485.893	336.702	434.313	166.267	563.45	130.447	533.16	231.603	194.512	310.998	265.244	745.365	197.203	143.678	194.036	232.306	388.235	453.287	96.1028	597.389	1021.45	537.802	691.027	466.724	374.934	501.704	146.341	420.909	280.528	211.374	317.593	190.92	466.448	554.719	363.748	204.425	588.054	116.91	186.03
