TCGA-OR-A5J1-01	TCGA-OR-A5J2-01	TCGA-OR-A5J3-01	TCGA-OR-A5J5-01	TCGA-OR-A5J6-01	TCGA-OR-A5J7-01	TCGA-OR-A5J8-01	TCGA-OR-A5J9-01	TCGA-OR-A5JA-01	TCGA-OR-A5JB-01	TCGA-OR-A5JC-01	TCGA-OR-A5JD-01	TCGA-OR-A5JE-01	TCGA-OR-A5JF-01	TCGA-OR-A5JG-01	TCGA-OR-A5JI-01	TCGA-OR-A5JJ-01	TCGA-OR-A5JK-01	TCGA-OR-A5JL-01	TCGA-OR-A5JM-01	TCGA-OR-A5JO-01	TCGA-OR-A5JP-01	TCGA-OR-A5JQ-01	TCGA-OR-A5JR-01	TCGA-OR-A5JS-01	TCGA-OR-A5JT-01	TCGA-OR-A5JV-01	TCGA-OR-A5JW-01	TCGA-OR-A5JX-01	TCGA-OR-A5JY-01	TCGA-OR-A5JZ-01	TCGA-OR-A5K0-01	TCGA-OR-A5K1-01	TCGA-OR-A5K2-01	TCGA-OR-A5K3-01	TCGA-OR-A5K4-01	TCGA-OR-A5K5-01	TCGA-OR-A5K6-01	TCGA-OR-A5K8-01	TCGA-OR-A5K9-01	TCGA-OR-A5KO-01	TCGA-OR-A5KT-01	TCGA-OR-A5KU-01	TCGA-OR-A5KV-01	TCGA-OR-A5KW-01	TCGA-OR-A5KX-01	TCGA-OR-A5KY-01	TCGA-OR-A5KZ-01	TCGA-OR-A5L3-01	TCGA-OR-A5L4-01	TCGA-OR-A5L5-01	TCGA-OR-A5L6-01	TCGA-OR-A5L8-01	TCGA-OR-A5L9-01	TCGA-OR-A5LA-01	TCGA-OR-A5LB-01	TCGA-OR-A5LC-01	TCGA-OR-A5LD-01	TCGA-OR-A5LE-01	TCGA-OR-A5LG-01	TCGA-OR-A5LH-01	TCGA-OR-A5LJ-01	TCGA-OR-A5LK-01	TCGA-OR-A5LL-01	TCGA-OR-A5LM-01	TCGA-OR-A5LN-01	TCGA-OR-A5LO-01	TCGA-OR-A5LP-01	TCGA-OR-A5LR-01	TCGA-OR-A5LS-01	TCGA-OR-A5LT-01	TCGA-OU-A5PI-01	TCGA-P6-A5OF-01	TCGA-PA-A5YG-01	TCGA-PK-A5H8-01	TCGA-PK-A5H9-01	TCGA-PK-A5HA-01	TCGA-PK-A5HB-01
IK	2141.21	1563.01	2093.91	2359.41	3139.1	2033.69	1580.19	2430.18	2861.52	2893.17	3653.94	2330.1	2108.6	2834.25	3708.72	2578.17	3005.35	2644.55	3281.18	1856.03	1990.67	1646.03	2563.15	2388.26	1128.38	2528.49	2465.73	3795.52	4149.18	2265.11	3091.86	2221.99	3392.71	2193.91	3464.42	2795.18	2518.14	2198.89	4409.29	1772.65	2642.92	2542.39	2826.39	3239.49	3313.62	2347.99	3284.56	1957.58	1678.57	2777.8	3562.53	3457.94	3111.73	2553.76	3622.89	3130.9	2135.69	1569.88	2426.93	2794.22	3367.64	3071.73	2984.75	3581.28	4524.69	2514.45	2716	2159.28	3512.97	2878.54	2729.59	4315.85	2430.19	2270.92	2450.34	1657.16	3079.93	2692.86
ITGA7	311.719	770.635	754.258999999999	3012.39	291.164	410.75	1352.67	178.15	715.116	51.6876	221.374	447.209	1147.62	504.682	110.708	380.204	1485.5	211.289	1459.24	490.086	352.565	209.047	309.744	228.169	1485.02	254.886	190.031	240.018	267.877	1297.81	36.9437	697.674	395.83	133.88	65.9767	179.846	214.975	294.296	89.9855	239.666	238.519	1249.52	127.079	289.626	156.069	85.5641	672.053	298.182	832.589	339.777	255.052	228.037	756.185	107.527	270.63	1182.42	871.777999999999	104.478	3853.82	87.3621	364.458	725.396	172.881	83.7446	169.893	139.884	515.617	539.489	304.603	1375.57	62.9252	458.381	222.526	300.046	195.503	328.361	201.213	1046.11
KIF22	1303.07	450.543	1262.04	3599.54	341.461	1221.42	1108.58	1784.9	2939.22	1670.94	1828.88	1249.39	1554.86	1212.47	2363.03	1909.34	2651.94	1136.54	881.372	1525	1105.75	1296	1439.63	1171.36	1062.52	1360.18	739.356	1046.07	1517.76	888.491	1158.02	1147.46	1515.42	1810.41	1219.92	1613.01	1400.55	1063.6	1567.49	1503.08	2338.8	815.992	954.588	810.644	1762.12	1126.19	3506.81	2610.91	981.026999999999	1414.44	1188.97	2336.45	1029.93	1682.8	1878.44	1715.35	2387.38	3290.37	1526.52	1368.22	665.008	879.436	1206.78	324.211	1772.78	1298.27	944.738	803.503	1204.18	1286.13	1092.69	2179.02	1260.07	1318.08	1733.29	381.401	1111.91	1798.32
LIMK1	361.671	820.158	876.907	783.889	912.613	493.382	6199.75	404.577	1467.76	1957	209.924	1321.6	283.371	437.108	654.037	513.413	471.664	1674.29	2375.85	602.155	891.4	1184.89	621.081	1360.09	731.779	661.85	2512.46	356.735	377.493	1407.08	534.677	752.643	1984.95	905.204000000001	649.418	620.217	636.197	498.233	821.479999999999	496.922	878.163	763.006000000001	303.495	765.137	738.221	266.252	634.864	434.546	583.705	593.013	954.123	603.738	270.152	639.785	1431.23	426.623	776.798	5972.86	753.42	477.306	2147.38	1519.76	1293.22	399.581	433.438	860.116	771.263999999999	779.261	482.845	765.035	331.633	415.051	958.544999999999	667.129	381.637	946.697999999999	1260.75	2608.66
LMNA	14493.8	12424.8	4916.01	4460.11	5162.72	11592.1	12478.7	6836.66	7684.99	17885.3	7589.69	6342.23	11453.6	7060.53	9325.81	8384.83	3528.34	11395.9	3562.6	6233.19	12828.9	8547.65	5481.84	6282.63	6528.3	8090.49	6782.97	5369.9	9241.45	7467.98	10512.2	10831.9	11349.1	11203.6	6957.31	4818.31	10288.5	11549.2	7136.43	10210.2	6544.99	11448	4136.05	8809.1	5345.21	5970.36	10271.6	4293.94	14178.6	6439.44	8599.67	10151.4	5873.1	14586	9761.31	5067.72	11829.7	13772	7982.56	15034.5	5748.43	4469.67	7803.39	3193.66	7316.22	12016.2	3075.93	7341.28	9573.22	3199.05	4322.28	6437.86	9324.59999999999	8327.32	4321.67	7163.57	14831.9	13477.1
FOXO4	884.246	659.911	3665.23	1779.24	6073.65	10520.3	362.205	622.164	1905.92	131.001	3611.96	2654.13	1415.16	1303.21	858.793	1617.95	1395.36	1474.45	3084.33	345.69	1888.62	643.39	1382.7	4208.92	1352.94	1695.61	1956.39	3020.62	2588.62	2270.04	2325.44	1170.19	2686.35	3629.45	2485.12	1523.37	1038.59	1271.08	2449.93	891.821	3164.48	844.894	1046.53	955.263999999999	1183.21	1998.09	971.334	903.636	973.214	2729.56	1933.92	1224.3	1247.01	2596.77	2528.84	2240.35	600.407	388.06	2369.12	1509.27	5214.01	1966.78	1035.59	3678.78	2414.53	2854.34	2418.07	1806.23	2846.86	6286.3	877.551	1993.73	1746.97	1190.94	5352.28	8833.99	1668.69	659.182
NFATC4	3595.1	2139.18	7299.66	10663.1	421.937	1862.01	1317.86	17257.7	2614.69	55.6979	2895.67	1120.15	3666.29	3029.25	568.588	276.596	6253.01	2913.81	3466.76	1521.12	1098.73	2455.42	308.948	55.8685	3312.99	44.0602	2368.64	2164.11	7307.28	2701.75	31.5701	5172.3	85.294	1652.34	37.5162	47.6228	2616.9	2896.01	2709.72	4811.79	2308.81	554.913	4129.32	497.108	5480.76	4795.41	3143.77	2102.42	6110.49	212.094	354.997	190.654	5015.96	209.677	344.277	6618.02	375.17	4019	3187.73	1439.65	1549.99	3626.98	49.1525	1311.8	4926.31	78.6127	11823.6	160.436	77.8243	10602.1	2867.35	7627.71	3955.03	107.721	64.3348	180.406	215.546	126.303
PARN	1807.4	986.042	1713.52	1446.94	1067.42	795.427	1013.26	1407.86	2122.62	754.372	1174.94	1405.34	1035.07	1907.52	2147.52	1735.43	2449.35	1525.55	1207.89	1075	953.49	1175.67	1678.91	2152.58	1652.24	2252.75	2225.86	1292.23	1733.1	852.217	2172.29	1218.29	1879.78	1246.38	1873.22	2120.61	1169.5	1405.35	1306.24	1365.44	1687.91	1067.44	1383.67	1107.6	2045.63	911.568	1269.29	915.152	1631.7	1352.72	1665.76	1603.74	1244.61	1833.33	1929.9	1644.01	1676.39	1512.89	1415.81	1580.71	1129.96	985.15	855.932	1121.58	1395.17	1122.54	792.888	1860.88	2097.07	1067.93	1027.21	1470.92	1249.51	1697.64	1825.73	865.742	1343.44	1711.71
PCBP1	10531.2	5636.42	8447.34	6371.8	9159.1	9693.94000000001	7024.45	8356.37	7301.27	10448.5	7876.59	5364.08	7467.76	6134.96	9274.22	10180.4	6331.1	8306.64	6662.44	9935.34000000001	8025.84	9536.23000000001	5283.57	6181.22	7712.17	7145.8	5828.14	6428.26	6286.36	3574.12	8442.65	6480.44	7408.99	7698.55	7345.41	6872.81	7795.13	10955.6	6063.86	11003.5	7563.73	8405.59	4904.5	11762.4	8150.13	8264.82	8562.26	6047.88	11144	11201.3	9776.08	8684.11	6808.86	6763.44	9481.81	7298.75	11291.7	8978.29	7814.65	9199.86	7421.14	6267.3	7038.98	7014.8	13010.4	9006.94	7669.39	9558.29	8220.08	4044.05	5184.52	6240.02	5996.48	7274.16	8450.97	5831.98	5637.82	11180.8
PLRG1	660.423	615.622	662.42	776.143	810.901	478.139	686.697	815.273	953.488	613.122	970.102	912.015	813.914	991.215	865.242	1053.65	659.527	988.558	1536.76	493.966	862.244999999999	690.382	1018.81	1129.11	551.239	1322.75	899.273	960.07	787.416999999999	537.841	810.747	602.009	824.785	431.872	614.489	1202.34	839.228	836.951	959.361	690.413	1115.28	584.778	1070.45	956.807	679.357	568.834	775.65	973.939000000001	697.545	796.595	1105.95	820.561	686.752	666.667	1431.23	1098.03	437.585	472.185	584.285	890.911	1395.31	542.16	1108.47	771.646	1577.07	1004.62	1153.77	631.167	846.025	437.743	630.102	1293.04	704.341	675.913	506.558	974.265	651.599	502.406
PNN	2184.92	1576.7	1646.57	2694.04	827.108	1233.05	1331.54	1114.8	1445.56	2357.58	1382.32	1168.69	837.104	820.156	1599.89	997.224999999999	1599.73	1099.92	813.249	1551.72	1029.62	1539.75	902.956	983.568	1836.11	897.785	958.463	1405	1886.82	1190.77	2172.96	1306.03	871.986	1076.23	1217.34	1233.71	1313.28	1317.52	1345.43	1724.71	2853.8	762.042	1061.48	1848.05	797.084	2361.38	1378.2	2132.12	1678.57	1274.69	1365.37	1740.19	2735.43	838.71	603.372	1443.99	2752.37	1123.47	1426.88	1966.56	609.436	2384.6	1196.61	2064.9	1063.18	1021.97	1810.19	1040.19	1035.98	1565.31	1747.45	1161.92	1684	977.809	2272.33	1272.62	1548.51	1955.49
POLR2D	522.574	469.467	399.941	275.755	1004.82	1155.23	593.038	324.341	654.863	967.361	546.438	239.685	1815.61	427.841	709.929	360.777	572.066	364.607	731.971	1308.19	336.367	774.704	253.608	324.413	777.654	322.634	369.159	394.471	294.471	983.877999999999	388.245	538.055	363.535	620.168	628.719	505.362	1232.89	541.646	238.026	771.768	537.488	600.193	393.945	441.959	540.57	1291.11	568.456	886.667	265.625	451.853	297.652	456.075	429.769	354.839	344.277	470.917	662.822	1050.2	1005.58	712.547	570.536	385.603	244.068	392.403	501.276	263.584	553.58	264.014	445.188	426.224	184.524	335.234	328.119	267.221	537.789	865.393	267.916	520.85
PPP1R8	871.758	759.361	601.985	704.105	618.654	454.473	1218.81	829.552	918.076	1222.23	774.809	635.316	650.452	738.295	808.276000000001	802.035	651.941	697.178	737.609	644.397	963.209	1511.64	828.108	587.324	408.065	584.626	599.688	467.31	630.452	668.607	650.882	501.586	704.711	648.672	573.092	697.534	583.372	566.885	724.238	675.902	653.702	713.873	796.86	947.165	602.673	798.757	978.86	1036.97	289.062	676.716	708.356	485.981	654.828	553.763	520.852	675.603	502.714	727.273	878.887	481.401	726.137	793.355	635.593	528.189	705.988	701.734	641.999	628.963	686.192	443.842	729.592	664.196	624.951	635.229	654.591	947.047	627.343	1205.29
PRCC	1680.6	2146.83	840.172	920.217	922.672	1730.04	1671.78	1513.59	1107.82	3226.47	1029.26	736.65	2345.59	907.037	1312.91	762.257	1099.06	1239.51	702.373	1414.22	1178.1	1819.5	1076.54	834.272	1008.51	678.906	933.022	700.746	790.66	1514.11	777.834	2656.45	953.14	1936.51	773.609	932.846	2545.25	1305.4	693.759	2011.87	898.313	1640.66	1053.26	1818.36	924.531	1871.89	1566.35	1316.97	921.875	679.553	658.657	723.365	972.865	698.925	644.188	1014.57	2081.41	1656.72	2044.38	1357.3	708.076	1034.48	818.644	620.308	1008.55	1065.9	763.575	710.944	743.096	880.23	719.388	802.737	812.671000000001	711.049	896.939	1061.5	1276.74	1467.12
PRKAA1	1942.84	812.508	803.437	856.7	812.019	614.12	1292.58	1668.28	736.787	1192.38	1360.69	1405.34	587.104	1099.33	919.522	1586.49	1035.25	1028.22	1107.35	1352.16	1061.47	870.004	1391.46	1764.32	973.733	1685.66	1257.01	2219.83	675.207	2515	2109.82	847.78	1348.14	556.251	1296.25	1368.73	541.112	747.602	1354.14	2082.67	1320.52	666.667	988.974	787.89	1138.92	757.648	760.155	912.727	791.295	1148.43	1405.24	1583.18	1689.55	1037.63	1126.89	1479.89	660.787	610.583	848.75	1050.16	1052.62	1090.36	1525.42	802.153	1832.81	1391.91	971.648	1423.65	1643.51	1180.42	3187.07	976.055000000001	1719.98	1814.15	1417.24	1593.65	809.813	955.092
MAPK1	3134.49	4155.95	1929.79	1508.91	1581.01	1468.51	2222.13	1800.54	1915.43	2321.04	878.499	1796.12	1414.03	1927.21	1576.78	1120.26	3264.17	1244.85	3600.19	4042.67	2213.11	2363.2	1937.29	1538.03	3026.64	3140.59	1427.83	2412.9	850.981	7535.6	2808.4	2503.7	2295.49	1901.1	1909.44	2342.48	1688.56	3080.77	1499.27	2159.19	2496.72	2671.48	1320.87	2711.53	2776.29	1268.64	2778.09	2068.48	1681.92	2364.25	1975.42	687.851	3517.56	1150.54	1873.11	2418.46	1349.39	1774.76	3861.2	1738.14	3188.89	2372.51	1747.46	3245.7	1251.09	1243.93	2538.2	2803.67	2295.4	2199.56	1474.49	2346.07	2759.09	2794.27	919.425	2126.14	2039.14	6006.82
MAPK9	889.529	1750.23	1466.45	1483.35	751.103	806.659	684.625	1027.76	1043.34	997.215	2319.97	1792.48	656.109	1666.57	1968.02	1235.89	1186.97	1498.86	2013.62	1163.36	989.665	998.683	1340.9	2204.23	1367.74	2475.9	1951.71	3590.17	1975.03	986.117000000001	2680.1	999.999999999999	1890.55	924.206	2196.64	2006.88	644.924	873.296000000001	3146.59	583.114	1613.87	657.996	2226.87	833.012	1853.38	913.002	1254.23	728.485	787.946	2361.41	1823.59	1295.33	1426.98	1236.56	1700.98	1950.81	1039.35	540.027	765.72	964.168	1844.98	1495.6	2620.34	2201.29	2401.92	1322.54	1340.7	1885.57	1948.95	1846.52	1903.06	1740.59	1953.07	2419.79	2167.4	1117.68	1888.64	2394.95
PRPS2	490.394	189.639	13468.8	555.383	141.391	332.932	1412.76	177.13	22912.8	1532.36	537.532	367.112	1700.23	3729.7	1272.07	500.462	1422.58	141.114	3509.51	679.31	1163.52	254.721	588.036	132.394	681.095	733.388999999999	188.474	11825.8	2029.51	30.4523	1536.86	7.3996	78.6692	206.435	98.3182	1037.62	143.316	452.802	6304.79	898.417	16011.7	10898.8	613.717	166.217	20268.9	686.424	319.646	546.061	170.759	12449	1463.68	302.804	992.418	354.839	442.768	113.766	48.1682	389.417	46.7428	2781.94	215.803	397.181	1062.71	419.321	1495.42	205.78	14.8967	621.911	693.724	563.781	12.7551	661.916	11517	98.4743	5935.67	907.965	229.327	1800.32
PSKH1	1090.78	1104.82	1316.55	1006.2	1169.69	983.554	1122.67	1819.23	1705.6	700.457	1026.08	1618.93	2263.55	1125.98	2438.26	837.188	1729.14	1070.94	1827.58	829.741000000001	1429.16	1394.82	1138.65	3373.24	1040.7	2608.53	599.169	1014.92	1066.97	1569.64	1721.58	667.019	1778.75	1458	1996.12	4258.6	2304.01	1007.57	1622.64	875.475	1343.95	1473.99	759.484	1822.6	1296.07	832.218	1090.87	1108.48	502.232	2118.11	1328.78	669.159	1369.91	833.333	1848.27	911.528	869.742	3603.2	1776.23	2355.59	1440.7	359.93	666.102	611.934	1070.93	795.376	1632.87	1398.09	2035.15	1177.03	454.932	952.11	1419.58	1028.66	1811.99	2671.9	964.719	800.722
PSMD8	2433.24	1910.48	6564.95	3901.63	5641.66	5911.75	3252.38	4211.68	6972.52	3338.75	5989.19	4617.11	5242.08	3940.15	7380.89	4332.1	4081.21	4237.99	2708.48	2930.6	2391.28	6064.56	3409.97	6358.22	3308.18	2823.64	5477.15	3786.75	9124.05	2504.25	1840.47	3776.96	2617.62	5011.44	5688.23	2623.74	4934.31	3497.22	8355.59	3814.86	5596.06	2210.02	4326.67	3450.83	4149.59	4395.79	5693.41	4115.76	2132.81	4295.8	2255.05	2611.22	3260.18	1376.34	2149.96	4302.13	4649.93	2275.44	2586.84	3072.23	2375.23	4050.84	3403.39	1810.68	6911	1850.87	4316.19	3949.2	1769.04	3672.03	6823.13	3913.34	4612.83	4494.68	6881.32	1740.21	3144.98	5414.6
PSMD13	2512.01	1343.98	1875.87	2530.6	2994.35	1872.04	3682.14	1585.33	1855.18	3776.76	2131.68	1643.2	3441.74	1690.12	1434.37	1567.07	1765.73	1641.49	2563.78	1796.98	2602.39	3512.96	1523.64	1452.11	3193.12	1678.08	1193.67	965.774	1698.72	1085.09	1203.02	2445.56	1607.34	4034.55	1586.03	1311.03	2890.22	1325.09	1743.11	1295.07	1326.15	2519.27	1258.08	2288.08	1826.92	2507.65	1843.94	2064.24	4033.48	1413.02	2261.06	1704.67	1108.14	2397.85	3102.04	1367.53	1711.67	4164.18	2358.05	2860.2	2139.51	1501.64	1889.83	2454.91	1758.37	1809.25	1044.21	1270.71	1613.39	1053.02	1295.92	1032.5	1114.2	1747.57	1185.51	1406.96	1352.81	1384.92
RBBP6	932.757000000001	1130.59	1442.75	3641.36	657.216	2067.79	697.472	1345.98	2077.17	929.486	1580.79	1184.47	1158.94	1712.13	1547.23	1302.5	1365.46	1241.8	665.727	1212.93	1000.46	2469.92	1008.46	1056.81	1344.8	1349.76	1326.58	1529.62	1932.22	843.26	1377.67	1136.89	1054.17	888.793	1263.91	1433.17	1383.56	1132.26	1207.55	1416.45	1731.02	1383.43	1957.76	882.761	1235.59	1955.54	1556.17	1656.36	992.188	983.861999999999	1293.28	1712.15	1355.15	1844.09	766.637	2014.69	1339.21	1404.34	956.997000000001	890.001000000001	799.306	1193.56	786.441	1192.16	1180.25	1026.59	1127.34	1176.83	1618.41	1534.14	1550.17	1011.4	1043.8	1060.56	1625.23	1193.06	2477.95	1963.11
BRD2	5806.92	3946.58	3130.8	3129.36	3736.52	5437.63	3281.39	3295.77	5273.78	4318.59	4792.62	2493.93	4036.76	3216.53	3021.9	2697.5	2361.89	2850.5	6991.78	6271.98	4614.66	3778.66	3167.51	4515.49	5625.6	3409.69	3171.34	6906.98	5284.9	5449.17	4591.1	5041.23	3352.14	3286.55	2314.36	4301.74	3284.34	4100.96	2332.37	5252.86	6551.08	2560.69	2362.18	3239.88	3503.17	6419.22	3769.34	6759.39	2811.38	4024.12	3248.5	3512.15	4649.64	1704.3	1673.47	2884.72	2463.36	4142.47	2851.92	7992.26	3470.45	3162.85	5725.42	3938.39	4082.85	3364.16	4374.82	3652.57	5234.31	2638.66	1800.17	2738.88	3464.22	3164.12	4419.11	4415.6	6235.39	3658.78
RPLP2	11114.8	6722.32	12058.1	10649.1	8596.33	14365.8	11759.2	6037.37	9264.27	26561.7	10633.6	3746.97	13850.7	6395.21	8772.27	7960.22	7564.03	10420.3	4767.68	5677.16	16749.8	15939.4	6159.45	5817.84	8203.85	5696.55	4353.58	5691.53	9530.73	3420.96	4192.11	9655.39	12713.8	20013	5693.4	5650.86	11700.5	7365.47	8489.11	9001.76	4617.62	15107.9	6276.21	10285.4	7540.43	15422.6	14178.2	16053.9	13919.6	12482.4	11197.2	8743.93	6725.86	21403.2	13376.2	6923.88	12812.1	35559	14919.6	16804.5	4505.94	17554	14498.3	6295.2	6171.39	9228.89999999999	8221.53	5234.45	7394.14	4383.53	4471.09	3117.45	3842.78	11210.8	8999.38	2660.04	7972.44	12638.7
RREB1	611.912	1046.44	913.642	1331.53	721.484	677.497	279.32	641.203	698.731	788.237	916.03	433.859	251.697	676.127	619.643	601.295	305.667	521.739	908.151	825.431	638.18	475.626	367.473	1151.17	1389.94	657.586	812.046	1406.76	882.115	982.982000000001	1170.78	398.52	695.602	446.556	512.29	947.413	304.548	568.905	467.344	816.623	1099.34	261.079	367.034	523.332	793.844	710.803	686.663	690.909	438.616	822.132	545.604	508.411	1154.43	489.247	284.827	688.192	431.479	416.554	408.999	695.712	670.565	618.676	928.814	1576.19	553.504	931.792	1235.46	1003.17	874.477	1016.43	678.571	658.495	916.699	703.652	1276.7	1924.8	1077.18	1487.17
S100A11	972.142	1250.17	3565.69	2315.26	3405.11	1914.96	13121.4	499.771	4865.22	46984.5	6905.85	536.408	1026.02	2483.64	2311.97	6749.31	618.474	4690.31	622.974	1044.4	4587.12	374.176	3227.63	2268.08	1777.28	3389.79	1423.16	754.717	4779.63	678.907	3193.95	128.964	3449.85	1015.76	949.547	4999.27	2411.12	1856.64	3638.61	936.236	3563.26	3745.66	2465.33	168.916	1876.6	8987.09	3533.37	1784.85	1239.96	2593.37	4069.36	12671	355.148	21940.9	5126	310.526	1321.57	915.875	208.497	3473.55	1662.06	1232.82	6144.07	4062.81	4121.87	4196.53	185.007	3114.4	5441.84	87.4132	3083.33	2148.23	4138.83	2331.48	6070.58	2653.76	7490.08	4259.82
SRSF4	2884.73	1368.14	1872.91	2762.97	1475.38	1334.94	2122.25	1670.66	2205.6	3290.19	2472.01	1503.64	1047.51	1450.33	1438.67	2062.9	1627.84	1931.35	818.417	1209.91	2026.84	2203.78	1406.99	1511.74	1215.32	1444.51	1279.34	1693.29	2604.83	1544.56	1464.32	1065.01	1372.99	1762.04	1799.48	1583.32	1263.67	1272.59	1619.74	1410.29	2329.43	1401.73	2096.8	1503.28	1825.84	1567.4	2033.87	2543.03	1022.32	1689.66	1794.1	1727.1	1373.1	1655.91	1477.37	1591.33	1747.63	1876.53	1707.34	1625.75	1129.03	1630.51	2483.05	766.263	1879.63	2290.17	2083.61	1776.26	1665.27	983.907	1926.02	1007.41	2066.09	1428.11	2110.56	1471.17	1777.84	2518.85
SRSF6	3773.29	2534.56	4163.53	5343.92	2746.78	2708.78	2463.74	4227.65	1643.23	3181.02	4927.48	2350.73	4135.18	4371.08	4918.98	2545.79	4438.64	3536.23	3652.81	3850.43	2807.02	2136.58	3112.57	3061.03	4901.59	2802.8	2113.19	4111.89	3895.57	2428.57	3691.02	3350.42	2948.03	2269.92	2695.99	3845.12	2489.21	4682.99	4018.87	3561.13	3256.79	2476.88	3029.71	4263.4	3059.27	5739.48	5011.62	6107.27	3964.29	2272.03	4804.48	4263.55	3808.86	4155.91	2868.68	4121.23	4583.45	4662.14	3704.36	5005.57	3223.62	3670.27	4638.98	3068.64	3508.93	4476.3	2074	2369.96	4754.81	3175.33	3392.01	2738.31	2232.3	1615.35	3770.77	4488.18	2440.46	1884.92
SGK1	464.938	676.822	1230.63	246.321	2598.12	4522.66	2727.72	1175.99	4387.95	1279.27	5389.95	4188.11	830.317	2074.33	1678.36	1668.83	663.989	939.741	2342.02	1024.57	5235.02	3657.44	438.738	5449.77	2384.39	3024.99	4448.08	3570.43	1202.53	2686.52	1712.17	1598.31	4378.15	2840.86	3038.81	2947.57	446.486	532.559	1298.98	2128.85	663.074	4142.58	541.955	404.165	3634.4	1353.25	3227.89	2909.7	705.357	4549.74	1407.97	684.112	1606.54	741.936	893.523	357.151	325.644	189.959	128.543	513.252	2673.46	1476.47	2655.93	7805.59	1505.63	6301.73	734.743	2546.7	1935.56	287.312	694.728	1176.74	532.264	1800.28	7189.26	8203.09	17188.5	9508.82000000001
SNRPA1	663.785	366.796	209.154	359.411	546.562	722.423	745.545	375.678	765.856	2772.42	844.148	239.078	769.231	296.94	737.337	461.61	696.564	641.495	556.26	703.017	387.659	866.491000000001	263.959	257.277	427.673	323.108	241.952	337.429	469.596	422.75	239.127	495.772	354.426	878.428	292.367	398.911	960.037	328.622	251.089	403.254	338.8	322.736	429.826	396.452	596.733	375.717	583.066	900	544.643	209.257	366.466	657.944	160.814	306.452	384.206	391.188	751.018	398.914	873.352	532.818	392.244	291.467	284.746	318.229	1650.31	415.029	437.77	152.062	315.481	256.141	170.918	204.675	215.096	166.898	278.576	190.875	248.622	1149.16
SNRPB2	933.718	471.077	917.79	1020.91	912.053999999999	760.529	1093.24	1392.56	889.006	934.388	1894.4	1354.37	1498.87	1681.24	1476.82	1905.64	1140.12	1614.04	832.511	372.845	1023.68	1400.97	1767.69	1435.21	457.27	1520.79	1417.96	1136.46	1759.69	1019.7	1549.62	575.581	2139.8	1439	2155.24	1896.51	1203.03	1400.3	2058.06	847.845	958.763	983.622	1610.91	1571.54	831.106	908.7	1451.69	2692.12	1074.78	1694.63	2131.62	2379.44	728.651	1430.11	2356.7	1690.64	1620.08	1044.78	1019.12	1190.31	1007.24	1974.83	1806.78	747.121	2182.2	1621.97	709.274	1306.41	1928.87	968.999	1715.14	700.684	1055.92	1493.3	1504.06	679.054	1208.93	606.255
SON	3278.1	6757.75	4875.72	1670.8	3640.95	3659.05	2296.73	5074.54	2622.09	2466.3	3211.2	2466.63	2116.52	2666.28	4592.23	2973.17	4178.05	4958.05	3620.86	3790.52	2761.67	2779.97	2607.35	4512.68	4184.98	3800.54	6074.25	7334.8	4903.52	3621.59	4984.05	3734.14	2076.87	2098.03	1882.28	3832.79	3446.95	3541.65	1505.08	5811.79	2656.51	2491.33	5558.59	3113.77	4719.86	3972.28	3740.56	3846.06	3016.74	3241.71	2529.22	2841.12	5211.49	2193.55	2658.39	5282.2	2808.68	2443.69	1905.38	1527.02	2130.71	1956.71	2322.03	7324.66	2942.22	1787.28	6043.73	4221.59	3419.25	7061.49	6840.14	6241.73	7321.47	3035.14	2592.13	5500.48	2620.18	7239.78
TARBP1	143.132	224.668	231.077	313.71	98.3588	268.351	238.293	105.394	62.3679	755.709	239.186	201.456	85.4072	251.376	172.511	142.461	201.696	488.177	113.225	184.483	258.619	86.0782	103.912	131.455	488.716	60.642	169.263	181.659	322.361	238.692	87.3216	266.385	83.6378	67.3721	194.049	178.726	65.2274	142.857	129.173	160.07	124.18	114.644	165.203	52.8346	28.6216	209.369	121.749	157.576	425.223	97.1804	275.806	213.084	140.862	112.903	79.858	141.275	259.159	213.026	38.7473	75.0768	162.084	371.508	232.203	416.928	174.096	173.41	338.299	217.294	134.728	287.989	261.054	83.8084	287.055	171.059	158.026	381.75	197.354	260.625
TBXA2R	218.06	152.597	200.267	331.526	1017.68	2433.61	121.426	553.148	317.125	40.1025	98.6005	166.869	2821.83	481.514	3742.58	205.365	362.784	132.723	306.319	623.707	236.483	944.225000000001	195.879	76.5258	560.118	144.972	33.7487	415.972	78.4822	590.237	53.0647	889.535	216.962	2797.67	32.3415	16.2478	323.84	366.986	293.178	2540.9	361.762	1721.58	76.2474	1042.04	2023.49	78.3939	633.536	205.454	1613.84	85.1215	187.329	54.2056	209.098	139.785	321.207	323.115	1116.01	2548.17	436.061	197.93	376.961	214.951	115.254	126.215	43.8241	151.445	65.8337	157.792	184.937	100.966	65.4762	107.754	812.28	91.5395	19.3629	137.835	50.7166	961.107
