TCGA-3G-AB0O-01	TCGA-3G-AB0Q-01	TCGA-3G-AB0T-01	TCGA-3G-AB14-01	TCGA-3G-AB19-01	TCGA-3Q-A9WF-01	TCGA-3S-A8YW-01	TCGA-3S-AAYX-01	TCGA-3T-AA9L-01	TCGA-4V-A9QI-01	TCGA-4V-A9QJ-01	TCGA-4V-A9QL-01	TCGA-4V-A9QM-01	TCGA-4V-A9QN-01	TCGA-4V-A9QR-01	TCGA-4V-A9QS-01	TCGA-4V-A9QT-01	TCGA-4V-A9QU-01	TCGA-4V-A9QW-01	TCGA-4V-A9QX-01	TCGA-4X-A9F9-01	TCGA-4X-A9FA-01	TCGA-4X-A9FB-01	TCGA-4X-A9FC-01	TCGA-4X-A9FD-01	TCGA-5G-A9ZZ-01	TCGA-5K-AAAP-01	TCGA-5U-AB0D-01	TCGA-5U-AB0E-01	TCGA-5U-AB0F-01	TCGA-5V-A9RR-01	TCGA-X7-A8D6-01	TCGA-X7-A8D7-01	TCGA-X7-A8D8-01	TCGA-X7-A8D9-01	TCGA-X7-A8DB-01	TCGA-X7-A8DD-01	TCGA-X7-A8DE-01	TCGA-X7-A8DF-01	TCGA-X7-A8DG-01	TCGA-X7-A8DJ-01	TCGA-X7-A8M0-01	TCGA-X7-A8M1-01	TCGA-X7-A8M3-01	TCGA-X7-A8M4-01	TCGA-X7-A8M5-01	TCGA-X7-A8M6-01	TCGA-X7-A8M7-01	TCGA-X7-A8M8-01	TCGA-XH-A853-01	TCGA-XM-A8R8-01	TCGA-XM-A8R9-01	TCGA-XM-A8RB-01	TCGA-XM-A8RC-01	TCGA-XM-A8RD-01	TCGA-XM-A8RE-01	TCGA-XM-A8RF-01	TCGA-XM-A8RG-01	TCGA-XM-A8RH-01	TCGA-XM-A8RI-01	TCGA-XM-A8RL-01	TCGA-XM-AAZ1-01	TCGA-XM-AAZ2-01	TCGA-XM-AAZ3-01	TCGA-XU-A92O-01	TCGA-XU-A92Q-01	TCGA-XU-A92T-01	TCGA-XU-A92U-01	TCGA-XU-A92V-01	TCGA-XU-A92W-01	TCGA-XU-A92X-01	TCGA-XU-A92Y-01	TCGA-XU-A92Z-01	TCGA-XU-A930-01	TCGA-XU-A931-01	TCGA-XU-A932-01	TCGA-XU-A933-01	TCGA-XU-A936-01	TCGA-XU-AAXW-01	TCGA-XU-AAXX-01	TCGA-XU-AAXY-01	TCGA-XU-AAXZ-01	TCGA-XU-AAY0-01	TCGA-XU-AAY1-01	TCGA-YT-A95D-01	TCGA-YT-A95E-01	TCGA-YT-A95F-01	TCGA-YT-A95G-01	TCGA-YT-A95H-01	TCGA-ZB-A961-01	TCGA-ZB-A962-01	TCGA-ZB-A963-01	TCGA-ZB-A964-01	TCGA-ZB-A965-01	TCGA-ZB-A966-01	TCGA-ZB-A969-01	TCGA-ZB-A96A-01	TCGA-ZB-A96B-01	TCGA-ZB-A96C-01	TCGA-ZB-A96D-01	TCGA-ZB-A96E-01	TCGA-ZB-A96F-01	TCGA-ZB-A96G-01	TCGA-ZB-A96H-01	TCGA-ZB-A96I-01	TCGA-ZB-A96K-01	TCGA-ZB-A96L-01	TCGA-ZB-A96M-01	TCGA-ZB-A96O-01	TCGA-ZB-A96P-01	TCGA-ZB-A96Q-01	TCGA-ZB-A96R-01	TCGA-ZB-A96V-01	TCGA-ZC-AAA7-01	TCGA-ZC-AAAA-01	TCGA-ZC-AAAF-01	TCGA-ZC-AAAH-01	TCGA-ZL-A9V6-01	TCGA-ZT-A8OM-01
DOCK1	484.833	2932.81	741.918	1691.6	3909.57	543.817	1024.75	671.231	497.932	465.062	1131.83	2321.13	2551.53	834.86	1328.08	1377.13	944.55	997.707	249.215	1375.82	149.891	2112.19	1297.71	1332.27	3143.31	2525.7	1711.89	73.2159	364.057	174.249	936.225	973.651	787.682	4707.05	1445.78	401.373	265.205	1247.71	841.386999999999	448.671	1603.42	1003.44	2774.02	1595.2	1160.45	988.197	142.595	122.683	804.641	1619.65	641.906	1284.22	798.903	2193.31	1247.58	621.091	4452.42	3078.25	1091.24	2242.2	668.143	527.464	3660.81	4652.54	2808.16	3051.44	4916.15	1283.71	2544.23	1034.71	1038.83	1698.88	5236.6	1124.47	1237.63	433.053	4504.16	1359.05	772.059	671.107	291.132	27.7095	542.244	472.104	2496.17	1172.78	2757.53	1788.89	1066.48	2412.55	4034.9	1922.24	5424.88	4642.21	1183.31	6077.88	424.658	890.869	4282.46	1633.1	2032.63	938.523	686.896	4301.64	1436.75	2062.67	5759.66	2161.94	243.671	1158.19	2491.97	360.776	1115.6	447.761	1514.18	1048.89	253.142	3649.71	105.419
TSC22D3	4636.5	6358.01	1156.25	7141.35	2844.38	10050.8	2712.64	22788.7	14554.8	651.733	5365.85	2198.6	8483.5	2725.14	10846.5	1274.03	967.057	2435.7	2170.75	1502.25	5587.26	13868.6	7764.4	1345.5	6208.59	6651.75	7180.73	3526.84	1967.63	22082.4	6802.48	1312.79	4544.57	3192.44	3289.27	2042.45	6423.62	2195.72	2862.39	8356.88	1784.52	7179.22	4304.05	36431.7	5634.09	6237.12	4301.63	2406	2751.21	4059.66	26812.2	3236.76	12691.8	5191.95	7265.15	8351.96	4232.63	3522.88	4940.71	9904.05	1983.24	1838.92	2959.52	3177.52	2558.64	4842.79	1696.42	6739.77	2966.41	1464.2	6315.79	1139.29	1613.19	1397.46	14109.9	8262.18	948.712	1914.46	2291.36	2339	1398.22	1240.67	8511.87	2449.5	2802.31	1980.65	5187.79	1434.85	2094.58	7530.04	2186.13	5989.14	1964.21	2224	3988.76	2290.1	5437.47	3401.66	5175.84	4578.22	2190.88	2460.53	2046.19	1944.1	15985.2	2995.27	2342.28	4413.84	11327.2	5051.64	3226.51	5323.54	1145.58	3920.04	8690.84	2038.82	4125.07	2426.66	6391.13
E2F3	408.752	153.957	406.25	246.902	362.829	503.685	406.337	513.931	506.205	613.624	367.569	223.325	333.803	188.231	269.702	445.736	488.248	586.851	164.47	554.404	213.613	136.339	460.444	666.591	474.272	329.974	210.93	93.1839	166.734	115.022	297.444	686.358	523.096	368.524	405.436	407.615	228.43	409.446	289.916	282.836	584.179	316.944	351.727	323.544	356.818	129.292	236.81	243.601	375.067	462.392	558.514	544.523	469.05	637.516	366.7	337.325	305.891	205.237	529.903	574.755	585.775	423.412	154.691	176.628	151.288	165.865	209.613	369.455	259.052	469.684	215.703	707.924	322.553	410.838	195.2	294.678	887.515	287.526	466.912	452.457	347.462	58.1006	232.39	277.136	339.567	508.618	362.96	585.53	397.799	305.257	173.274	450.788	119.064	158.857	576.486	522.293	256.739	332.762	318.038	385.912	430.04	439.918	287.325	136.333	584.452	413.481	431.401	428.516	320.253	559.596	565.084	350.288	713.606	196.162	404.035	293.314	260.922	251.512	178.325
EPHA2	138.737	1920.65	227.91	133.089	304.854	188.37	179.766	58.271	110.651	167.293	161.221	1178.99	689.096	162.986	113.252	138.372	33.3969	715.994	319.523	433.161	98.4794	1106.1	157.876	410.631	336.699	988.557	789.07	25.792	127.097	169.099	695.585	318.742	344.408	894.819	903.863	38.0774	199.434	690.792	578.256	190.253	536.582	1121.33	944.444	93.49	539.545	742.489	51.7758	71.4916	426.336	564.256	582.341	588.57	72.5509	186.822	165.957	321.357	1081.19	1211.73	468.921	534.7	110.757	290.945	2477.88	3184.66	1019.23	2119.71	2309	632.093	1323.63	221.055	182.341	93.4351	3940.43	89.7544	184.279	85.1541	183.591	491.83	188.419	75.333	167.317	27.7095	552.876	429.804	1308.57	305.664	1013.06	259.356	660.154	570.816	4970.76	519.44	3771.08	3534.57	84.2815	1567.75	532.037	355.616	1892.03	563.526	1641.93	188.675	207.304	1683.71	204.947	1146.63	4262.99	1239.01	129.747	53.4507	1098.74	139.486	896.289	167.377	129.226	827.462	50.8677	1817.71	255.172
NR2F6	154.649	1122.08	676.724	930.243	1113.45	438.984	1458.84	270.339	302.482	350.734	1091.22	1438.54	597.831	2097.56	992.995	310.077	270.079	606.673	1193.35	663.212	457.639	955.230000000001	340.736	505.076	679.789	1307.6	2037.39	1157.31	1457.95	1777.68	1678.8	252.019	273.906	747.955	765.093	222.846	787.129	822.63	640.756	382.541	397.137	1336.51	971.847	1167.4	460.454	4062.77	707.885	707.855	542.364	528.604	169.587	711.601	281.346	815.894	510.191	531.936	1477.72	988.953	379.909	351.654	185.129	612.706	1280.83	2025.42	2506.57	2139.42	1489.7	475.123	678.238	622.507	1256.26	697.694	628.936	1090.94	593.789	909.804	1032.74	1729.08	289.982	531.465	666.481	2693.18	1262.96	823.63	782.501	517.012	464.849	487.361	606.119	692.597	920.557	452.89	1302.98	1602.62	1019.81	1371.16	1661.95	779.339	650.063	550.562	1398.75	653.813	750.806	1768.58	991.519	656.287	882.449	698.993	276.582	202.894	629.655	481.909	725.5	1750.53	416.031	672.178	546.379	1256.77	1363.55
FLT4	85.5296	369.983	160.56	109.683	331.761	119.574	65.859	92.9788	189.245	63.9461	139.069	208.52	128.107	104.523	152.948	126.357	34.4859	195.817	185.185	122.28	101.376	359.44	117.28	122.733	115.036	107.942	139.981	131.456	178.366	113.305	337.206	166.596	80.6321	249.318	182.833	72.4095	89.1089	174.312	173.319	127.174	184.066	368.226	163.288	90.0636	177.727	210.837	56.0197	94.4395	144.091	193.906	207.428	215.683	219.762	171.253	82.9785	150.699	217.145	455.091	175.372	394.504	47.9816	68.034	267.022	258.252	211.214	422.596	412.721	165.776	219.112	139.27	224.906	83.887	233.617	112.447	63.7015	171.989	87.5149	120.725	104.779	124.943	80.3123	112.626	123.79	160.934	198.374	127.895	169.13	72.2017	188.057	74.0343	327.874	353.765	523.742	451.386	179.8	273.596	148.034	79.0766	207.976	199.654	191.775	64.9933	84.855	431.152	99.6466	173.039	278.869	178.34	74.6835	65.7226	265.801	145.779	156.042	149.254	117.775	174.695	69.4195	234.851	162.562
GAS1	327.698	1557.26	443.427	1086.28	957.282	1009.01	160.298	2592.9	402.275	211.862	1700.42	984.959	1372.33	685.603	3000	408.527	144.115	482.335	109.856	389.983	415.641	2194.68	498.959	444.85	2749.77	658.582	852.828	51.5839	564.826	521.03	768.397	309.392	584.279	980.133	1103	202.871	173.975	389.738	243.697	517.345	537.326	1060.01	739.865	7984.34	420.909	415.772	108.644	323.919	326.498	651.205	1243.87	678.185	499.42	1673.74	2064.68	266.134	630.287	807.409	503.768	2044.25	127.151	275.338	1442.74	1108.39	833.558	1154.81	847.488000000001	619.842	1901.08	296.766	2083.41	419.094	905.532	695.343	3614.61	2866.67	230.202	327.886	443.474	796.509	201.339	12.514	385.798	235.809	1046.41	527.876	969.151	488.945	469.964	1955.47	41.3286	513.485	716.513	733.745	121.927	2037.93	231.551	426.465	1569.94	757.995	640.59	914.757	231.471	1284.94	5744.88	1531.34	869.079	891.075	622.785	321.522	666.211	412.69	82.7783	168.444	4277.54	167.505	121.484	949.717	178.325
GCNT1	155.147	608.894	103.448	191.372	750.902	180.18	30.2371	80.5604	134.436	132.413	114.045	712.182	996.941999999999	68.6489	134.851	99.2248	89.6633	344.783	252.354	539.896	107.169	1155.25	154.754	210.791	94.8543	279.078	440.077	111.488	109.863	101.288	571.65	226.944	99.2707	938.839	596.567	117.978	286.421	511.383	445.378	91.5655	391.188	848.533	489.865	38.6686	200.454	939.914	125.62	71.4916	200.216	113.142	419.762	282.514	135.822	164.393	96.0232	117.099	2143.88	6486.35	232.188	373.545	125.152	66.8334	853.467	3325.6	936.71	1878.37	1699.31	422.289	464.726	83.6552	181.766	125.831	1449.36	126.334	226.14	99.7199	240.032	88.2222	221.048	101.516	107.083	111.732	252.895	236.295	778.982	205.422	579.432	171.954	248.491	316.524	650.85	315.937	2197.73	1877.71	178.677	323.972	190.013	232.659	317.301	561.798	468.038	108.16	110.097	3213.02	250.883	454.474	720.094	592.176	96.8354	113.719	703.108999999999	81.8039	192.674	186.567	132.497	659.238	120.287	2007.34	224.631
GNAQ	1101.44	1452.88	1109.91	1084.44	2112.9	1294.84	612.613	1398.82	1532.58	1862.19	1060.04	1193.16	2002.82	771.525	1177.47	1448.06	1155.82	1543.11	696.171	1528.5	727.009	1443.32	1438.58	1610.13	1731.93	3264.22	815.436	893.566999999999	850.04	1066.95	1939.58	2165.32	1376.82	1878.46	1632.33	1054.31	900.283	1184.17	965.861	894.799	1661.06	1163.63	2162.16	1009.79	1238.64	642.704	794.461	1032.66	1155.96	1521.42	836.02	1317.64	1056.63	1214.6	1014.58	1020.29	965.257000000001	1563.43	1481.38	1632.04	1497.03	1021.71	1264.2	1324.71	1004.49	1268.27	2293.82	1610.29	2175.81	1245.95	902.502000000001	1097.35	2265.11	2401.69	1683.54	920.448	1514.39	1090.1	1675.09	1302.25	1109.87	578.324	1060.95	1090.07	3141.88	1509.06	3139.71	1901.31	1336.31	1117.49	1048.52	1770.93	1933.38	1470.4	1088.92	1996.82	956.695	1093.82	2866.02	1757.99	1616	1340.61	864.662	1915.47	1351.94	2381.55	1916.34	2672.29	901.899	1360.54	2576.02	929.733	880.59	1029.85	1007.09	803.738	800.718	2043.44	877.832
GRK5	764.296000000001	436.905	449.892	244.608	333.981	599.509	115.978	706.575	553.775	251.263	834.824	406.016	524.428	52.2618	204.904	667.054	715.491	242.669	520.402	388.601	606.082	346.618	632.547	424.775	425.835	241.161	326.462	130.624	406.709	369.099	117.738	587.335	704.214	298.013	605.15	652.31	420.085	508.325	519.958	685.216	613.927	409.199	320.946	140.969	562.727	244.099	291.133	480.141	756.611	601.728	1122.63	344.788	338.711	634.613	525.048	917.831	228.097	107.08	748.076	536.097	801.692	546.673	252.902	255.575	158.165	171.635	143.838	667.698	306.084	542.123	435.433	407.159	1158.72	304.826	318.963	375.35	249.544	270.738	714.614	637.115	492.471	301.229	359.977	602.407	260.394	335.293	557.819	378.109	644.157	930.794	174.805	522.242	129.341	132.219	157.887	170.237	602.298	503.256	668.1	541.919	322.754	399.175	815.789	111.452	228.975	656.681	227.57	417.272	605.696	560.414	497.438	616.675	294.957	227.079	406.216	740.475	550.568	200.337	439.409
GTF2H4	847.907	745.572	1133.08	495.64	570.979	850.942	736.394	821.436	677.611	652.502	930.408	820.348	678.298	520.669	527.729	629.136	1002.63	679.672	1244.52	777.648	1016.7	898.882	813.786	740.86	624.121	357.483	844.031999999999	759.615	897.604	935.803	983.646	1151.87	812.63	690.491	713.765	793.439	1125.88	892.936	907.521	908.203	708.121	620.354	686.689	452.702	884.814	665.236	1050.79	753.751	1006.11	773.734	399.439	766.66	878.295999999999	684.116	650.599	973.021	721.465	428.05	888.798	675.775	832.588	1144.82	704.076	549.5	704.959	512.562	548.865	754.694	546.42	761.09	796.152	709.694	656.013	518.869	282.316	844.818	613.016	400.539	591.342	798.838	930.842	1166.48	824.758	991.37	440.237	692.998999999999	575.7	548.663	886.757	368.965	739.923	929.58	524.777	543.49	911.504	566.714	885.935	885.493000000001	533.803	716.491	706.16	795.276000000001	961.868999999999	514.962	682.042	563.666	546.3	620.298	935.443	732.179	651.076	937.598	505.685	341.151	729.166	955.241	822.514	441.908	1225.22
H2AX	4852.31	578.033	6551.19	1872.88	475.173	4284.19	2244.18	4923.74	4790.07	5177.05	4077.71	2967.79	1535.88	799.428	3394.05	3264.34	6466.65	6183.86	9508.47	6500.86	7149.89	723.582	3888.97	3684.27	1590.32	556.106	3148.13	5087.67	2791.82	8085.84	3299.25	3518.49	4466.37	1226.33	2455.51	6093.01	8874.12	3057.76	5157.04	3543.08	2778.1	598.731	1297.67	386.197	5521.36	1245.17	8094.84	6245.37	4690.77	4284.13	558.514	1734.57	3918.59	2798.63	2423.05	6212.57	832.326	270.778	4029.01	924.546	4211.18	6721.76	556.323	611.508	1859.67	746.154	320.202	3764.23	1142.96	5309.54	2263.45	2845.34	654.468	651.651	219.315	5244.26	1054.62	1164.75	2374.08	3391.82	6248.75	9355.08	5958.61	6935.7	441.174	5115.8	1814.8	2846.58	6148.28	586.91	612.276	1522.94	369.596	419.906	1039.47	384.482	6821.92	4782.99	370.308	2070.44	2404.56	2478.48	6696.03	356.51	787.279	1433.19	706.723	1501.99	5767.72	2987.79	2085.41	4795.49	1635.11	1666.31	1785.17	5649.17	6265.71	422.493	9719.21
IK	3780.21	2813.88	3054.96	3175.31	2465.74	3912.37	2035.83	3737.94	2689.25	2583.68	3567.38	2900.39	2816.39	4612.32	2513.72	3465.12	3948.82	3060.4	3333.96	3446.63	4176.68	2733.63	3808.81	3997.26	3033.99	2798.63	2994.25	1919.42	3201.11	2960.51	2501.94	2964.73	3821.31	2531.75	2887.27	4619.23	3613.86	3307.17	3503.15	3797.94	3227.3	2528.95	2779.65	3469.41	4360	2833.69	3909.49	3691.09	3685.91	3601.64	2606.17	2783.37	3623.33	2807.6	3444.51	4092.81	2546.83	2100.99	3977.87	2871.91	3921.69	3478.14	2568.56	2363.51	3437.88	2625.48	2524.03	3492.4	2933.18	4294.92	3400.06	3280.12	2083.4	2574.43	3410.76	3571.99	2285.53	2386.28	3173.25	3177.77	3530.4	1474.86	3163.09	3887.2	2093.27	4154.86	2581.89	2868.75	3590.85	2909.87	2380.53	2727.5	2300.5	1904.35	2528.45	2115.52	4457.8	3750.42	2367.25	3216.08	2990.61	3134.23	3748.66	2753.58	2134.98	2647.62	2697.83	2824.39	4980.38	4455.23	2519.99	4264.81	2292.1	2303.84	3354.42	4456.51	3742.07	1927.6	3002.96
IL16	5372.95	685.872	3521.01	1086.28	1200	4279.28	131.718	4240.09	3213.03	4416.15	1424.33	1643.59	1957.88	158.557	2842.97	2322.48	4333.61	2831.54	3706.21	2613.13	4597.39	1032.16	5324.77	2837	1416.42	1636.21	1216.2	576.575	2541.93	1792.27	998.708999999999	3909.9	5878.85	1234.13	1823.75	5152.93	3296.32	2986.41	2991.07	7303.88	3245.52	3502.78	1457.21	88.1057	2921.82	1880.9	3540.27	5300.97	4182.95	3331.33	4927.82	3554.96	5321.94	1365.54	2704.23	4173.99	697.885	300.932	3516.91	1840.71	5820.96	1708.05	685.598	327.832	1130.73	640.385	358.15	3617.59	1073.91	2957.84	1791.77	1332.3	1895.32	1411.68	1400.52	2611.76	477.844	1504.78	5902.11	4564.54	4383.71	3171.4	2206.19	3600.83	1541.25	2452.23	1639.84	2514.71	3871.34	1504.83	303.689	2032.22	281.715	312.387	684.928	317.603	2498.01	4798.07	939.389	3953.76	1173.45	1676.73	4049.95	357.532	1867.84	1874.66	532.635	2001.41	5378.48	5581.51	2114.11	4717.88	1529.02	955.224	4485.82	2439.25	4088.57	1402.36	2771.08
ISL1	274.49	656.572	603.987	1134.27	830.274999999999	216.216	40.8823	114.313	405.894	315.855	3.6921	188.015	302.426	895.408	1013.26	1119.17	63.8896	44.4493	1.8832	27.2884	235.337	303.259	14.2262	91.2513	887.728999999999	5.1238	569.779	7.488	635.053	177.682	1038.99	41.224	274.311	61.1609	104.721	332.085	26.8741	25.4842	0.5252	248.244	120.48	116.046	846.216	1040.63	80	222.875	652.714	193.292	58.8235	150.25	8.4093	80.5012	191.922	954.88	597.155	44.9102	746.416	0	33.7108	412.865	73.5717	946.877	653.593	549.273	40.278	9.1346	15.5403	224.736	414.173	78.22	1032.5	1139.21	0.4255	506.909	956.232	314.846	7.61	7.8578	349.807	419.385	353.597	0	132.5	42.7859	248.078	213.817	162.279	968.233999999999	120.157	621.019	0.3061	800.911	9.922	4.8432	34.2745	1653.68	121.078	172.323	438.266	211.322	257.488	648.367	682.39	142.127	2057.95	192.341	374.408	963.913	190.26	219.53	168.278	282.118	10.942	143.923	772.083	2.8756	572.112	1091.84	0.9852
ITGA7	196.917	134.192	166.487	151.905	56.0333	265.356	110.179	473.491	556.877	138.873	254.755	373.888	143.178	95.6656	216.579	268.992	165.169	105.717	215.945	164.767	128.168	487.659	117.627	125.927	120.418	93.9368	339.885	220.48	181.382	582.833	185.386	158.521	305.105	274.25	182.833	110.487	162.659	220.863	187.5	127.683	83.2948	339.678	82.2072	133.137	88.6364	197.961	197.766	83.8482	94.9811	84.402	539.594	233.15	278.815	374.699	126.823	371.257	84.5921	146.774	219.31	640.894	209.919	264.933	180.734	86.0839	166.024	136.058	139.863	179.176	60.0971	100.012	293.356	309.973	227.66	317.697	181.549	60.5042	131.906	256.809	267.463	138.723	151.701	153.743	151.889	216.361	173.303	76.0457	145.458	283.106	166.016	233.369	236.645	417.513	244.153	168.059	151.707	226.983	126.823	108.33	206.872	143.042	153.777	218.746	212.674	239.605	161.838	171.068	111.875	281.721	110.127	66.5407	164.332	123.23	129.876	500	165.213	107.836	189.707	165.427	266.01
KIF22	6880.66	1069.72	6789.87	2480.5	687.101	6251.43	3266.85	6051.9	5694.93	7246.57	5620.6	3544.85	2126.74	1359.69	3408.06	3960.85	6281.88	5281.06	9097.3	5652.5	8478.64	1315.53	4866.76	5306.26	2326.62	937.318	3845.16	4269.82	3301.5	7881.55	5172.73	5254.99	6607.37	2136.35	3644.35	7453.18	8677.51	5005.78	5844.54	5105.29	4023.43	1345.76	2410.29	867.841	6743.64	2255.36	8368.15	8120.04	6494.87	5072.85	1611.77	2759.07	5134.66	3297.88	4274.3	7351.96	1455.82	608.942	5923.25	1374.48	6647.85	6294.75	1159.71	1268.06	3008.08	1267.31	969.642	4237.82	1705.11	5503.49	2754.1	3172.02	1303.83	1501.44	864.52	5067.23	1549.58	1313.33	3322.61	4055.12	6836.59	10420.6	6692.23	8094.81	890.705	5873.3	2304.69	3425.78	5702.85	1019.31	1161.18	2711.38	669.383	825.282	1797.44	951.94	9337.59999999999	5779.45	785.523	3317.63	3016.99	2943.13	6656.28	1133.27	1024.73	1929.44	998.963	2276.57	8496.2	4962.46	2856.51	6268.48	2031.4	2509.59	2243.73	6685.84	8456.61	945.75	12443.3
LIMK1	853.804	494.119	1155.71	1405.23	896.255	749.386000000001	681.371	524.439	577.559	876.513	532.072	705.252	681.839	1293.26	1018.68	987.985	593.883	745.427	490.27	680.829	566.98	497.062	867.800000000001	533.82	1531.12	1831.6	583.893	1645.69	1023.67	480.687	672.347	467.913	779.984	757.694	781.974	623.596	437.058	700.985	656.513	1024.01	708.749	924.927	595.721	1772.88	479.546	650.215	506.723	664.607	526.174	686.494	1225.65	972.85	1032.16	1172.12	1527.67	688.955	532.477	628.019	567.78	1368.42	640.554	970.885	701.6	711.864	565.857	1195.19	1102.64	822.372	921.239	865.06	1555.94	1162.82	1382.55	1673.16	819.475	1068.91	1139.91	2131.98	891.544	879.651	711.099	1338.99	577.179	549.41	1405.77	665.153	577.031	623.848	548.884	1394.31	1029.54	1119.79	1420.62	1472.82	1070.38	942.965	403.005	571.82	639.756	745.895	899.419	1589.43	580.558	940.014	1255.83	823.413	762.934	967.596	791.139	572.141	551.076	737.808	1264.99	588.486	946.02	516.175	567.325	987.404	433.498
LMNA	2696.17	9796.73999999999	13379.3	7726.48	3623.3	2838.66	8799.42	1936.95	2957.6	2657.31	5904.07	8091.03	6001.75	14622.2	7528.31	5006.59	1925.76	2741.44	5795.98	2582.38	6978.28	8336.79	2603.75	1909.89	7499.55	6321.43	9205.18	22485.6	10087.2	14280.7	7122.13	1305.14	4117.91	5443.71	4858.66	3196.63	4264.5	4078.49	4597.16	4615.41	2934.28	9389.64	5789.79	13374.4	3133.64	10863.2	10320.4	5641.66	3607.66	3237.47	10058.9	5478.64	2467.15	5623.39	10128.5	3306.72	4054.38	5986.65	2244.61	6649.28	1445.44	8059.23	8240.04	6226.58	6893.93	6425	5090.71	5090.82	5690.93	6397.52	9316.08	6290.84	8371.06	8485.35	6792.86	7332.77	4738.17	9126.89	3882.35	4017	5501.39	27619.2	6643.63	4375.35	5543.04	2300.63	4226.18	5578.21	2620.71	7006.97	11016.4	5035.38	6491.85	7996.13	3680.29	6193.4	2902.78	3191.86	7331.06	3828.87	5529.73	7831.7	3439.85	7076.35	3814.84	8477.34	3968.57	5967.99	3182.91	2192.84	5361.8	3116.94	10423.4	13151.4	3979.28	3483.82	5667.27	6812.65	10685.7
MAPT	378.916	433.785	85.1293	171.179	1668.52	76.1671	39.3497	153.797	391.934	24.5449	700.678	73.3916	90.4282	3051.56	89.317	1017.83	192.395	82.2913	109.228	60.7945	173.063	315.418	419.847	66.1572	180.291	170.794	156.28	314.495	176.212	781.974	156.468	48.4488	36.0616	494.351	94.9928	918.227	33.9463	173.293	249.475	130.226	120.852	620.143	168.543	1753.79	72.2727	224.249	566.987	173.875	67.4582	92.4056	38.5424	649.326	434.462	1377.94	272.126	22.9541	782.1	632.943	46.5891	1206.8	166.336	794.797	217.76	78.9474	444.041	56.7308	67.9436	172.667	116.835	36.4531	385.39	4301.42	131.064	1904.83	185.189	68.3473	16.1712	278.239	644.302	232.43	336.308	28.6034	30.3778	58.3445	68.6173	49.3803	95.7144	233.705	36.9715	90.6652	156.437	142.557	145.287	815.111	98.3284	768.385	55.6783	83.1904	124.049	87.7269	62.5838	146.477	91.8367	135.651	218.375	59.5191	109.147	60.2795	72.1519	231.256	125.043	649.712	18.5538	17.0576	161.396	526.24	589.467	72.2007	37.4384
FOXO4	773.743999999999	441.066	362.608	158.329	523.44	589.681	406.752	1047.6	544.467	508.339	393.003	394.362	485.912	153.685	297.139	384.108	541.973	451.101	424.984	529.188	574.222	298.75	817.488	628.265	296.336	698.89	307.287	303.68	174.919	316.738	339.272	606.035	706.24	269.965	526.753	661.049	418.67	573.564	393.908	692.337	514.643	374.835	522.898	377.876	505.454	268.777	419.299	483.672	599.029	611.551	456.202	312.132	876.938	382.351	439.895	693.28	367.447	618.788	647.323	552.865	690.934999999999	275.738	352.055	441.57	422.428	379.808	783.52	659.276	630.459	544.927	254.242	210.74	323.404	529.721	281.652	323.81	1314.31	485.401	657.169	552.595	389.849	184.134	332.637	499.818	786.46	480.471	726.949	535.496	657.31	219.957	426.45	481.962	717.576	330.791	613.569	519.977	511.71	633.527	663.314	751.513	407.689	364.254	545.65	462.849	310.247	594.009	658.426	662.138	582.279	842.394	614.964	694.284	412.94	436.034	315.703	432.782	466.786	584.35	452.217
NFATC4	594.729	2554.16	531.789	1923.82	545.631	147.42	1878.43	362.363	322.647	229.302	121.429	1588.16	1749.95	2990.44	724.46	1589.53	328.161	934.036	2047.08	1148.19	433.02	1304.41	117.28	582.639	107.3	1123.14	1568.55	1912.76	342.515	1721.03	1601.86	354.016	104.538	1125.83	2054.36	85.5181	1359.26	420.999	1276.26	149.048	512.783	720.856	839.715000000001	1022.52	954.091000000001	1353.54	1291	513.681	427.955	865.848	576.734	400.987	118.95	999.549	244.587	596.474	456.949	323.087	412.484	313.926	293.487	248.524	1945.72	491.079	246.58	549.519	367.546	993.508	1926.09	865.528	502.732	220.288	897.021	543.607	543.283	248.739	1965.6	2232.7	676.011	91.4102	171.221	1288.94	1417.88	970.463	2321.55	574.787	1750.3	282.79	700.325	1185.62	967.089999999999	1231.52	331.325	277.515	190.476	1250.72	579.319	510.57	3718.54	1217.8	227.09	180.429	1013.96	458.759	613.428	2489.95	633.05	1997.35	258.861	311.159	1159.89	160.462	226.451	780.384	222.465	1715.31	1502.09	377.665	3885.71
