TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01	TCGA-2J-AABK-01	TCGA-2J-AABO-01	TCGA-2J-AABP-01	TCGA-2J-AABR-01	TCGA-2J-AABT-01	TCGA-2J-AABU-01	TCGA-2J-AABV-01	TCGA-2L-AAQA-01	TCGA-2L-AAQE-01	TCGA-2L-AAQI-01	TCGA-2L-AAQJ-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-3A-A9I5-01	TCGA-3A-A9I7-01	TCGA-3A-A9I9-01	TCGA-3A-A9IB-01	TCGA-3A-A9IC-01	TCGA-3A-A9IH-01	TCGA-3A-A9IJ-01	TCGA-3A-A9IL-01	TCGA-3A-A9IN-01	TCGA-3A-A9IO-01	TCGA-3A-A9IR-01	TCGA-3A-A9IS-01	TCGA-3A-A9IU-01	TCGA-3A-A9IV-01	TCGA-3A-A9IX-01	TCGA-3A-A9IZ-01	TCGA-3A-A9J0-01	TCGA-3E-AAAY-01	TCGA-3E-AAAZ-01	TCGA-F2-6879-01	TCGA-F2-6880-01	TCGA-F2-7273-01	TCGA-F2-7276-01	TCGA-F2-A44G-01	TCGA-F2-A44H-01	TCGA-F2-A7TX-01	TCGA-F2-A8YN-01	TCGA-FB-A4P5-01	TCGA-FB-A4P6-01	TCGA-FB-A545-01	TCGA-FB-A5VM-01	TCGA-FB-A78T-01	TCGA-FB-A7DR-01	TCGA-FB-AAPP-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPS-01	TCGA-FB-AAPU-01	TCGA-FB-AAPY-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ0-01	TCGA-FB-AAQ1-01	TCGA-FB-AAQ2-01	TCGA-FB-AAQ3-01	TCGA-FB-AAQ6-01	TCGA-H6-8124-01	TCGA-H6-A45N-01	TCGA-H8-A6C1-01	TCGA-HV-A5A3-01	TCGA-HV-A5A4-01	TCGA-HV-A5A5-01	TCGA-HV-A5A6-01	TCGA-HV-A7OL-01	TCGA-HV-A7OP-01	TCGA-HV-AA8V-01	TCGA-HV-AA8X-01	TCGA-HZ-7289-01	TCGA-HZ-7918-01	TCGA-HZ-7919-01	TCGA-HZ-7920-01	TCGA-HZ-7922-01	TCGA-HZ-7923-01	TCGA-HZ-7924-01	TCGA-HZ-7925-01	TCGA-HZ-7926-01	TCGA-HZ-8001-01	TCGA-HZ-8002-01	TCGA-HZ-8003-01	TCGA-HZ-8005-01	TCGA-HZ-8315-01	TCGA-HZ-8317-01	TCGA-HZ-8519-01	TCGA-HZ-8636-01	TCGA-HZ-8637-01	TCGA-HZ-8638-01	TCGA-HZ-A49G-01	TCGA-HZ-A49H-01	TCGA-HZ-A49I-01	TCGA-HZ-A4BH-01	TCGA-HZ-A4BK-01	TCGA-HZ-A77O-01	TCGA-HZ-A77P-01	TCGA-HZ-A77Q-01	TCGA-HZ-A8P0-01	TCGA-HZ-A8P1-01	TCGA-HZ-A9TJ-01	TCGA-IB-7644-01	TCGA-IB-7645-01	TCGA-IB-7646-01	TCGA-IB-7647-01	TCGA-IB-7649-01	TCGA-IB-7651-01	TCGA-IB-7652-01	TCGA-IB-7885-01	TCGA-IB-7886-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7889-01	TCGA-IB-7890-01	TCGA-IB-7891-01	TCGA-IB-7893-01	TCGA-IB-7897-01	TCGA-IB-8126-01	TCGA-IB-8127-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5SS-01	TCGA-IB-A5ST-01	TCGA-IB-A6UF-01	TCGA-IB-A6UG-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUP-01	TCGA-IB-AAUQ-01	TCGA-IB-AAUR-01	TCGA-IB-AAUS-01	TCGA-IB-AAUT-01	TCGA-IB-AAUU-01	TCGA-IB-AAUV-01	TCGA-IB-AAUW-01	TCGA-L1-A7W4-01	TCGA-LB-A7SX-01	TCGA-LB-A8F3-01	TCGA-LB-A9Q5-01	TCGA-M8-A5N4-01	TCGA-OE-A75W-01	TCGA-PZ-A5RE-01	TCGA-Q3-A5QY-01	TCGA-Q3-AA2A-01	TCGA-RB-A7B8-01	TCGA-RB-AA9M-01	TCGA-RL-AAAS-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-US-A774-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A77E-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-XD-AAUG-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01	TCGA-XD-AAUL-01	TCGA-XN-A8T3-01	TCGA-XN-A8T5-01	TCGA-YB-A89D-01	TCGA-YH-A8SY-01	TCGA-YY-A8LH-01	TCGA-Z5-AAPL-01
TADA2A	177.073	161.616	79.5322	152.291	170.418	154.063	144.905	176.841	167.683	228.229	178.848	170.673	150.973	156.463	143.304	132.096	86.6142	211.542	126.506	147.699	230.198	87.324	188.724	126.05	157.227	126.346	124.962	128.395	117.317	181.939	241.287	196.305	306.737	232.037	277.601	152.021	188.017	169.474	156.134	151.571	156.022	182.498	99.5289	126.419	155.955	156.062	123.068	125.28	151.715	77.2523	127.837	207.766	155.185	119.457	150.229	155.969	196.14	92.4364	131.724	106.255	140.303	133.237	197.163	142.393	151.233	106.631	164.319	152.821	127.825	148.707	102.783	127.888	134.027	104.39	83.1793	18.3861	143.065	272.747	104.025	149.693	179.434	210.295	155.889	198.807	197.257	152.494	127.604	190.593	222.46	211.851	164.726	127.603	150.886	201.945	192.257	191.162	208.129	134.026	117.484	112.777	241.421	157.666	215.338	223.543	116.921	150.269	207.186	136.889	184.356	196.674	169.036	121.537	94.6222	178.116	123.774	133.591	161.609	123.675	148.597	148.743	150.145	146.242	158.921	247.922	164.678	135.984	149.167	133.004	133.321	154.853	142.42	125.76	148.691	210.777	172.458	145.52	157.954	168.222	179.518	121.811	161.857	122.489	116.029	135.492	190.476	173.417	72.6263	224.98	141.117	193.651	136.129	80.9335	126.576	161.147	145.638	169.654	175.107	117.363	188.358	134.645	168.872	189.474	195.982	116.377	120.961	208.581	146.772	149.324	161.374	252.105	147.193	146.625	143.027	119.219	153.037	182.56	215.385
TARBP1	513.171	704.125	632.749	976.733	473.741	678.879	857.715	926.73	564.024	623.73	709.802	737.981	310.363	468.769	583.855	382.096	469.291	955.158	694.625	566.989	437.624	572.457	189.317	787.515	562.553	690.651999999999	472.438	666.667	562.579	453.252	542.092	561.778	730.376	1056.21	407.542	629.174	362.565	631.751	417.844	892.527	796.197	1179.88	487.632	546.18	386.693	500.335	461.921	548.098	465.26	644.799	513.528	674.387	473.883	875.326	833.125	494.812	754.651000000001	344.617	581.379	803.107	870.531	450.398	446.429	549.088	786.878	484.344	1142.72	421.389	589.244	910.56	446.173	1087.59	503.755	725.91	495.995	1027.58	508.244	819.538	332.462	509.202	408.778	525.582	423.983	688.535	599.751	663.006	458.888	454.806	592.87	585.212	398.016	642.56	618.326	929.316	652.277	1081.97	733.513	765.317	648.379	502.269	544.756	512.536	416.283	546.396	373.678	757.332	1630.54	832.216	261.35	559.667	280.203	468.897	230.769	335.325	476.279	343.711	641.164	321.275	389.103	456.119	294.142	434.866	413.418	601.012	517.363	509.486	587.369	460.437	378.395	354.872	910.877999999999	535.803	1027.42	790.298	539.183	951.971	506.464	638.456	706.631	637.755	820.559	536.012	572.966	639.54	518.841	576.485	1150.06	1281.22	895.939	557.205	570.362	566.038	392.095	618.528	790.195	813.023	713.734	369.239	1002.49	592.539	1154.58	464	1098.97	601.533	602.62	577.818	576.127	531.081	585.633	706.785	523.077	554.325	488.677	380.267	683.411	916.326999999999	1209.69
ELOA	1087.29	1246.58	1791.51	964.503	1260.84	928.549	1019.9	1179.9	951.002000000001	830.766	1459.04	1172.85	2023.72	1330.81	1119.14	1224.84	1514.68	661.701	1335.71	1032.3	1141.17	868.893	941.341000000001	1022.13	1132.4	1479.66	1205.89	1448.43	1212.12	1374.93	1829.11	1906.71	2332.27	2159.76	2069.93	1480.68	1055.97	1334.74	1017.35	1272.74	1328.5	1097.3	1108.09	2623.75	1435.39	1654.55	1584.76	1231.39	1495.25	1095.47	1294.45	1396.63	1278.13	1262.01	1384.52	1039.48	1014.18	925.279	1247.34	873.949	1321.25	1351.17	1174.53	1059.33	1156.6	895.789	873.192	1350.42	1195.96	1338.26	1128.89	844.636999999999	1301.36	1343.66	1123.36	531.604	1299.72	1050.3	1242.63	1308.41	1479.48	1795.23	1205.6	1486	1339.25	916.423	1362.07	1166.72	1512.45	1880.13	1071.19	1334.94	1505.46	1822.57	1315.23	1288.74	1445.43	1458.77	1533.12	1395.88	1197.56	1269.79	1232.97	1416.33	1218.78	1422.13	738.874	1828.86	1524.6	1562.41	1067.77	1202.88	1296.56	1127.58	999.125000000001	1174.65	1023.29	1003.76	1395.95	1162.97	1041.98	1375.88	1195	1652.03	1812.55	1058.98	1316.44	1077.61	1150.75	897.854	1587.61	1523.31	1296.9	1008.6	1209.84	1603.82	1042.56	899.505	1330.62	1477.23	1400.12	1380.15	1342.88	1410.32	1532.41	1404.1	1458.51	1319.14	858.924	1488.23	1132.08	947.339	1251.3	1241.58	944.859	790.675	1214.18	1274.98	830.985	1060.23	939.365	1326.11	1349.31	1287.97	1326.61	1473.33	1293.56	1649.88	1692.97	1376.26	1401.65	1385.05	1206.95	1041.88	1134.56	976.325	1559.68
TCF12	1302.93	1256.73	1398.25	1949.71	1330.12	1653.98	1512.56	1403.03	945.993	1281.57	1484.95	1613.78	1765.91	1440.32	1329.89	1245.63	303.937	1566.86	1242.35	2298.57	1145.54	890.058	489.021	938.175	1773.03	899.717	1586.21	1781.23	1242.09	384.626	826.811	695.15	456.744	557.801	341.209	1338.31	688.649	1749.46	1649.07	2406.13	1309.12	1492.89	2292.4	951.212	2349.97	2093.44	1426.6	1739.37	1697.89	1527.02	1188.31	1844.01	1185.47	619.197	1630.05	1346.71	1765.26	1886.42	2539.31	1700.45	1075.3	1082.71	941.408	1223.08	833.411	1263.8	1582.16	1847.03	1466.87	1434.27	645.51	1375.07	1319.47	1176.66	491.682	985.7	1767.22	861.465	1669.11	2565.24	2083.89	1569.54	2619.7	1835.98	2362.59	2511.26	1683.74	819.223000000001	2544.39	1579.44	2329.88	2220.75	1760.67	1758.27	2058.55	2742.88	1607.78	1461.16	1254.09	979.783000000001	1516.68	1241.56	1138.69	1763.8	2001.18	1210.13	1379.64	1082.51	1617.88	1972.29	2301.02	1748.56	1697.07	2779.35	1931.62	1562.14	2544.69	1724.45	1669.79	1011.54	2678.53	2006.15	3166.79	2037.95	1803.91	1894.45	1857.03	938.641	1482.21	1835.47	1475.75	1579.94	1118.67	1214.15	1091.05	1329.75	1754.36	1036.38	1900.34	1674.74	1485.12	1757.96	1804.43	1351.09	2001.24	1587.89	969.86	1364.26	776.142	1224.02	892.016	854.022	1587.76	1082.82	1377.79	1774.79	1628.76	1354.77	1412.89	1207.27	1678.67	1668.63	1341.01	1013.13	1461.57	948.882	989.037999999999	2004.73	1015.62	1217.43	1564.66	1381.33	1481.53	1964.54	1971.96	1193.25	1350.43
VPS72	875.122	674.663	1421.05	1011.52	822.079	663.222	949.591	963.941	1103.22	1050.44	1273.86	1084.94	908.995	636.982	651.439	882.096	995.276	1025.54	849.861	748.698	1091.58	1325.38	756.677	2078.63	896.872	781.87	792.905	1070.12	945.891	1613.51	795.175	640.878	1066.08	823.145	770.105	1167.84	457.416	714.65	695.911	975.442000000001	913.701	1166.79	685.512	689.782	634.464	729.069	781.457	862.416	691.293	731.322	814.963	657.357	962.15	1161.71	1017.48	824.991	892.366	992.569	746.897	1040.4	834.778	742.216	930.75	940.295	906.933	991.216	1384.04	941.227	803.585	1085.13	1007.59	1029.55	757.943	1315.31	1110.91	3327.89	810.863	1066.78	857.292	986.093999999999	744.672	735.564	720.343	558.648	659.352	790.085	866.25	985.276	659.18	581.017	813.282	683.075	608.64	866.834	1136.76	753.442	610.47	687.637	778.055	795.489	862.971	819.19	938.85	729.294	677.438	1194.18	1172.46	1219.4	891.718	782.952	980.711	615.003	682.777	831.388	659.687	945.54	785.445	835.596	875.619	1033.37	770.201	837.139	919.04	601.735	564.708	948.52	710.19	743.704	1243.02	903.312	896.024	1366.97	1153.56	1672.44	911.996	934.767	964.025	990.640000000001	770.871	794.005	862.489	678.589	766.148	996.591	629.814	643.728	869.807	862.809	2761.42	770.039	847.214	1028.8	975.909	869.556	772.891	1006.57	1082.4	979.1	902.287	1215.84	875.066	722.526	1009.31	921.947	781.659	921.497	876.979	738.514	757.939	959.881	894.387	896.625	727.652	725.591	971.963	1320.69	727.635
THBS2	6225.85	7542.93	17059.1	25383.8	10467.3	12770.9	21068	7893.33	9328.4	7442.31	1270.42	15379	5606.52	8314.16	5015.02	11600.4	1609.45	11664.2	8854.96	5198.13	5679.7	6678.02	1475.96	4315.73	14804.3	9371.67	13353.2	32365.9	7450.2	213.858	376.408	2683.03	185.18	191.413	165.834	18717.9	8761.05	11093	12966.5	15122.8	8696.25	6301.05	28891.9	436.944	18111	11424	16137.4	25702.5	5862.36	17507.4	10810.2	8417.57	13905.4	5157.54	4003.33	16716.9	255.26	8981.58	49073.8	2528.72	7022.75	8817.52	8629.57	4103.42	2677.06	7968.03	8063.85	19870	9056.9	9190.19000000001	10509.6	16681.4	11798.4	12377.9	5443.62	4112.36	29998.5	6012.1	1220.6	15012.7	13670.3	4979.08	52743.5	15471.8	1324.69	53259.5	7736.24	14472.8	14349	20436.8	35771.5	21633.5	5423.73	8225.43	27463.4	9040.98999999999	2059.47	11316.7	4347.46	7329.39	12579.3	5466.25	5972.99	4469.33	28090.5	9697.7	4283.83	4618.72	16415.3	21666.5	40893.9	17931.8	15104.8	24967.7	19651.2	30650.3	28245.1	29244.8	19746.8	7103.42	36838.9	23384.6	73746.2999999999	10380.6	10013.8	19597.7	25726.5	2448.38	17392.5	40493.4	12173.4	4978.82	5446.82	6109.31	8662.95	4740.5	10966.8	4319.17	17672.4	15760.8	10885	30170.5	13622.6	8110.78	30267.5	2629.18	8735.23	3269.86	5052.28	9751.08000000001	19502	9030.78	18919.5	6526.72	4522.71	27495.2	6742.49	10465.2	4659.88	5559.79	12631.6	20835.4	1124.45	771.816	21470.3	1148.33	6934.84	40888.5	5483.6	8316.49	24414.6	10917.7	8746.72	25495.9	33228.4	4882.37	3076.92
WRN	234.634	147.727	125.731	205.875	234.727	257.398	157.854	424.914	202.483	313.425	205.933	180.288	215.15	322.746	283.479	231.441	99.2126	255.379	146.895	347.87	213.366	88.6176	116.914	85.2341	274.303	195.467	172.932	276.049	148.679	66.4982	204.826	160.508	360.486	60.5912	281.69	240.334	262.102	289.127	205.948	158.437	193.077	413.986	217.609	460.264	389.089	380.442	235.099	205.817	318.822	145.234	175.05	302.452	275.549	250.913	307.532	238.969	294.21	124.744	247.586	333.783	203.684	202.028	310.25	183.363	217.31	109.635	194.366	422.609	190.959	344.289	98.89	259	186.597	135.439	107.825	148.11	329.292	197.536	200.209	357.055	263.408	408.995	374.257	356.156	489.526	241.293	330.072	147.648	415.33	420.031	255.248	258.993	565.821	337.717	421.917	562.92	559.216	251.094	248.822	240.407	168.466	162.006	308.337	257.285	191.539	238.037	266.467	266.905	383.436	330.146	196.447	290.12	326.072	368.993	409.223	281.279	482.945	362.617	376.445	171.405	371.008	346.092	548.726	594.85	393.855	184.679	225.107	252.301	218.116	302.841	282.656	191.771	253.365	256.238	168.4	341.219	189.994	258.235	269.277	164.541	267.755	236.649	225.478	146.144	375.983	309.06	257.183	392.903	92.3858	179.95	261.344	77.9543	87.8195	180.293	152.848	210.705	226.609	191.854	295.634	515.383	196.93	282.105	224.4	171.195	212.227	215.883	212.546	374.324	247.788	139.673	210.395	252.11	247.318	236.382	230.14	170.654	279.202
ZNF217	710.732	1563.13	2460.82	1107.4	942.122	854.861	1198.71	1253.48	616.725	1173.8	1050.3	899.84	694.371	1103.28	972.466	1286.03	299.213	1479.59	1801.2	1369.13	1347.52	455.378	165.579	654.262	1136.52	1152.97	1226.65	945.185	1120.51	71.2861	455.765	471.709	650.718	60.9355	950.931	2161.25	205.977	1770.29	1511.52	1252.71	721.599	1008.98	2134.28	629.641	1416.63	1465.84	1296.36	992.17	1536.94	1422.99	899.946	1607.63	2096.9	592.071	1166.46	909.36	961.224	1836.16	902.069	1409.85	945.829	1987.69	1551.84	761.929	1159.61	908.615	1276.06	1865.98	1040.53	1443.97	2610.07	917.249	1052.57	1779.98	433.765	120.531	1177.01	1242.27	1492.42	1723.11	1833.56	829.586	2347.32	1635.85	1642.64	1267.96	1454.26	567.689	1632.8	1263.77	1894.78	1625.52	1051.61	1062.45	1641.18	1640.73	1445.2	1463.89	739.817	863.705	1215.26	1613.79	673.691	866.948	1094.01	738.049	1277.84	847.108	1464.42	1873.6	1978.68	4461.32	1556.16	815.368	1674.26	1157.34	2281.37	1584.3	1246.01	982.695	1828.91	1547.76	1364.69	1324.9	1510.23	2173.15	1063.54	1175.71	1019.51	1265.02	1284.4	1673.42	1273.27	3044.55	1975.65	1007.17	1337.27	1099.84	1682.98	946.429	1842.65	999.999999999999	1443.78	1403.92	906.004	1244.99	2650.43	1392.09	670.558	976.479	1473.87	436.445	1053.01	1551.37	1059.12	778.375	1075.11	683.28	1403.33	1032.28	1197.99	1176.42	720.725	649.393	1669	1206.75	694.275	650.676	880.791	1198.12	1271.1	1004.75	1131.11	881.295	1297.9	1187.08	2044.44
ALMS1	589.268	622.896	405.263	511.398	431.94	500.391	456.914	472.402	405.052	441.582	428.633	375.801	264.598	595.547	454.944	472.707	327.559	436.759	500.927	516.947	367.822	278.79	385.757	206.483	437.447	486.686	430.112	460.741	403.446	279.824	403.218	307.737	348.636	555.304	495.684	456.063	611.197	570.904	479.554	419.329	345.685	481.301	617.197	687.327	695.942	628.6	277.594	378.076	488.566	431.583	411.839	494.55	398.183	356.808	331.669	433.246	331.073	360.771	401.379	631.898	365.656	509.051	246.305	266.8	560.726	155.441	380.282	479.882	473.11	426.185	270.974	466.416	317.158	356.531	189.772	482.125	495.635	430.517	270.779	494.887	542.66	603.933	623.983	572.896	655.362	702.855	542.543	294.07	760.428	732.564	495.041	606.21	576.016	665.944	731.976	570.285	608.572	492.888	303.131	315.775	447.324	439.73	410.193	434.049	418.919	365.035	371.856	534.383	499.693	501.039	576.65	696.811	485.364	780.071	567.718	556.18	825.376	454.76	491.469	386.897	762.514	595.261	695.652	741.236	557.16	562.585	507.555	440.131	416.627	548.06	563.128	636.989	507.804	682.384	403.753	644.444	622.26	267.089	613.352	469.388	491.885	389.025	474.88	377.077	491.925	573.339	607.925	593.297	419.797	531.628	295.233	236.346	409.824	354.204	263.879	468.937	611.159	482.315	327.651	204.741	542.086	578.526	305.733	355.176	404.367	362.392	378.806	610.135	447.683	410.599	483.576	632.911	391.538	427.544	417.64	253.555	590.313
DDX39B	3907.32	4553.12	4431.58	6233.61	4279.14	4686.39	5856.64	5772.66	5087.98	5660.18	6530.52	4236.31	4930.04	4622.76	5065.09	4045.85	7524.41	5638.85	4006.02	4269.67	4076.49	5042.15	3672.61	4572.63	4312.61	4708.22	3838.23	4909.12	3420.11	6319.99	4700.81	4447.75	4638.25	5941.72	3616.01	5385.76	3158.69	4398.71	5384.04	5499.99	5094.59	4121.77	3331.57	4978.89	2940.14	3637.98	6786.14	4541.39	4997.36	6552.02	5039.24	5461.17	7520.82	5997.4	7638.48	4143.2	5340.29	14338.4	6318.62	5211.37	6205.66	5548.14	7010.43	4453.66	5540.72	5957.02	6719.78	4157.05	5881.4	5871.23	5719.35	5452.44	4160.02	5461.46	4670.36	5466.65	4456.84	4059.65	3127.55	2514.52	3663.72	4423.77	3958.37	5408.8	4097.26	4093.55	3601.25	4943.56	3918.36	3794.9	3698.03	4000.76	4548.49	4575.19	4916.75	5520.76	5251.62	5398.01	4882.79	4529.47	5660.67	4427.19	4969.12	4439.8	3983.39	5511.31	5917.81	5479	4148.77	3497.3	2929.57	2931.35	3147.04	2376.6	3170.16	4276.58	4061.71	3790.49	3214.09	4489.08	2765.65	3230.35	2731.63	4512.11	4808.6	4167.51	5213.33	2824.11	3649.8	2629.83	4417.51	4911.45	5537.54	7320.14	6004.06	5967.03	6228.98	5794.31	5866.45	4933.14	7536.13	5233.07	5170.13	4896.23	5158.61	4658.28	6375.51	4481.97	5278.68	4012.79	6058.01	7726.42	3718.52	5601.39	6770.45	5690.34	5025.32	4843.94	5010.98	6566.85	6487.03	4211.37	6790.79	3962.09	4646.07	3510.9	5646.12	4919.32	5669.96	6836.67	4181.55	5115.09	5345.37	3831.45	5571.85	6251.69	8674.87999999999
KAT6A	1110.73	837.542	704.094	1157.23	927.117	1248.16	653.615	1472.84	1040.94	1444.12	1040.84	906.25	677.012	1518.24	1331.66	1054.59	549.606	1252.76	1421.69	1559.1	1150	562.754	799.407	866.747	1228.66	895.184	852.565	878.025	1019.46	609.124	1243.43	1030.02	1317.99	637.24	2583.83	1205.18	1149.43	1784.99	1098.88	590.441	923.939	1247.94	986.749	1383.25	2318.56	1794.71	1322.3	985.458999999999	2110.38	637.074	1067.73	1449.59	1039.36	574.856	1171.04	1037.51	1207.44	1494.24	1030.34	1260.42	895.45	1574.22	1211.99	859.855	1046.53	552.678	1403.76	1584.23	1109.12	1016.16	1274.67	1082.75	984.402	1229.12	595.81	806.946	1223.57	854.117	726.085	1779.14	1691.75	2015.2	1803	1812.79	1823.44	1514.28	1743.41	558.691	2146.88	2027.79	1669.69	1685.35	1375.3	2487.67	1664.6	1696.13	1363.59	1324.4	768.08	911.016000000001	1259.42	1045.81	1006.94	1348.16	1384.84	980.076	824.551	893.501000000001	1887.73	2107.69	2215.74	1683.74	1982.98	1838.18	1746.09	1137.53	1990.55	1123.94	1865.16	931.191000000001	1695.67	1829.53	1587.33	2900.98	1856.74	1673.51	1103.06	1071.64	1018.04	1316.63	1412.41	801.295	1279.71	1009.34	1050.47	1263.8	943.226	854.39	1705.42	777.423	1834.08	1147.97	1340.91	1239.45	1486.13	1393.63	602.798	1134.18	606.091	1428.64	1147.62	415.591	843.148999999999	1438.09	859.409	796.894	1358.8	740.086	1593.76	1268.29	939.651	1151.58	414.993	676.094	1140.61	1079.42	898.295000000001	1412.16	1362.83	1247.15	1046.99	1126.05	1259.83	1174.2	988.902	1090.95	2146.44
PABPN1	2761.53	2977.18	2963.53	3063.53	2409.86	1971.45	3051.54	2924.92	3034.33	2910.64	4295.28	2960.73	3074.25	2552.99	2824.34	3096.79	3764.16	3216.61	3115.85	2275.57	2538.27	3247.78	4572.26	3624.86	2562.39	3534.69	2511.17	2610.38	1667.01	3958.95	4416.62	3585.16	4143.29	2895.99	2623.62	2424	2448.09	2289.18	2548.07	1538.08	3142.86	3077.64	2405.26	2291.76	1470.93	1782.08	3260.62	2542.68	2517.43	2994.02	2825.92	2728.28	2642.79	2671.39	3715.27	2213.1	3627.17	3203.36	3185.19	3036.35	4257.55	2953.66	3999.5	3356.31	3738.03	3148.63	3288.71	3045.47	2596.01	3062.75	2931.9	2925.93	3052.85	3326.27	4513.27	3034.65	2910.24	2422.73	2028.14	1568.82	2207.68	2241.95	1820.21	2247.63	2424.55	1775	2132.25	2714.97	2020.09	1962.94	1938.51	2917.56	2420.6	2221.32	2980.39	3043.48	3536.81	2877.03	2679.1	3117.08	2836.76	3171.59	2890.67	2743.39	2067.8	3500.79	3185.39	2252.92	1951.59	1705.33	1719.76	1580.3	1848.92	1775.87	1684.89	1860.35	2412.29	2260.76	1893.95	2200.79	1462.61	1460.99	1641.9	1934.02	2369.36	3119.17	2123.76	2813.3	1680.63	1903.47	1882.45	3455.16	3325.35	3291.3	3546.55	2913.68	2093.67	5024.62	2850.14	3094.28	3230.57	2812.8	2575.97	3830.27	2545.33	2433.72	2721.55	2259.73	2574.43	2020.42	3136.43	4695.11	3141.1	2837.92	4508.07	3309.8	2238.32	2551	2564.84	3376.14	2958.71	2094.76	4380.59	2743.31	3076.86	1815.5	2900.52	2740.63	2823.19	3328.91	2046.36	3361.43	2518.05	2578.24	2726.03	3491.84	3614.6
AKAP17A	855.61	1157.83	603.509	1210.81	778.135	1522.47	857.099	1648.27	844.077	1900.22	1333.19	774.038	798.526999999999	1072.36	1289.74	745.633	1012.6	847.778	692.308	886.194	1015.35	841.544	1741.25	951.981	1070.58	1202.83	750.58	1424.69	1252.54	1046.95	2180.7	2224.02	656.925	1130.23	781.917	874.78	807.633	894.334	1918.96	1025.09	1489.03	712.416	677.267	1217.55	735.329	825.519	1100.99	1258.39	696.13	760.678	1264.57	1136.92	761.544	899.322	1493.55	839.129	1000.17	1562.44	1758.62	1308.1	1650.6	1388.12	1654.27	1015.74	595.626	712.624	938.028	1106.4	1328.14	1737.07	884.559	1430.41	1117.85	1202.89	1131.24	497.446	1358.87	973.849	1176.69	602.045	669.809	825.825	514.775	1104.71	951.87	616.254	765.924999999999	871.166	854.189	930.781	595.515	902.688	875.748999999999	933.006999999999	1070.7	1121.36	1141.55	1089.17	1128.84	1688.9	1200.38	1207.81	965.975	1012.65	1005.88	2010.02	1447.9	780.096	853.681	850.728000000001	713.198	458.965	448.604	479.5	929.499	592.767	552.637	994.307	515.135	561.599	450.949	567.385	380.435	748.464	915.335	817.976	1333.2	821.882	702.384	473.669	1287.46	991.139	1082.17	965.256	1226.98	1829.39	1043.28	1395.45	1362.66	915.179	2208.75	1291.03	1390.55	1304.64	1300.62	1143.53	1737.9	1593.88	1212.69	888.787	1589.32	874.876000000001	1113.62	1859.84	1412.4	1342.29	1097.85	906.752	1051.56	965.209	1537.32	802.947	2314.55	1282.16	1375.55	1701.05	1297.81	1210.14	1082.77	1182.27	1261.12	1142.93	1160.91	1258.99	1339.95	1316.28	1803.42
