TCGA-P7-A5NX-01	TCGA-P7-A5NY-01	TCGA-P8-A5KC-01	TCGA-P8-A5KD-01	TCGA-P8-A6RX-01	TCGA-P8-A6RY-01	TCGA-PR-A5PF-01	TCGA-PR-A5PG-01	TCGA-PR-A5PH-01	TCGA-QR-A6GO-01	TCGA-QR-A6GR-01	TCGA-QR-A6GS-01	TCGA-QR-A6GT-01	TCGA-QR-A6GU-01	TCGA-QR-A6GW-01	TCGA-QR-A6GX-01	TCGA-QR-A6GY-01	TCGA-QR-A6GZ-01	TCGA-QR-A6H0-01	TCGA-QR-A6H1-01	TCGA-QR-A6H2-01	TCGA-QR-A6H3-01	TCGA-QR-A6H4-01	TCGA-QR-A6H5-01	TCGA-QR-A6H6-01	TCGA-QR-A6ZZ-01	TCGA-QR-A700-01	TCGA-QR-A702-01	TCGA-QR-A703-01	TCGA-QR-A705-01	TCGA-QR-A706-01	TCGA-QR-A707-01	TCGA-QR-A708-01	TCGA-QR-A70A-01	TCGA-QR-A70C-01	TCGA-QR-A70D-01	TCGA-QR-A70E-01	TCGA-QR-A70G-01	TCGA-QR-A70H-01	TCGA-QR-A70I-01	TCGA-QR-A70J-01	TCGA-QR-A70K-01	TCGA-QR-A70M-01	TCGA-QR-A70N-01	TCGA-QR-A70O-01	TCGA-QR-A70P-01	TCGA-QR-A70Q-01	TCGA-QR-A70R-01	TCGA-QR-A70T-01	TCGA-QR-A70U-01	TCGA-QR-A70V-01	TCGA-QR-A70W-01	TCGA-QR-A70X-01	TCGA-QR-A7IN-01	TCGA-QR-A7IP-01	TCGA-QT-A5XJ-01	TCGA-QT-A5XK-01	TCGA-QT-A5XL-01	TCGA-QT-A5XM-01	TCGA-QT-A5XN-01	TCGA-QT-A5XO-01	TCGA-QT-A5XP-01	TCGA-QT-A69Q-01	TCGA-QT-A7U0-01	TCGA-RM-A68T-01	TCGA-RM-A68W-01	TCGA-RT-A6Y9-01	TCGA-RT-A6YA-01	TCGA-RT-A6YC-01	TCGA-RW-A67V-01	TCGA-RW-A67W-01	TCGA-RW-A67X-01	TCGA-RW-A67Y-01	TCGA-RW-A680-01	TCGA-RW-A681-01	TCGA-RW-A684-01	TCGA-RW-A685-01	TCGA-RW-A686-01	TCGA-RW-A688-01	TCGA-RW-A689-01	TCGA-RW-A68A-01	TCGA-RW-A68B-01	TCGA-RW-A68C-01	TCGA-RW-A68D-01	TCGA-RW-A68F-01	TCGA-RW-A68G-01	TCGA-RW-A7CZ-01	TCGA-RW-A7D0-01	TCGA-RW-A8AZ-01	TCGA-RX-A8JQ-01	TCGA-S7-A7WL-01	TCGA-S7-A7WM-01	TCGA-S7-A7WN-01	TCGA-S7-A7WO-01	TCGA-S7-A7WP-01	TCGA-S7-A7WQ-01	TCGA-S7-A7WR-01	TCGA-S7-A7WT-01	TCGA-S7-A7WU-01	TCGA-S7-A7WV-01	TCGA-S7-A7WW-01	TCGA-S7-A7WX-01	TCGA-S7-A7X0-01	TCGA-S7-A7X1-01	TCGA-S7-A7X2-01	TCGA-SA-A6C2-01	TCGA-SP-A6QC-01	TCGA-SP-A6QD-01	TCGA-SP-A6QF-01	TCGA-SP-A6QG-01	TCGA-SP-A6QH-01	TCGA-SP-A6QI-01	TCGA-SP-A6QJ-01	TCGA-SP-A6QK-01	TCGA-SQ-A6I4-01	TCGA-SQ-A6I6-01	TCGA-SR-A6MP-01	TCGA-SR-A6MQ-01	TCGA-SR-A6MR-01	TCGA-SR-A6MS-01	TCGA-SR-A6MT-01	TCGA-SR-A6MU-01	TCGA-SR-A6MV-01	TCGA-SR-A6MX-01	TCGA-SR-A6MY-01	TCGA-SR-A6MZ-01	TCGA-SR-A6N0-01	TCGA-TT-A6YJ-01	TCGA-TT-A6YK-01	TCGA-TT-A6YN-01	TCGA-TT-A6YO-01	TCGA-TT-A6YP-01	TCGA-W2-A7H5-01	TCGA-W2-A7H7-01	TCGA-W2-A7HA-01	TCGA-W2-A7HB-01	TCGA-W2-A7HC-01	TCGA-W2-A7HD-01	TCGA-W2-A7HE-01	TCGA-W2-A7HF-01	TCGA-W2-A7HH-01	TCGA-W2-A7UY-01	TCGA-WB-A80K-01	TCGA-WB-A80L-01	TCGA-WB-A80M-01	TCGA-WB-A80N-01	TCGA-WB-A80O-01	TCGA-WB-A80P-01	TCGA-WB-A80Q-01	TCGA-WB-A80V-01	TCGA-WB-A80Y-01	TCGA-WB-A814-01	TCGA-WB-A815-01	TCGA-WB-A816-01	TCGA-WB-A817-01	TCGA-WB-A818-01	TCGA-WB-A819-01	TCGA-WB-A81A-01	TCGA-WB-A81D-01	TCGA-WB-A81E-01	TCGA-WB-A81F-01	TCGA-WB-A81G-01	TCGA-WB-A81H-01	TCGA-WB-A81I-01	TCGA-WB-A81J-01	TCGA-WB-A81K-01	TCGA-WB-A81M-01	TCGA-WB-A81N-01	TCGA-WB-A81P-01	TCGA-WB-A81Q-01	TCGA-WB-A81R-01	TCGA-WB-A81S-01	TCGA-WB-A81T-01	TCGA-WB-A81V-01	TCGA-WB-A81W-01	TCGA-WB-A821-01	TCGA-WB-A822-01	TCGA-XG-A823-01
DOCK1	446.615	201.142	1263.7	297.263	799.603	348.684	224.149	145.849	1314.06	277.14	375.287	523.851	1293.63	773.965	227.256	401.402	311.288	816.893	910.813	187.778	96.2135	223.146	369.35	1292.57	928.992	712.597	197.926	130.54	459.74	253.649	1377.95	68.0761	76.8812	201.895	667.779	414.857	147.039	533.611	428.051	873.787	1132.93	86.0825	117.807	754.231	164.271	605.566	440.887	586.397	216.479	194.429	85.2938	94.9314	334.043	388.915	382.864	2114.44	490.537	1116.3	419.026	231.742	416.624	346.024	228.958	338.639	1117.97	311.7	247.385	334.572	606.808	29.5671	137.162	1040.26	89.1049	279.649	29.7737	81.8237	239.802	280.24	138.055	200.413	159.561	221.528	1273.44	420.17	184.484	362.462	681.779	178.421	364.534	501.99	121.699	658.4	293.253	731.09	814.188	1001.93	193.049	251.933	485.586	1211.3	573.224	238.957	925.431	787.928	145.383	290.964	72.1398	754.432	141.945	440.319	1775.9	133.636	198.368	541.703	312.483	176.969	409.339	364.437	484.883	193.185	215.581	159.65	266.494	454.207	414.815	335.92	780.265	104.478	1012.8	296.445	454.776	1637.25	256.069	925.319	352.965	267.418	274.327	178.475	401	354.87	998.737	141.75	467.505	392.661	121.189	418.834	599.212	516.892	284.047	76.9863	551.222	704.057	449.857	634.728	426.749	337.712	288.569	200.185	440.798	576.395	741.06	639.556	700.246	143.078	141.281	277.693	808.562	278.562	348.115	101.157	105.55	497.521	372.675	223.794	146.288	384.832	1079.94	208.333
TSC22D3	3807.9	1993.48	6025.2	1464.97	7195.93	3227.8	15977.1	5334.53	9888.75	3707.41	3459.77	3054.05	4833.52	4193.9	3001.84	4074.77	3161.43	4779.68	7843.62	1821.11	3304.16	6087.07	3584.87	3832.43	1796.39	3809.43	4110.46	2380.54	3464.79	4291.94	6941.85	1565.33	913.146	5228.39	4545.7	2345.35	2507.07	6982.15	2418.11	2546.47	4580.92	1746.91	2070.23	3488.59	1312.12	1870.9	3145.32	3708.95	1976.97	2842.9	1548.65	2279.1	3956.38	2516.36	2215.05	2731.83	1367.9	2292.78	5406.6	2995.35	4072.16	3593.91	3303.12	2744.77	14193.3	5061.51	1963.62	1742.96	5180.43	2683.21	3004.05	6028.99	1982.99	5261.35	3152.44	5873.12	4443.87	4737.76	2937.7	4891.16	5243.98	2421.72	7912.89	3224.76	3354.31	4620.14	5978.84	3426.16	7473.16	2849.67	2467.12	2464.64	3391.63	6406.59	3149.54	2018.8	2526.38	6440.78	2790.99	6078.37	2817.48	2552.42	4608.79	6812.47	3182.97	3493.25	5983.84	4932.37	2635.91	3123.46	18558.7	3939.49	1387.95	4864.92	2891.53	3516.93	6955.73	2205.55	3946.95	5114.67	2178.58	4543.29	2450.36	3497.87	7978.77	3180.81	6177.86	2983.16	4359.63	3055.75	9570.62	4376.66	2974.91	3984.82	3135.54	2794.13	3856.63	1214.71	4635.78	1564.86	3049.68	7155.04	15059.1	3404.13	2860.88	4122.27	3461.13	2936.23	4689.69	1192.14	3107.68	3533.7	3096.31	5207.53	3536.3	2307.63	2629.9	2160.89	2930.82	2554.86	3055.55	3918.87	3500.19	2721.59	2921.51	3011.23	3336.43	2556.27	3365.85	903.695	3777.98	3867.51	2149.27	3713.31	1801.31	4196.63	3044.3	9248.4
E2F3	125.356	329.981	112.95	447.08	200.397	173.52	173.375	474.12	38.0337	295.675	370.115	240.05	349.799	336.601	142.91	320.094	328.531	156.527	126.32	276.667	191.186	86.6331	256.062	199.69	202.04	147.105	142.922	259.634	123.837	233.549	185.409	248.203	147.96	88.9576	188.792	301.043	233.176	268.293	322.478	383.789	283.105	651.546	387.857	315.673	408.624	392.831	305.419	80.8824	52.2006	281.337	251.257	313.199	388.298	182.245	278.194	480.908	198.6	286.889	239.06	128.746	245.538	271.574	84.7557	195.59	282.63	174.428	67.7581	134.36	230.638	130.94	229.054	146.538	187.12	142.02	100.437	290.423	233.052	198.181	281.488	244.68	293.795	173.688	145.312	272.716	323.152	137.802	254.75	233.876	310.004	297.251	226.308	280.147	649.453	221.375	166.868	263.615	173.367	140.415	92.3423	401.333	145.921	157.531	256.539	85.3119	205.186	421.512	103.701	244.911	257.63	153.73	233.308	108.926	306.968	292.006	241.752	124.047	169.8	211.708	140.901	176.593	63.2214	195.393	163.53	329.606	224.197	348.343	142.569	375.813	234.063	174.448	225.825	277.619	542.866	130.54	239.209	199.155	337.992	229.313	246.808	213.412	171.368	188.261	132.914	201.835	275.845	207.596	209.09	241.132	55.4475	448.959	74.5052	89.7369	146.638	176.569	222.613	163.559	250.999	31.9001	261.319	309.728	246.106	170.23	169.882	43.3884	104.794	108.729	351.373	157.895	111.752	326.241	249.773	240.198	304.788	292.453	337.555	87.6404	434.827	118.59
EPHA2	232.804	148.953	946.106	245.874	590.278	423.52	137.461	81.7293	718.076	408.65	337.931	601.673	590.26	210.784	224.309	249.065	362.11	1106.32	536.208	131.111	110.49	317.655	528.419	696.594	668.497	648.119	154.644	146.917	359.288	198.133	1058.15	55.3911	79.7824	282.344	1017.34	433.102	136.608	552.647	206.827	734.574	1048.2	101.546	124.15	657.101	164.271	285.589	395.32	240.196	192.426	217.827	50.868	75.4967	493.617	198.528	289.618	56.273	216.23	1290.77	421.712	291.311	365.375	884.095	275.456	205.177	940.261	377.24	91.8599	540.096	250.213	45.4065	166.216	825.013	128.797	233.529	13.4974	131.827	262.432	389.394	53.3393	280.19	126.636	277.988	1093.75	98.6315	59.8656	445.978	335.492	172.152	213.396	282.464	146.556	521.597	306.069	832.923	585.248	699.759	389.866	277.167	423.423	982.171	450.316	302.821	824.708	655.533	186.627	89.9404	305.091	376.888	234.209	211.76	1254.8	156.329	372.881	581.238	237.53	139.712	183.748	280.37	704.507	162.37	101.311	189.833	317.543	242.279	292.839	449.716	828.724	106.774	1099.82	299.941	701.7	825.413	174.536	436.551	298.911	124.265	247.93	154.137	221.777	233.48	202.947	284.607	254.088	209.633	112.062	396.462	1116.17	330.236	353.113	34.3008	210.71	538.421	369.827	238.494	371.315	112.712	234.213	141.008	267.801	252.049	208.876	433.53	639.13	264.463	108.613	265.952	63.0048	290.971	428.825	87.346	44.586	657.503	257.898	311.321	190.393	334.27	515.784	243.59
NR2F6	661.511	717.858	635.191	678.328	885.417	782.895	604.954	681.83	750.024	1039.28	1646.55	1055.44	902.776	847.495	925.23	984.112	1147.59	1367.99	770.554	1283.89	1500.31	1887.55	1038.99	896.672	1390.35	1414.21	812.894	991.330000000001	1210.2	1091.17	919.911999999999	1048.63	1021.21	1666.22	1009.34	939.183	959.623	517.549	910.809	598.745	1318.62	1027.32	1589.03	1118.47	1626.28	1186.65	879.31	1318.01	963.153000000001	967.688	1373.95	1360.43	962.766	982.621	1341.57	1084.06	854.032	821.950000000001	641.522	741.729	754.207	703.046	1075.93	655.034	722.892	1169.39	523.875	2210.3	382.128	1385.43	1203.38	1401.5	1337.79	1754.03	1149.27	1510.71	831.365	973.873	820.708	869.269	1030.39	787.847	1179.69	603.131	1076.36	1232.7	949.05	903.195	526.406	815.545	750.906000000001	737.975	774.218	1108.53	1262.8	1043.37	611.809	851.852	910.811	445.115	979.083	873.869	753.478	1346.48	1013.04	610.789	1643.43	1183.19	1351.31	965.648	970.069	908.22	1050.22	796.255	689.364	851.397	812.007	1106.95	883.058	1697.19	770.044	1192.22	1633.57	1198.08	734.815	1044.53	735.668	942.595	925.237	604.933	713.421	840.301	1176.28	1669.1	796.289	623.643	962.215	833.964	813.014	1139.5	657.684	2564.78	498.952	933.945	1334.6	868.366	697.607	1003.8	1032.1	992.436999999999	913.853	785.407	1350.57	956.485	727.233	670.763	755.795	1016.18	766.535	698.864	750.073	1131.15	866.503	589.36	832.838	1242.47	950.727	863.928	651.441	1160.13	861.692	1016.22	671.514	1729.04	724.891	726.966	575.866	2055.29
FLT4	656.085	351.182	2358.59	332.049	1334.82	679.276	435.294	330.078	1823.33	765.666	353.448	1441.85	1857.08	1630.72	406.63	921.963	993.761	3566.45	2527.28	416.667	399.131	2430.1	1094.08	4021.67	1415.46	2039.88	299.369	250.482	898.219999999999	646.088	4087.22	63.0021	335.086	884.162	2009.34	1144.22	339.166	1001.19	509.151	966.878999999999	3156.27	257.732	388.763	2473.88	513.347	779.834	1155.17	908.088	156.09	486.908	90.9458	242.935	725.532	1033.98	840.756	74.7073	474.462	3116.6	888.192	443.884	508.414	670.051	391.995	435.666	2805.72	1214.8	279.218	1479.55	537.872	72.8617	620.946	1703.7	113.001	1198.39	48.0349	162.132	310.868	931.295	70.8203	741.822	488.814	595.626	2554.3	531.624	417.837	1259.43	748.273	506.811	908.974	713.934	131.538	886.769	497.55	921.473	1506.65	2068.92	783.501	461.945	1146.85	1663.71	770.4	347.525	2156.93	3072.43	446.976	397.684	374.976	1775.44	596.877	587.431	3366.85	368.129	839.297	627.016	422.803	338.273	930.867	341.989	946.378	695.111	226.183	571.088	1068.57	505.325	596.543	927.756	986.042	93.762	2281.7	643.009	409.455	3185.61	758.374	1709.78	365.067	469.887	578.675	155.219	592.739	457.66	660.211	1090.81	1075.89	688.073	155.67	476.587	862.881	689.611	2163.42	140.252	864.959	1121.71	989.686	1285.77	562.253	320.763	711.431	686.084	668.895	925.63	679.534	1691.96	682.118	268.595	339.414	499.745	149.031	884.895	704.213	164.24	185.623	734.565	743.6	975.891000000001	379.476	934.831999999999	1969.96	1504.01
GNAQ	3743.32	2828.49	1911.64	2398.66	1670.63	1438.32	2284.21	2745.83	1857.94	1436.89	2087.36	2047.39	2821.85	2735.84	2616.21	2728.5	1192.51	1229.77	1888.27	1762.78	1159.53	1058.85	2102.81	1697.76	2251.47	1611.94	1129.4	1875.72	2200.9	2347.93	1648.93	2099.37	1222.12	1769.1	2070.05	3486.97	2354.98	1812.02	2624.93	2346.32	1400.81	2567.53	1945.17	1334.81	2864.48	2692.7	2685.96	1485.29	1750.26	2341.5	2481.23	1919.56	2550	2141.22	1751.6	1683.02	2343.27	1592.59	2122.44	2567.23	2193.52	2595.6	2039.43	2554.55	1858.94	1803.63	2634.38	2264.47	2273.19	2495.25	3242.57	1316.69	3331.31	2069.55	1545.85	2095.09	2273.75	1894.33	1919.32	2313.02	2561	2465.25	1817.19	2269.02	2018.94	1555.91	2153.28	2256.3	1922.28	2337.44	1414.29	1988.83	2129.29	1446.13	1828.7	1715.18	2164.57	2947.09	1596.85	1768.3	1334.73	1694.52	1644.41	1670.02	1560.55	2818.02	1452.56	2007.22	1819.02	2834.33	1368.38	1952.09	1916.51	1876.89	3871.21	2627.01	1291.09	2789.17	1689.1	856.296	1748.21	1864.18	2947	2072.95	2375.8	1558.35	1447.11	2374.28	2495.94	2206.04	1387.77	1652.14	2037.08	1387.37	2441.31	2382.57	2190.48	2371.55	1906.38	2081.25	4057.26	1572.54	2480.08	2156.88	2042.47	2318.94	2028.63	2292.23	2649.81	3104.6	1309.08	1425.73	1197.96	1270.29	1936.65	2388.14	1990.01	1011.1	2953.91	2092.25	2232.59	2187.93	1907.55	996.901	2117.1	1748.85	2588.05	2226.79	2070.95	1951.1	1860.78	2463.27	2394.92	1948.64	2098.25	1854.49	3271.89	1007.21
GRK5	1946	686.328	2208.59	1011.96	789.187	737.664	991.951	964.948	1195.4	1449.69	952.299	1484.05	1793.4	1569.17	713.444	757.477	1167.56	1176.02	2000.22	1180	302.917	1952.31	1343.16	974.071	3612.4	933.731	506.312	726.397	1663.57	2674.32	1421.28	730.655	807.253	2541.87	923.281999999999	1909.64	1134.93	520.524	707.82	1473.8	1725.52	247.938	1111.92	802.796	716.632	195.833	2302.96	1382.97	1711.36	710.864	1179.21	1222.9	680.851	1274.46	2146.82	674.306	775.214	1586.52	1351.09	1563.78	1830.95	732.657	1659.8	1623.01	1457.83	1098.69	760.346	770.048	834.043	1450.9	747.297	1040.79	763.872	340.41	184.597	1117.25	889.727000000001	2094.83	1943.52	684.908	691.009	598.212	968.359	3141.91	1452.66	876.089	1781.52	573.357	1027.91	838.673	996.893	1306.99	525.82	995.633	1143.49	731.083999999999	893.635	2744.4	814.414	978.766	491.111	1501.86	1926.54	1511.47	1111	1051.77	2434.72	1694.03	694.109	1950.13	726.017	1142.71	1168.24	862.84	532.594	953.429	556.095	1093.75	1191.67	1992.89	409.957	425.735	275.146	3330.14	1547.16	1106.15	547.099	1376.2	1488.64	1935.63	1029.11	731.268	978.388	1357.62	839.451	1244.3	986.025	1151.43	1022.28	904.063	1892.21	606.866	804.612	1880.28	2286.37	998.959	774.863	1842.91	1670.23	551.862	2180.44	1320.89	2021.13	1310.46	1382.31	652.966	647.082	511.327	371.518	1691.65	1213.29	2649.7	947.818	379.132	1106.49	1338.95	1796.85	1387.25	334.368	293.02	675.159	727.355	633.372	693.396	571.616	870.786999999999	2443.48	1470.35
GTF2H4	506.406	345.586	264.466	607.803	455.967	580.592	392.211	525.592	294.183	454.96	531.402	504.546	388.759	451.209	439.937	334.519	405.722	539.87	518.327	482.183	587.213	604.909	635.5	388.847	466.065	438.663	321.614	842.105	378.097	553.319	609.139	497.467	374.549	792.342	367.972	543.801	623.516	327.65	330.238	459.587	484.11	454.278	817.521	601.685	1026.69	377.945	584.63	688.186	563.746	677.003	734.672	639.255	526.011	682.587	559.478	821.412	346.606	486.355	291.174	489.971	474.263	309.89	369.482	413.864	528.343	654.508	383.565	522.687	378.86	400.211	452.027	463.838	647.367	354.327	546.102	644.907	840.977	391.732	639.09	531.373	603.816	417.089	422.133	455.002	422.999	473.998	462.448	481.881	305.191	413.137	539.985	469.296	533.163	453.586	436.002	405.855	464.188	454.913	597.333	389.468	399.766	618.084	524.207	551.94	540.068	580.633	488.446	549.849	396.04	469.334	692.448	457.948	527.558	440.118	295.73	503.349	524.136	586.012	441.922	311.567	358.654	363.225	465.187	518.418	516.997	410.21	281.039	566.15	495.977	403.001	328.971	388.404	690.653	595.549	447.604	541.331	436.879	548.021	384.59	710.685	446.392	803.012	338.394	579.922	573.88	592.211	435.299	435.372	365.759	416.244	671.269	518.88	589.149	578.264	339.701	518.788	484.488	464.434	564.347	472.482	432.554	449.181	430.553	371.235	684.51	499.826	446.7	624.484	586.195	531.486	571.479	425.408	559.037	632.437	525.445	453.933	511.563	609.776
H2AX	421.11	482.468	761.5	817.472	334.821	361.842	266.254	338.206	462.489	1396.29	801.149	381.369	721.383	364.379	654.88	542.056	976.063	548.139	654.688	934.444	964.618	1243.49	862.076	270.124	591.605	983.881	1438.23	558.767	763.752	710.218	506.308	636.787	1963.37	1496.04	1058.71	486.099	873.486	822.725	620.962	603.4	809.233999999999	1063.92	1494.34	593.819	1560.57	775.171	598.522	805.76	1037.87	786.63	827.761	994.164	995.745	691.404	696.874	734.46	715.582	514.069	478.12	919.282	304.182	555.838	449.088	523.49	309.739	448.456	1103.23	1159.85	542.128	1858.5	1147.3	412.775	1094.37	1233.53	373.958	893.494	625.31	733.888	735.545	425.149	524.694	527.099	428.125	582.419	442.883	1105.76	433.074	563.231	541.864	564.55	291.041	1673.25	592.914	691.796	273.277	481.446	420.017	877.493	476.126	777.37	348.328	689.196	427.935	397.988	707.841	477.221	1434.53	542.351	2745.92	718.763	669.225	824.508	986.817	1127.1	566.904	552.921	511.825	657.13	1576.16	638.222	439.408	953.137	2756.65	490.415	742.222	771.722	514.441	631.458	1323.97	313.928	1583.12	266.234	601.455	714.025	416.7	479.165	682.712	552.731	532.664	774.351	552	826.135	404.193	604.128	711.417	563.996	421.255	638.514	996.109	678.394	859.139	364.399	606.437	511.716	662.12	414.83	555.156	427.185	220.804	485.136	577.643	689.67	640.684	621.384	781.502	912.2	415.993	633.718	434.146	613.662	715.651	302.839	412.567	605.87	412.664	377.528	813.136	890.224
HSF4	280.798	460.478	116.083	454.5	356.354	340.041	246.755	191.034	241.936	512.648	398.782	330.421	59.0763	154.869	195.959	83.5607	392.426	348.6	36.8028	326.461	845.965	82.6077	447.014	117.945	26.5202	976.435	148.968	1183.02	1335.55	465.987	767.822	400.241	2008.56	1776.6	1151.67	58.636	682.503	262.165	443.95	27.2165	637.641	813.046	473.938	1239.1	1265.34	153.536	550.628	2646.33	1443.63	767.811	1766.76	2374.65	956.255	786.235	278.323	194.578	266.674	96.5115	203.232	720.941	369.449	326.024	481.789	333.189	115.392	472.871	1128.1	1609.4	708.613	2212.98	1025.68	431.771	679.627	186.42	1261.61	563.033	1461.4	530.149	444.89	828.646	297.142	319.009	565.652	196.346	240.47	1391.31	211.943	578.855	425.406	445.543	682.382	1119.07	236.939	314.197	236.909	542.366	635.134	563.659	1039.85	191.414	492.486	552.091	284.341	2299.37	491.602	399.215	805.441	188.332	1499.5	105.29	612.571	815.724	1136.41	1475.7	136.4	633.670999999999	622.887	505.207	481.164	537.736	185.914	711.851	761.445	77.705	299.886	817.573	193.855	371.244	996.189	1064.57	344.997	423.912	741.555	237.001	303.538	809.719	569.172	597.123	807.352	1128.95	506.531	1174.39	130.084	501.5	629.323	841.707	469.914	55.3294	3031.04	1217.32	605.082	202.952	1005.45	921.919999999999	289.67	300.212	313.917	678.502	431.083	285.788	262.263	163.695	532.291	418.528	619.164	409.479	1498.6	455.901	1071.41	215.506	740.487	667.283	688.829	511.488	446.507	278.494	162.016	139.527
IK	2141.36	2355.8	1834.52	1910.07	1929.56	2252.47	2438.39	2088.84	2371.02	2249.34	2194.25	1715.58	2115.55	1790.85	2272.19	1883.64	1969.37	1877.73	2573.89	2517.78	2180.01	2254.21	2206.79	1955.5	2404.47	1868.42	2018.49	2773.6	2252.46	1703.76	1733.95	2522.2	1561.56	1211.37	1732.49	1956.99	2286	2446.16	2574.07	1933.33	2434.8	2595.36	3008.61	1445.18	1887.06	2168.15	1697.04	1683.82	2083.42	2600	3127.61	2084.75	1663.83	1664.01	2026.4	880.317000000001	2142.08	1305.23	1848.46	2056.09	2359.26	1637.06	1566.22	1889.17	2182.23	2292.85	1906.78	1757.3	1437.45	832.101	2499.32	1901.23	1195.22	2328.7	1433.51	2243.08	3311.56	2306.95	1886.15	2517.82	3321.23	2267.86	2052.34	1729.01	1950.52	2010.24	1839.38	2272.69	2045.94	1972.7	2743.66	1604.03	1664.91	2512.05	1426.44	1621.69	2258.79	1892.14	2378.38	1549.39	1848.86	2573.71	1951.59	1877.67	2691.14	2139.44	3228.25	1913.99	2319.38	2927.48	3212.59	2690.87	1959.82	2021.15	2185.8	2128.7	1865.98	2025.09	1928.69	1596.44	2280.68	1868.15	1593.77	2036.21	1919.51	2802.65	2198.58	1271.34	2110.97	2196.33	2026.96	1610.1	2651.64	1854.89	2377.17	2220.86	2305.38	2462.41	2215.76	2026.43	2053.89	2099.67	2758.07	1788.99	1132.28	2563.48	1967.52	2241.13	1138.13	1671.59	1934.81	1798.51	2161.3	2089.12	1640.12	2341.1	2294.56	1556.63	1869.75	2135.31	1930.05	2298.9	1917.91	2366.74	2005.52	1372.13	1785.54	2603.34	1673.17	2237.4	2434.03	1147.36	2418.01	2008.39	2263.76	2923.03	1785.13	2057.69
ISL1	898.554	1078.23	139.669	1002.47	824.32	4.1118	274.303	665.575	300.086	680.053	248.851	885.474	495.584	1118.19	1046.78	536.916	511.401	858.831	1.3068	724.444	8.0695	412.164	630.704	1276.58	2341.26	1520.24	22.9937	314.547	1506.78	1562.1	987.383	397.463	306.074	1250.82	398.933	1339.7	117.766	183.819	623.362	403.677	626.991	543.036	1576.29	885.946	1572.9	1786.97	1328.82	742.647	394.063	786.072	415.165	902.222	690.426	1833.1	1085.7	247.731	994.555	1350.01	440.962	640.946	1115.95	537.225	826.869	2077.02	448.795	1325.76	116.33	676.049	371.915	1440.34	1072.3	622.652	925.881	889.458	0.794	1162.59	279.504	744.726	311.968	916.366	1896.88	970.534	849.144	447.294	590.104	516.967	1968.27	762.387	0	1309.87	741.963	210.928	429.325	80.2484	983.748999999999	842.892	1186.77	408.502	231.838	45.7276	6.7992	844.066	836.394	840.576	1005.31	780.391	420.064	984.242	419.446	1656.82	324.635	1481.59	1017.3	770.591	107.68	718.349	714.245	381.312	120.365	2.963	208.485	671.851	703.439	1725.17	453.264	762.778	288.926	778.733	799.119	827.558	3.1256	1117.48	1149.11	1790.46	956.624	872.083	706.004	1158.46	539.673	1420.95	1797.81	1703.21	228.092	995.871999999999	840.623	542.076	708.754	1351.26	609.922	1775.26	786.962	2047.59	1141.66	684.443	773.867	764.406999999999	604.716	28.6639	1000.71	879.803	993.828	1259.62	648.453	27.376	722.104	1346.09	1286.66	1633.64	1.3304	1257.84	757.962	1237.94	605.028	1106.92	810.825	1924.72	227.088	754.006
ITGA7	725.003	150.041	1681.49	426.129	1175.6	605.263	338.08	225.772	959.589	609.885	608.046	566.827	1496.39	1136.17	235.359	414.953	687.918	3692.26	2000.22	214.444	253.259	1723.91	512.9	1165.25	1134.17	1146.75	389.54	280.829	417.752	291.936	3142.62	61.7336	325.657	574.744	1622.41	1074.72	1079.07	340.274	389.181	1024.43	2794.52	119.072	251.019	1579.1	425.051	844.529	895.32	626.838	357.216	333.705	127.427	327.401	640.426	893.69	770.358999999999	671.719	86.5958	1545.47	328.148	393.923	132.585	627.75	417.304	485.906	473.394	642.494	386.539	356.877	456.17	161.563	397.973	1920.56	159.984	592.24	174.673	259.613	331.911	939.036	87.853	262.191	303.926	526.237	2830.47	702.749	814.294	495.253	1582.04	233.876	566.767	656.303	133.092	425.126	324.915	818.534	742.039	440	318.677	582.011	1220.72	1322.7	1605.65	662.054	1722.32	1115.49	732.587	632.939	617.697	1045.31	699.077	1094.94	8145.82	280.887	390.458	977.978	407.495	210.838	575.5	507.042	1442.1	346.667	503.415	165.21	789.963000000001	946.752	1105.68	404.496	506.716	171.833	2923.86	404.454	650.127	1754.6	406.432	1081.36	412.263	101.069	507.246	190.914	195.744	114.537	464.421	904.762	221.384	590.826	334.158	389.178	1108.1	634.713	675.097	144.826	418.51	2648.5	271.406	1658.58	385.834	193.22	436.051	250.116	190.013	658.568	294.7	1515.37	656.74	153.926	470.089	376.723	183.36	379.974	392.461	248.974	125.114	838.666	383.173	656.184	417.904	961.236	2954.68	1846.15
